TAXONOMY,FLOORS,DWELLINGS PER FLOOR,DWELLINGS PER BUILDING
CR/LFINF+CDN/HBET:4-10,4,,2
CR/LWAL+CDN/HBET:4-10,4,,2
MUR+CB/LWAL+CDN/HBET:1-2,1,,1
MUR+CL/LWAL+CDN/HBET:1-4,2,,1.58662
MUR+ST/LWAL+CDN/HBET:1-4,2,,2
W/LPB+CDL/HBET:1-3,1,,1
