TAXONOMY,FLOORS,DWELLINGS PER FLOOR,DWELLINGS PER BUILDING
CR/LFINF+CDN/H:3,3,,4
CR/LWAL+CDN/HBET:4-10,5,,9
MUR+CB/LWAL+CDN/HBET:1-2,1,,1
MUR+CB/LWAL+CDN/HBET:1-4,2,,2
MUR+CL/LWAL+CDN/HBET:1-4,2,,2
W/LPB+CDL/HBET:1-3,1,,1
W/LWAL+CDL/HBET:1-3,2,,2
