TAXONOMY,FLOORS,DWELLINGS PER FLOOR,DWELLINGS PER BUILDING
CR/LFINF+CDL/H:3,3,,3
CR/LWAL+CDL/HBET:4-10,5,,10
MUR+CB/LWAL+CDN/HBET:1-2,1,,1
MUR+CB/LWAL+CDN/HBET:1-4,2,,4
MUR+CL/LWAL+CDN/HBET:1-4,2,,2.24431
W/LPB+CDL/HBET:1-3,1,,1
W/LWAL+CDL/HBET:1-3,2,,3
