TAXONOMY,FLOORS,DWELLINGS PER FLOOR,DWELLINGS PER BUILDING
CR/LFINF+CDL/HBET:4-10,4,,2
CR/LWAL+CDL/HBET:4-10,4,,3
MUR+CB/LWAL+CDN/HBET:1-2,1,,1
MUR+CL/LWAL+CDN/HBET:1-4,2,,2
MUR+ST/LWAL+CDN/HBET:1-4,1,,1
W/LPB+CDL/HBET:1-3,1,,1
