LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,OCCUPANCY_TYPE,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_2,NAME_1
6.4106,48.2019,CR/LDUAL+CDM/HBET:3-5/4.0,"Concrete wall, mid rise, low/moderate code",130.3065,COM,Offices,1445.42,3255.0,613071507.1036501,122614301.42073002,183921452.13109502,306535753.55182505,5846.171784346527,2457.426617206494,180.263783884433,384.2279481826068,1007.3061164245113,Vosges,Lorraine
6.4106,48.2019,CR/LFLS+CDN/HBET:6-,"Concrete frame, mid rise, pre code",3.7769999999999997,COM,Offices,1204.52,3255.0,14808531.4902,2961706.2980400003,4442559.44706,7404265.7451,141.21226963330002,59.3582951158184,4.35420972800799,9.280893997109377,24.331132946978588,Vosges,Lorraine
6.4106,48.2019,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",428.526,COM,Trade,715.4,2006.0,614974405.8024,122994881.16048001,184492321.74072,307487202.9012,9515.629977866976,3999.876029936428,293.4096925525393,625.3957490353513,1639.5604905081063,Vosges,Lorraine
6.4106,48.2019,CR+PC/LWAL+CDN/H:2,"Concrete wall, low rise",13.1835,COM,Hotels,1379.05,2919.0,53069479.865325,10613895.973065,15920843.959597498,26534739.9326625,564.3157468227387,237.2089955454446,17.400393895405738,37.08852382843086,97.23263775642705,Vosges,Lorraine
6.4106,48.2019,CR+PC/LWAL+CDN/H:2,"Concrete wall, low rise",86.87100000000001,COM,Offices,1686.33,3255.0,476835279.51465,95367055.90293,143050583.854395,238417639.757325,4547.0404750162925,1911.3393695921486,140.20571952688988,298.8451411394958,783.4634100861781,Vosges,Lorraine
6.4106,48.2019,CR+PC/LWAL+CDN/H:2,"Concrete wall, low rise",52.3754,COM,Trade,1430.8,2478.0,185698153.90895998,37139630.781792,55709446.17268799,92849076.95447999,2326.042883478594,977.74747398446,71.7223692906207,152.87451643086365,400.7814532353148,Vosges,Lorraine
6.4106,48.2019,CR+PC/LWAL+CDN/HBET:3-5,"Concrete wall, mid rise",110.7414,COM,Hotels,985.03,2919.0,318415032.02539796,63683006.405079596,95524509.60761939,159207516.01269898,3385.8748390410346,1423.2457168412209,104.40175772441079,222.52985204629394,583.3924422039752,Vosges,Lorraine
6.4106,48.2019,CR+PC/LWAL+CDN/HBET:3-5,"Concrete wall, mid rise",338.0415,COM,Offices,1204.52,3255.0,1325363568.3729,265072713.67458,397609070.51186997,662681784.18645,12638.498132180352,5312.567412865747,389.7017706567151,830.6400127412893,2177.6363987545838,Vosges,Lorraine
6.4106,48.2019,CR+PC/LWAL+CDN/HBET:6-,"Concrete wall, mid rise",0.8789,COM,Hotels,197.01,2919.0,505430.94779099996,101086.1895582,151629.2843373,252715.47389549998,5.3745136280554355,2.2591660545258465,0.1657204404642753,0.3532291591766874,0.9260385513889364,Vosges,Lorraine
6.4106,48.2019,CR+PC/LWAL+CDN/HBET:6-,"Concrete wall, mid rise",20.7735,COM,Offices,240.9,3255.0,16289114.168249998,3257822.83365,4886734.250475,8144557.084124999,155.33091741991905,65.29304047562815,4.789551173184494,10.20881388558934,26.763801844800657,Vosges,Lorraine
6.4106,48.2019,CR/LDUAL+CDL/HBET:3-5/4.0,"Concrete wall, mid rise, low/moderate code",22.8514,COM,Hotels,1182.04,2919.0,78845893.790664,15769178.7581328,23653768.1371992,39422946.895332,838.4099401633057,352.4239415277653,25.85195129996545,55.10281649735294,144.4595697750279,Vosges,Lorraine
6.4106,48.2019,W/LWAL+CDN/H:2,"Wood, low rise",7.0312,COM,Hotels,394.01,2641.0,7316528.978792001,1463305.7957584,2194958.6936376,3658264.4893960003,85.99003561606507,36.145739491141725,2.651459753203558,5.6515231107946455,14.816240785046645,Vosges,Lorraine
6.4106,48.2019,W/LWAL+CDN/H:2,"Wood, low rise",2.3807,COM,Trade,1430.8,2242.0,7636937.065520001,1527387.4131040003,2291081.1196560003,3818468.5327600003,105.7292219762997,44.443066999293634,3.260107695028213,6.948841655948345,18.217338783423397,Vosges,Lorraine
6.4106,48.2019,W/LWAL+CDN/H:1,"Wood, low rise",178.55249999999995,COM,Trade,715.4,2242.0,286385139.95699996,57277027.991399996,85915541.98709999,143192569.97849998,3964.845824111238,1666.615012473511,122.25403856355797,260.5815620980629,683.1502043783772,Vosges,Lorraine
6.4106,48.2019,W/LWAL+CDN/H:1,"Wood, low rise",43.945,COM,Hotels,197.01,2641.0,22864733.35245,4572946.670489999,6859420.005735,11432366.676225,268.7256814027718,112.95830272629233,8.286022023213768,17.661457958834372,46.301927569446825,Vosges,Lorraine
6.4106,48.2019,S/LFM+CDM/HBET:6-,"Steel, mid rise",5.6655,COM,Offices,481.81,3100.0,8462053.1205,1692410.6241000001,2538615.93615,4231026.56025,84.72771348589515,35.615124908369054,2.6125366814808344,5.568559513433487,14.598740367761124,Vosges,Lorraine
6.4106,48.2019,S/LFM+CDM/HBET:6-,"Steel, mid rise",1.7578,COM,Hotels,394.01,2780.0,1925402.36284,385080.472568,577620.708852,962701.18142,21.497508904016268,9.036434872785431,0.6628649383008896,1.4128807776986614,3.7040601962616613,Vosges,Lorraine
