LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,ID_1,NAME_1,NAME_2,ID_2
14.1617999999999,46.0824,CR+PC/LWAL+CDL/H:1,"Concrete wall, low rise",23.747936006942464,Ind,604.0319310981482,1312.5,18827171.535202675,2824075.730280401,4706792.883800669,11296302.921121605,926.5785485072653,509.55241460205184,49.69101768862186,101.57524680156044,220.2728930307447,1,Gorenjska,Gorenja vas - Poljane,3110
14.1617999999999,46.0824,CR+PC/LWAL+CDL/HBET:3-5,"Concrete wall, mid rise",1.3969374121730858,Ind,604.0319310981482,1312.5,1107480.6785413336,166122.10178120006,276870.1696353334,664488.4071248,54.50462050042735,29.973671447179512,2.923001040507168,5.975014517738848,12.957229001808507,1,Gorenjska,Gorenja vas - Poljane,3110
14.1617999999999,46.0824,CR/LFM+CDL/H:1,"Concrete frame, low rise, low/moderate code",4.190812236519257,Ind,604.0319310981482,1312.5,3322442.0356240007,498366.3053436001,830610.5089060002,1993465.2213744004,163.513861501282,89.92101434153852,8.769003121521502,17.925043553216536,38.87168700542553,1,Gorenjska,Gorenja vas - Poljane,3110
14.1617999999999,46.0824,CR/LWAL+CDL/H:1,"Concrete wall, low rise, low/moderate code",11.873968003471232,Ind,604.0319310981482,1312.5,9413585.767601335,1412037.8651402006,2353396.4419003343,5648151.460560802,463.28927425363264,254.77620730102592,24.845508844310928,50.78762340078021,110.13644651537236,1,Gorenjska,Gorenja vas - Poljane,3110
14.1617999999999,46.0824,CR/LWAL+CDL/HBET:3-5,"Concrete wall, mid rise, low/moderate code",0.6984687060865429,Ind,604.0319310981482,1312.5,553740.3392706668,83061.05089060003,138435.0848176667,332244.20356240013,27.252310250213675,14.986835723589756,1.461500520253584,2.987507258869424,6.4786145009042535,1,Gorenjska,Gorenja vas - Poljane,3110
14.1617999999999,46.0824,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",3.4923435304327146,Ind,604.0319310981482,1312.5,2768701.696353334,415305.2544530001,692175.4240883335,1661221.0178120004,136.26155125106837,74.93417861794876,7.307502601267919,14.937536294347115,32.39307250452127,1,Gorenjska,Gorenja vas - Poljane,3110
14.1617999999999,46.0824,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",3.4923435304327146,Ind,604.0319310981482,1187.5,2505015.82051016,375752.373076524,626253.9551275399,1503009.492306096,136.26155125106837,74.93417861794876,7.307502601267919,14.937536294347115,32.39307250452127,1,Gorenjska,Gorenja vas - Poljane,3110
14.1617999999999,46.0824,S/LFBR+CDM/H:1,"Steel, low rise",5.587749648692343,Ind,604.0319310981482,1250.0,4218974.013490795,632846.1020236192,1054743.5033726988,2531384.408094477,218.0184820017094,119.89468578871805,11.692004162028672,23.900058070955392,51.82891600723404,1,Gorenjska,Gorenja vas - Poljane,3110
14.1617999999999,46.0824,S/LFBR+CDM/HBET:3-5,"Steel, mid rise",1.3969374121730858,Ind,604.0319310981482,1250.0,1054743.5033726988,158211.5255059048,263685.8758431747,632846.1020236192,54.50462050042735,29.973671447179512,2.923001040507168,5.975014517738848,12.957229001808507,1,Gorenjska,Gorenja vas - Poljane,3110
14.1617999999999,46.0824,S/LFM+CDL/H:1,"Steel, low rise",5.587749648692343,Ind,604.0319310981482,1250.0,4218974.013490795,632846.1020236192,1054743.5033726988,2531384.408094477,218.0184820017094,119.89468578871805,11.692004162028672,23.900058070955392,51.82891600723404,1,Gorenjska,Gorenja vas - Poljane,3110
14.1617999999999,46.0824,S/LFM+CDL/HBET:3-5,"Steel, mid rise",1.3969374121730858,Ind,604.0319310981482,1250.0,1054743.5033726988,158211.5255059048,263685.8758431747,632846.1020236192,54.50462050042735,29.973671447179512,2.923001040507168,5.975014517738848,12.957229001808507,1,Gorenjska,Gorenja vas - Poljane,3110
14.1617999999999,46.0824,W/LWAL+CDL/H:1,"Wood, low rise",6.9846870608654275,Ind,604.0319310981482,1187.5,5010031.641020319,751504.7461530478,1252507.9102550796,3006018.984612191,272.5231025021367,149.86835723589752,14.615005202535837,29.87507258869423,64.78614500904253,1,Gorenjska,Gorenja vas - Poljane,3110
14.3286,46.1741,CR+PC/LWAL+CDL/H:1,"Concrete wall, low rise",43.562955415788146,Ind,604.0319310981482,1312.5,34536358.61043513,5180453.791565268,8634089.652608782,20721815.16626108,1324.2786104379318,728.2592119595213,71.01907545987062,145.17271839064782,314.8170019366799,1,Gorenjska,Skofja Loka,312
14.3286,46.1741,CR+PC/LWAL+CDL/HBET:3-5,"Concrete wall, mid rise",2.562526789164008,Ind,604.0319310981482,1312.5,2031550.506496184,304732.57597442763,507887.626624046,1218930.3038977105,77.89874179046656,42.83877717408947,4.177592674110036,8.539571670038105,18.51864717274588,1,Gorenjska,Skofja Loka,312
14.3286,46.1741,CR/LFM+CDL/H:1,"Concrete frame, low rise, low/moderate code",7.687580367492022,Ind,604.0319310981482,1312.5,6094651.51948855,914197.7279232823,1523662.8798721374,3656790.911693129,233.6962253713996,128.51633152226842,12.532778022330106,25.618715010114308,55.55594151823761,1,Gorenjska,Skofja Loka,312
