LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,OCCUPANCY_TYPE,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_1,ID_1
20.769000000000002,40.7087,CR+PC/LWAL+CDM+LFC:9.0/H:1,"Concrete wall, low rise",24.1982,Com,Trade,157.6817,630.0,2403836.3871522,480767.27743044007,721150.91614566,1201918.1935761,688.8336715549997,219.25369115494166,9.869608846040034,20.91574560309601,83.34634853469257,Korce,7
20.769000000000002,40.7087,CR+PC/LWAL+CDM+LFC:9.0/H:2,"Concrete wall, low rise",3.36498,Com,Offices,127.3932,840.0,360087.47891424,72017.49578284801,108026.24367427199,180043.73945712,77.38891304349448,24.63265885500516,1.1088283460871888,2.3498369556526666,9.363774718915003,Korce,7
20.769000000000002,40.7087,CR+PC/LWAL+CDM+LFC:9.0/H:2,"Concrete wall, low rise",15.0501,Com,Trade,315.3635,630.0,2990138.8931505,598027.7786301001,897041.6679451498,1495069.44657525,856.8421558292397,272.7302876739795,12.276834408721342,26.017155219599033,103.67475910076662,Korce,7
20.769000000000002,40.7087,CR+PC/LWAL+CDM+LFC:9.0/HBET:3-5,"Concrete wall, mid rise",5.6856800000000005,Com,Hotels,1488.8566,882.0,7466273.054656417,1493254.6109312838,2239881.916396925,3733136.5273282086,1528.217949726135,486.4271887439796,21.896306783676057,46.40280982548436,184.90876845104663,Korce,7
20.769000000000002,40.7087,CR+PC/LWAL+CDM+LFC:9.0/HBET:3-5,"Concrete wall, mid rise",3.43096,Com,Offices,254.7864,840.0,734296.0354329598,146859.20708659198,220288.810629888,367148.01771648,157.81268542202798,50.23130433177523,2.261140156726816,4.7918243801544556,19.094756289552173,Korce,7
20.769000000000002,40.7087,CR+PC/LWAL+CDM+LFC:9.0/HBET:6-,"Concrete wall, mid rise",3.2802,Com,Hotels,1786.628,882.0,5168958.5000592,1033791.70001184,1550687.55001776,2584479.2500296,1057.9970894921228,336.7572995940742,15.158982298243131,32.12502362533882,128.01376850588542,Korce,7
20.769000000000002,40.7087,CR+PC/LWAL+CDM+LFC:9.0/HBET:6-,"Concrete wall, mid rise",1.9794,Com,Offices,318.4831,840.0,529540.5764376001,105908.11528752002,158862.17293128002,264770.28821880004,113.80726079812256,36.22450969026002,1.6306304327155,3.455643666874193,13.770261263283238,Korce,7
20.769000000000002,40.7087,CR/LDUAL+CDM+LFC:9.0/HBET:6-,"Concrete wall, mid rise, low/moderate code",0.9293900000000002,Com,Hotels,2382.1706,882.0,1952717.600929788,390543.5201859577,585815.2802789364,976358.800464894,399.6877781781562,127.21942073077257,5.726726485736622,12.136119696601535,48.36075563770358,Korce,7
20.769000000000002,40.7087,CR/LDUAL+CDM+LFC:9.0/HBET:6-,"Concrete wall, mid rise, low/moderate code",0.56083,Com,Offices,445.8763,840.0,210051.07647636003,42010.215295272006,63015.32294290801,105025.53823818002,45.14354273338382,14.369054221407866,0.6468166802839233,1.3707385315564662,5.462203144416086,Korce,7
20.769000000000002,40.7087,CR/LDUAL+CDM+LFC:9.0/HBET:6-/SOS,"Concrete wall, mid rise, low/moderate code",1.31208,Com,Hotels,2382.1706,882.0,2756777.789547936,551355.5579095872,827033.3368643806,1378388.8947739678,564.2650986044557,179.60388809050244,8.084790332804639,17.133345454025694,68.27400795911092,Korce,7
20.769000000000002,40.7087,CR/LDUAL+CDM+LFC:9.0/HBET:6-/SOS,"Concrete wall, mid rise, low/moderate code",0.7917599999999999,Com,Offices,445.8763,840.0,296542.69620192,59308.539240384,88962.808860576,148271.34810096,63.732060329483005,20.285723606693455,0.9131529604008324,1.9351602798444218,7.711345615646237,Korce,7
20.769000000000002,40.7087,CR/LFINF+CDM+LFC:9.0/H:1,"Concrete frame with infill panels, low rise, low/moderate code",36.8875,Com,Trade,157.6817,630.0,3664384.7365125,732876.9473025001,1099315.42095375,1832192.3682562504,1050.0513285899383,334.22818773619167,15.045135436036636,31.88375854130489,127.05236057117772,Korce,7
20.1468,40.128,CR/LFINF+CDM+LFC:9.0/HBET:3-5/SOS,"Concrete frame with infill panels, mid rise, low/moderate code",1.0914,Com,Hotels,1786.628,882.0,1719834.5548943996,343966.91097888,515950.3664683199,859917.2774471998,346.50785815224344,110.29241172628464,4.964764591605344,10.521364604934721,41.92618030760823,Gjirokaster,6
20.1468,40.128,CR/LFINF+CDM+LFC:9.0/HBET:3-5/SOS,"Concrete frame with infill panels, mid rise, low/moderate code",0.6587999999999999,Com,Offices,318.4831,840.0,176245.9996752,35249.19993504,52873.79990256,88122.9998376,37.285071907430975,11.86772653291956,0.5342205102896711,1.1321239233972344,4.5113569888688225,Gjirokaster,6
20.1468,40.128,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",79.74495999999998,Com,Hotels,297.7713,882.0,20943760.679545533,4188752.135909106,6283128.20386366,10471880.339772766,4219.695222467546,1343.1163302257526,60.45979314751499,128.12682573500456,510.56764970275736,Gjirokaster,6
