LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,OCCUPANCY_TYPE,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_2,NAME_1
3.1259,51.0048,CR/LFINF+CDN/HBET:6-,"Concrete frame with infill panels, mid rise, pre code",4.332263352,COM,Hotels,5704,2835.0,70056337.50305568,14011267.500611136,21016901.2509167,35028168.75152784,925.7332785475865,497.6538444150545,45.667348364030985,96.79235727173928,213.37118335027492,West-Vlaanderen,Vlaanderen
3.1259,51.0048,CR/LFINF+CDN/HBET:6-,"Concrete frame with infill panels, mid rise, pre code",310.471203818,COM,Offices,1055,3150.0,1031773428.0881685,206354685.6176337,309532028.42645055,515886714.04408425,12270.585775835245,6596.39696020196,605.3202669077284,1282.9817722568937,2828.2329997888605,West-Vlaanderen,Vlaanderen
3.1259,51.0048,CR/LWAL+CDN/HBET:3-5,"Concrete wall, mid rise, pre code",287.373469016,COM,Hotels,3565,2835.0,2904418992.314183,580883798.4628366,871325697.694255,1452209496.1570916,38379.35883978535,20631.89896637413,1893.292150925451,4012.849811890857,8846.01364306348,West-Vlaanderen,Vlaanderen
3.1259,51.0048,CR/LWAL+CDN/HBET:3-5,"Concrete wall, mid rise, pre code",1849.61568232,COM,Offices,879,3150.0,5121308381.991732,1024261676.3983464,1536392514.5975194,2560654190.995866,60906.25332557367,32741.86185025524,3004.5663828038746,6368.205582088669,14038.211271715927,West-Vlaanderen,Vlaanderen
3.1259,51.0048,CR/LWAL+CDN/HBET:6-,"Concrete wall, mid rise, pre code",1.4440877840000002,COM,Hotels,5704,2835.0,23352112.50101856,4670422.500203713,7005633.750305568,11676056.25050928,308.57775951586217,165.88461480501817,15.222449454676996,32.26411909057976,71.12372778342497,West-Vlaanderen,Vlaanderen
3.1259,51.0048,CR/LWAL+CDN/HBET:6-,"Concrete wall, mid rise, pre code",356.71159587600005,COM,Offices,1055,3150.0,1185441810.9949172,237088362.19898343,355632543.29847515,592720905.4974586,14098.119827555389,7578.839060657571,695.4743492131348,1474.0641638696225,3249.4591912467768,West-Vlaanderen,Vlaanderen
3.1259,51.0048,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",265.71215225599997,COM,Hotels,357,2295.0,217701952.0256246,43540390.405124925,65310585.60768738,108850976.0128123,3553.6212950697673,1910.3486285610154,175.30369210708668,371.5577585592572,819.0700264091198,West-Vlaanderen,Vlaanderen
3.1259,51.0048,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",462.40392058,COM,Offices,176,2550.0,207526879.55630398,41505375.9112608,62258063.86689119,103763439.77815199,3048.777185808011,1638.955541992299,150.39922735309497,318.7725206051211,702.7090966501718,West-Vlaanderen,Vlaanderen
3.1259,51.0048,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",1257.556125903,COM,Trade,941,1938.0,2293352289.4520135,458670457.89040273,688005686.8356041,1146676144.7260067,44331.100335245304,23831.424256020502,2186.8975106379858,4635.1490233024115,10217.823596653634,West-Vlaanderen,Vlaanderen
3.1259,51.0048,MUR/LWAL+CDN/H:2,"Unreinforced masonry, low rise",122.74746164,COM,Hotels,1426,2295.0,401711935.2853788,80342387.05707577,120513580.58561364,200855967.6426894,6557.2773897120705,3525.0480646066358,323.4770509118861,685.6125306748198,1511.3792153977804,West-Vlaanderen,Vlaanderen
3.1259,51.0048,MUR/LWAL+CDN/H:2,"Unreinforced masonry, low rise",561.49047499,COM,Offices,352,2550.0,503993850.35102403,100798770.07020481,151198155.1053072,251996925.17551202,7404.173165533742,3980.320601981298,365.25526642894494,774.1618357552942,1706.5792347218458,West-Vlaanderen,Vlaanderen
3.1259,51.0048,MUR/LWAL+CDN/H:2,"Unreinforced masonry, low rise",1363.233111273,COM,Trade,1882,1938.0,4972141938.475794,994428387.6951588,1491642581.5427382,2486070969.237897,96112.80576885116,51668.12989960747,4741.340821383196,10049.314689176656,22152.928470055773,West-Vlaanderen,Vlaanderen
