LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,DWELLINGS,OCCUPANCY,OCCUPANCY_TYPE,SETTLEMENT_TYPE,AREA_PER_DWELLING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,ID_0,NAME_0
7.4181,43.7325,CR/LFINF+CDN/HBET:1-3,"Concrete frame with infill panels, low rise, pre code",156.72896666666662,470.1869,Res,ALL,RURAL,190.0,2034.375,181744163.5784,54523249.073520005,90872081.7892,36348832.71568,962.8402089426562,236.88950228657959,929.7045445719992,556.9496232417304,574.514556700103,148,Monaco
7.4181,43.7325,CR/LFINF+CDN/HBET:1-3,"Concrete frame with infill panels, low rise, pre code",624.1160333333332,1872.3481,Res,ALL,URBAN,140.0,2034.375,533274696.4496,159982408.93488002,266637348.2248,106654939.28992,3834.159799290525,943.3260037390463,3702.2091068778414,2217.848648020708,2287.794586212532,148,Monaco
7.4181,43.7325,CR/LFINF+CDN/HBET:4-7,"Concrete frame with infill panels, mid rise, pre code",53.24416428571429,745.4183,Res,ALL,RURAL,70.0,2034.375,106153529.2664,31846058.77992,53076764.63320001,21230705.853280004,1526.4538759952036,375.5565000188519,1473.9217290797665,882.9688490731073,910.8156927239087,148,Monaco
7.4181,43.7325,CR/LFINF+CDN/HBET:4-7,"Concrete frame with infill panels, mid rise, pre code",212.02547857142852,2968.3567,Res,ALL,URBAN,70.0,2034.375,422717740.9336,126815322.28007998,211358870.4668,84543548.18672,6078.5461102828285,1495.5168566051047,5869.3559851705,3516.1015654894954,3626.9914690883666,148,Monaco
7.4181,43.7325,CR/LFINF+CDN/HBET:1-3,"Concrete frame with infill panels, low rise, pre code",68.80783333333333,206.4235,Res,ALL,RURAL,190.0,2034.375,79790113.99599999,23937034.1988,39895056.998,15958022.799199998,422.71031889925325,104.00026517942108,408.1629546294948,244.5144590605191,252.2258929564784,148,Monaco
7.4181,43.7325,CR/LFINF+CDN/HBET:1-3,"Concrete frame with infill panels, low rise, pre code",274.00216666666665,822.0065,Res,ALL,URBAN,140.0,2034.375,234120603.30400002,70236180.9912,117060301.65200001,46824120.6608,1683.2896646343845,414.14312276932685,1625.3600924708246,973.689648414604,1004.397621218252,148,Monaco
7.4181,43.7325,CR/LFINF+CDN/HBET:4-7,"Concrete frame with infill panels, mid rise, pre code",12.833207142857145,179.6649,Res,ALL,RURAL,70.0,2034.375,25585719.0792,7675715.723759999,12792859.5396,5117143.81584,367.9145190319833,90.51874494647691,355.25292481675723,212.8181300041961,219.52993325581008,148,Monaco
7.4181,43.7325,CR/LFINF+CDN/HBET:4-7,"Concrete frame with infill panels, mid rise, pre code",51.103578571428564,715.4501,Res,ALL,URBAN,70.0,2034.375,101885817.8408,30565745.352240004,50942908.9204,20377163.56816,1465.08552762271,360.4579225320706,1414.6653417323382,847.4706654829547,874.1979765824545,148,Monaco
7.4181,43.7325,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",231.9994419253575,332.5712,Res,ALL,RURAL,140.0,1840.625,85698277.1008,25709483.13024,42849138.5504,17139655.42016,681.0332381966969,167.55596966000974,657.5958198207768,393.93993095206935,406.36390681095185,148,Monaco
7.4181,43.7325,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",923.8533658876877,1324.3438,Res,ALL,URBAN,110.0,1840.625,268134591.8108,80440377.54324,134067295.9054,53626918.36216001,2711.966781014059,667.2306110664509,2618.635800228851,1568.7222686602868,1618.1962266518628,148,Monaco
