LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,OCCUPANCY_TYPE,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_1,ID_1
14.6895,66.7768,CR+PC/LWAL+CDN/H:1,"Concrete wall, low rise",138.8832,Com,Trade,395.05,3213.0,176283841.61808,35256768.323616,52885152.485424,88141920.80904,1873.3491311256669,787.4585605704118,57.76378378369438,123.12212494497221,322.78148976635947,Nordland,NOR.10_1
14.6895,66.7768,CR+PC/LWAL+CDN/H:2,"Concrete wall, low rise",21.7856,Com,Trade,790.1,3213.0,55304734.62528001,11060946.925056,16591420.387584,27652367.312640004,587.7173744707975,247.04582292405084,18.12197138311981,38.62654900234423,101.2647811031716,Nordland,NOR.10_1
14.6895,66.7768,CR+PC/LWAL+CDN/HBET:3-5,"Concrete wall, mid rise",70.557,Com,Hotels,546.63,4515.0,174137106.68865,34827421.337730005,52241132.006595,87068553.344325,1316.8930700702076,553.5533682178717,40.605739369079814,86.55016324422427,226.9030902770586,Nordland,NOR.10_1
14.6895,66.7768,CR+PC/LWAL+CDN/HBET:3-5,"Concrete wall, mid rise",340.4000000000001,Com,Offices,551.93,4305.0,808810364.4600003,161762072.89200005,242643109.33800003,404405182.23000014,6414.908921569803,2696.494135364025,197.80050914214408,421.6070590523322,1105.3005678528336,Nordland,NOR.10_1
14.6895,66.7768,CR/LDUAL+CDN/HBET:3-5,"Concrete wall, mid rise, pre code",311.4240000000001,Com,Hotels,546.63,4515.0,768605160.5568001,153721032.11136004,230581548.16704,384302580.27840006,5812.493550654711,2443.2700390306063,179.22533238766263,382.0145136296794,1001.5032950159829,Nordland,NOR.10_1
14.6895,66.7768,CR/LDUAL+CDN/HBET:3-5,"Concrete wall, mid rise, pre code",435.712,Com,Offices,441.55,4305.0,828233067.648,165646613.52960002,248469920.2944,414116533.824,6568.9559979136975,2761.2475158110274,202.55047371766992,431.7314950508819,1131.8431615265265,Nordland,NOR.10_1
14.6895,66.7768,CR/LDUAL+CDN/HBET:6-,"Concrete wall, mid rise, pre code",7.298999999999999,Com,Hotels,765.28,4515.0,25219790.9208,5043958.18416,7565937.276239999,12609895.460399998,190.7219461938249,80.16958863868193,5.880815849913494,12.534818469696756,32.861740986097395,Nordland,NOR.10_1
14.6895,66.7768,CR/LDUAL+CDN/HBET:6-,"Concrete wall, mid rise, pre code",10.212,Com,Offices,662.32,4305.0,29117348.9712,5823469.794240002,8735204.69136,14558674.4856,230.9381158987976,97.07437514182779,7.120861334681475,15.177945791216676,39.791060755908646,Nordland,NOR.10_1
14.6895,66.7768,CR/LWAL+CDN/H:1,"Concrete wall, low rise, pre code",492.8992,Com,Trade,498.46,3213.0,789403689.700416,157880737.94008318,236821106.9101248,394701844.850208,8388.906791647762,3526.2601920555544,258.6677464670629,551.344121067466,1445.4240198633609,Nordland,NOR.10_1
14.6895,66.7768,CR/LWAL+CDN/H:2,"Concrete wall, low rise, pre code",27.232,Com,Trade,790.1,3213.0,69130918.2816,13826183.656320002,20739275.48448,34565459.1408,734.6467180884969,308.8072786550636,22.65246422889976,48.28318625293028,126.58097637896454,Nordland,NOR.10_1
