LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,ID_1,NAME_1
28.7843,47.8200999999999,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",1.5154541796599998,Ind,2353.120547994737,656.25,2340039.62779875,351005.9441698125,585009.9069496875,1404023.77667925,2507.032893955758,881.2947661793738,47.7301457515767,102.98765776725556,344.0041898994021,MDA.30_1,Soldanesti
28.7843,47.8200999999999,CR+PC/LFM+CDM/H:2,"Concrete frame, low rise",0.16838379774,Ind,2353.120547994737,656.25,260004.4030887501,39000.66046331252,65001.10077218752,156002.64185325007,278.55921043952856,97.92164068659706,5.303349527952966,11.443073085250616,38.22268776660021,MDA.30_1,Soldanesti
28.7843,47.8200999999999,CR/LFINF+CDL/H:2,"Concrete frame with infill panels, low rise, low/moderate code",1.2628784830500002,Ind,2353.120547994737,656.25,1950033.0231656253,292504.9534748438,487508.2557914064,1170019.8138993753,2089.194078296465,734.4123051494784,39.77512145964725,85.82304813937965,286.67015824950175,MDA.30_1,Soldanesti
28.7843,47.8200999999999,CR/LFM+CDH/H:2,"Concrete frame, low rise, high code",1.6838379774,Ind,2353.120547994737,656.25,2600044.0308875004,390006.60463312507,650011.0077218751,1560026.4185325003,2785.5921043952867,979.2164068659707,53.033495279529674,114.43073085250616,382.22687766600234,MDA.30_1,Soldanesti
28.7843,47.8200999999999,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",0.8419189887,Ind,2353.120547994737,593.75,1176399.0746273985,176459.86119410978,294099.7686568496,705839.4447764391,1392.7960521976431,489.60820343298536,26.516747639764837,57.215365426253086,191.11343883300117,MDA.30_1,Soldanesti
28.7843,47.8200999999999,S+SL/LFM+CDH/H:1,"Steel, low rise",2.10479747175,Ind,2353.120547994737,625.0,3095526.3625889355,464328.9543883403,773881.5906472339,1857315.817553361,3481.990130494108,1224.0205085824634,66.29186909941208,143.03841356563268,477.7835970825027,MDA.30_1,Soldanesti
28.7843,47.8200999999999,S/LFM+CDL/H:1,"Steel, low rise",0.67353519096,Ind,2353.120547994737,625.0,990568.4360284596,148585.26540426892,247642.1090071149,594341.0616170757,1114.2368417581142,391.6865627463882,21.213398111811863,45.77229234100246,152.89075106640084,MDA.30_1,Soldanesti
28.7843,47.8200999999999,S/LFM+CDM/H:1,"Steel, low rise",0.16838379774,Ind,2353.120547994737,625.0,247642.1090071149,37146.31635106723,61910.52725177872,148585.26540426892,278.55921043952856,97.92164068659706,5.303349527952966,11.443073085250616,38.22268776660021,MDA.30_1,Soldanesti
29.8762,46.5298,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",1.3240642521600001,Ind,2353.120547994737,656.25,2044511.0524564,306676.65786846,511127.7631141,1226706.63147384,1709.154279248275,600.817294629867,32.53973374546829,70.21120321437952,234.5227438632383,MDA.32_1,Stefan Voda
29.8762,46.5298,CR+PC/LFM+CDM/H:2,"Concrete frame, low rise",0.14711825024000005,Ind,2353.120547994737,656.25,227167.8947173779,34075.18420760668,56791.973679344475,136300.73683042673,189.90603102758618,66.75747718109636,3.6155259717187,7.801244801597727,26.05808265147093,MDA.32_1,Stefan Voda
29.8762,46.5298,CR/LFINF+CDL/H:2,"Concrete frame with infill panels, low rise, low/moderate code",1.1033868768000001,Ind,2353.120547994737,656.25,1703759.210380333,255563.88155705,425939.80259508325,1022255.5262282,1424.295232706896,500.6810788582225,27.116444787890238,58.509336011982924,195.43561988603187,MDA.32_1,Stefan Voda
29.8762,46.5298,CR/LFM+CDH/H:2,"Concrete frame, low rise, high code",1.4711825024000005,Ind,2353.120547994737,656.25,2271678.947173779,340751.8420760668,567919.7367934447,1363007.3683042673,1899.0603102758623,667.5747718109637,36.15525971718701,78.01244801597728,260.5808265147094,MDA.32_1,Stefan Voda
29.8762,46.5298,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",0.7355912512000001,Ind,2353.120547994737,593.75,1027829.1365679591,154174.37048519385,256957.2841419897,616697.4819407754,949.5301551379307,333.7873859054817,18.077629858593497,39.006224007988635,130.29041325735463,MDA.32_1,Stefan Voda
29.8762,46.5298,S+SL/LFM+CDH/H:1,"Steel, low rise",1.8389781280000004,Ind,2353.120547994737,625.0,2704585.76269356,405687.86440403404,676146.44067339,1622751.4576161362,2373.8253878448277,834.4684647637047,45.19407464648375,97.5155600199716,325.7260331433866,MDA.32_1,Stefan Voda
29.8762,46.5298,S/LFM+CDL/H:1,"Steel, low rise",0.5884730009600001,Ind,2353.120547994737,625.0,865467.4440619394,129820.11660929088,216366.8610154848,519280.46643716353,759.6241241103447,267.02990872438545,14.4621038868748,31.20497920639091,104.23233060588372,MDA.32_1,Stefan Voda
29.8762,46.5298,S/LFM+CDM/H:1,"Steel, low rise",0.14711825024000005,Ind,2353.120547994737,625.0,216366.86101548484,32455.029152322724,54091.71525387121,129820.1166092909,189.90603102758618,66.75747718109636,3.6155259717187,7.801244801597727,26.05808265147093,MDA.32_1,Stefan Voda
