LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,OCCUPANCY_TYPE,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_1,ID_1
25.769000000000002,41.923,MUR+CL/LWAL+CDN/H:2,"Unreinforced masonry, low rise",254.2826,Com,Trade,443,884.0,99580117.5512,19916023.51024,29874035.265359998,49790058.7756,10763.013247347968,5503.408511713446,501.88468923045934,1038.7491715147996,2348.014124152902,Haskovo,6
25.769000000000002,41.923,MUR+CL/LWAL+CDN/H:2,"Unreinforced masonry, low rise",92.18999999999998,Com,Offices,248,1190.0,27207112.799999993,5441422.559999999,8162133.839999997,13603556.399999995,2184.484668491365,1116.9838076010155,101.8636123340866,210.82679984077012,476.55807325862406,Haskovo,6
25.769000000000002,41.923,MUR+CL/LWAL+CDN/H:2,"Unreinforced masonry, low rise",25.877800000000004,Com,Hotels,436,1241.0,14001856.512800002,2800371.302560001,4200556.9538400015,7000928.256400001,1078.021311460056,551.2203251036245,50.26867276403814,104.04091479032145,235.1766375526614,Haskovo,6
25.769000000000002,41.923,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",420.1782,Com,Trade,221,884.0,82087693.8648,16417538.772960002,24626308.15944,41043846.9324,8872.362859551979,4536.669811523275,413.72271632233856,856.280611938221,1935.5577132612784,Haskovo,6
25.769000000000002,41.923,W/LWAL+CDL/H:1,"Wood, low rise",5.4392,Com,Trade,221,988.0,1187638.4416,237527.68832,356291.53248,593819.2208,114.85259365115826,58.727117301272145,5.355633868250335,11.084538665866935,25.055763278463136,Haskovo,6
25.769000000000002,41.923,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",110.1012,Com,Offices,124,1190.0,16246533.072,3249306.614400001,4873959.9216,8123266.536,1304.4494163277013,666.9989022531781,60.82712850806889,125.89371761920276,284.57324946014995,Haskovo,6
25.769000000000002,41.923,MCF/LWAL+CDN/H:1,"Confined or reinforced masonry, low rise",165.8956,Com,Trade,221,1092.0,40035916.9392,8007183.387839999,12010775.08176,20017958.4696,3503.0041063603276,1791.1770776888004,163.34683298163526,338.0784293089416,764.2007799931257,Haskovo,6
25.769000000000002,41.923,MCF/LWAL+CDN/H:2,"Confined or reinforced masonry, low rise",24.7596,Com,Offices,248,1470.0,9026359.776,1805271.9552,2707907.9328,4513179.888,586.6901681091095,299.9899368985585,27.357655884011837,56.622054814378274,127.9898825323162,Haskovo,6
25.769000000000002,41.923,MCF/LWAL+CDN/H:2,"Confined or reinforced masonry, low rise",25.8362,Com,Trade,443,1092.0,12498416.7672,2499683.35344,3749525.0301599996,6249208.3836,1093.5681909070129,559.1698487837192,50.99363152608946,105.54135967262673,238.56827999414512,Haskovo,6
25.769000000000002,41.923,MCF/LWAL+CDN/HBET:3-5,"Confined or reinforced masonry, mid rise",6.294600000000001,Com,Hotels,1091,1533.0,10527737.383800002,2105547.4767600005,3158321.2151400005,5263868.691900001,656.1549254417488,335.50907340642755,30.596832250811467,63.3261680093086,143.14402455551587,Haskovo,6
25.769000000000002,41.923,MCF/LWAL+CDN/HBET:3-5,"Confined or reinforced masonry, mid rise",46.8852,Com,Offices,1242,1470.0,85600185.04800001,17120037.0096,25680055.5144,42800092.524000004,5563.791849900887,2844.9114314424214,259.4423958568034,536.9671152257846,1213.7736475083366,Haskovo,6
25.769000000000002,41.923,MCF/LWAL+CDN/H:1,"Confined or reinforced masonry, low rise",48.9528,Com,Trade,221,1092.0,11813877.1296,2362775.4259200003,3544163.1388800004,5906938.564800002,1033.6733428604246,528.5440557114492,48.20070481425304,99.76084799280243,225.50186950616828,Haskovo,6
25.769000000000002,41.923,MCF/LWAL+CDN/H:2,"Confined or reinforced masonry, low rise",0.6994,Com,Hotels,436,1533.0,467470.5672,93494.11344,140241.17015999998,233735.2836,29.135711120542048,14.897846624422286,1.3586127774064365,2.8119166159546336,6.356125339261117,Haskovo,6
25.769000000000002,41.923,MCF/LWAL+CDN/H:2,"Confined or reinforced masonry, low rise",16.3308,Com,Offices,248,1470.0,5953556.448,1190711.2896,1786066.9344,2976778.224,386.9658555613276,197.86570306075137,18.044411327752485,37.34646168607929,84.41885869152772,Haskovo,6
25.769000000000002,41.923,CR+PC/LWAL+CDL+LFC:0.0/H:1,"Concrete wall, low rise",58.4714,Com,Trade,221,1092.0,14111019.904800003,2822203.980960001,4233305.97144,7055509.952400002,1234.6653817499518,631.3165109886758,57.573064083691136,119.15879065806959,269.3494552434789,Haskovo,6
25.769000000000002,41.923,MCF/LWAL+CDN/H:2,"Confined or reinforced masonry, low rise",12.2382,Com,Trade,443,1092.0,5920302.6792,1184060.53584,1776090.8037599998,2960151.3396,518.0059851664798,264.8699283712354,24.154878091305537,49.99327563440213,113.00602736564771,Haskovo,6
25.769000000000002,41.923,MCF/LWAL+CDN/HBET:3-5,"Confined or reinforced masonry, mid rise",3.1473000000000004,Com,Hotels,1091,1533.0,5263868.691900001,1052773.7383800002,1579160.6075700002,2631934.3459500005,328.0774627208744,167.75453670321374,15.298416125405733,31.6630840046543,71.57201227775793,Haskovo,6
