LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,OCCUPANCY_TYPE,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_1,ID_1
1.5169,42.5031,CR/LFM+CDL/H:1,"Concrete frame, low rise, low/moderate code",10.3713341328,Com,Hotels,248,2268.0,5833502.081671218,1166700.416334244,1750050.6245013657,2916751.040835609,18.996053529879557,11.68226898401945,1.1738801239324372,2.5171670532443398,5.124438720398742,Andorra la Vella,1
1.5169,42.5031,CR/LFM+CDL/H:1,"Concrete frame, low rise, low/moderate code",150.85440000000003,Com,Trade,241,1911.0,69476144.77440001,13895228.954880005,20842843.43232,34738072.387200005,268.5048298647564,165.12617428954738,16.592524466322484,35.579575005378864,72.43275792041624,Andorra la Vella,1
1.5169,42.5031,CR/LFM+CDL/H:2,"Concrete frame, low rise, low/moderate code",5.185667066400001,Com,Hotels,496,2268.0,5833502.08167122,1166700.4163342442,1750050.624501366,2916751.04083561,18.996053529879557,11.68226898401945,1.1738801239324372,2.5171670532443398,5.124438720398742,Andorra la Vella,1
1.5169,42.5031,CR/LFM+CDL/H:2,"Concrete frame, low rise, low/moderate code",26.964000000000002,Com,Offices,132,2520.0,8969304.959999999,1793860.992,2690791.488,4484652.48,26.286655131773948,16.165872319558872,1.6244101405231033,3.4832446715113665,7.091175710531113,Andorra la Vella,1
1.5169,42.5031,CR/LFM+CDL/H:2,"Concrete frame, low rise, low/moderate code",16.7616,Com,Trade,482,1911.0,15439143.2832,3087828.6566400006,4631742.98496,7719571.641600002,59.66773996994584,36.694705397677176,3.687227659182773,7.906572223417523,16.096168426759153,Andorra la Vella,1
1.5169,42.5031,CR/LFM+CDL/HBET:3-5,"Concrete frame, mid rise, low/moderate code",36.2996694648,Com,Hotels,1240,2268.0,102086286.42924632,20417257.285849266,30625885.92877389,51043143.21462316,332.4309367728922,204.43970722034038,20.542902168817648,44.050423431775954,89.67767760697798,Andorra la Vella,1
1.5169,42.5031,CR/LFM+CDL/HBET:3-5,"Concrete frame, mid rise, low/moderate code",154.07999999999996,Com,Offices,396,2520.0,153759513.59999996,30751902.719999995,46127854.07999999,76879756.79999998,450.6283736875534,277.1292397638664,27.847030980396053,59.71276579733771,121.56301218053335,Andorra la Vella,1
1.5169,42.5031,MR/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",27.8729604819,Com,Hotels,248,2268.0,15677536.844491402,3135507.3688982804,4703261.05334742,7838768.422245701,51.051893861551314,31.396097894552273,3.154802833068425,6.764886455594166,13.771929061071624,Andorra la Vella,1
1.5169,42.5031,MR/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",41.73,Com,Offices,66,2520.0,6940533.6,1388106.72,2082160.08,3470266.8,20.340864090063175,12.509305961563413,1.2569840373095442,2.6953679005742717,5.487219299815744,Andorra la Vella,1
1.5169,42.5031,MR/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",406.4688,Com,Trade,241,1911.0,187199612.3088,37439922.46176,56159883.69263999,93599806.1544,723.4713471355931,444.92330294683563,44.70763536759112,95.86718820893743,195.16604217445482,Andorra la Vella,1
1.5169,42.5031,MR/LWAL+CDL/H:2,"Confined or reinforced masonry, low rise",14.044514971500002,Com,Hotels,496,2268.0,15799068.137859553,3159813.6275719106,4739720.441357866,7899534.0689297775,51.44764497675715,31.639478498386016,3.1792586689836844,6.817327435870088,13.878688201079928,Andorra la Vella,1
1.5169,42.5031,MR/LWAL+CDL/H:2,"Confined or reinforced masonry, low rise",82.818,Com,Offices,132,2520.0,27548579.52,5509715.904,8264573.856000001,13774289.76,80.73758361902,49.6523221243594,4.9892597173209605,10.698537205356342,21.78003968234557,Andorra la Vella,1
1.5169,42.5031,MR/LWAL+CDL/H:2,"Confined or reinforced masonry, low rise",45.396,Com,Trade,482,1911.0,41814346.392,8362869.2784,12544303.917599998,20907173.196,161.60012908526994,99.38149378537564,9.986241576953342,21.413633105089122,43.593789489139375,Andorra la Vella,1
1.5169,42.5031,MR/LWAL+CDL/HBET:3-5,"Confined or reinforced masonry, mid rise",97.8794658783,Com,Hotels,1240,2268.0,275268379.4788606,55053675.89577213,82580513.84365818,137634189.7394303,896.3762759411916,551.2570676834176,55.39246834806188,118.77882032496731,241.8094521188157,Andorra la Vella,1
1.5169,42.5031,MR/LWAL+CDL/HBET:3-5,"Confined or reinforced masonry, mid rise",290.184,Com,Offices,330,2520.0,241317014.40000004,48263402.88000001,72395104.32000001,120658507.20000002,707.2361975929658,434.93894574051257,43.704368066454926,93.71586854304392,190.7863941166705,Andorra la Vella,1
1.5169,42.5031,S/LFM+CDL/H:1,"Steel, low rise",32.1264,Com,Trade,241,1820.0,14091281.567999998,2818256.3136,4227384.470399999,7045640.783999999,57.18158413786475,35.16575933944062,3.5335931733834904,7.577131714108459,15.425494742310855,Andorra la Vella,1
1.5169,42.5031,S/LFM+CDL/H:2,"Steel, low rise",3.492,Com,Trade,482,1820.0,3063322.08,612664.4160000001,918996.6240000001,1531661.04,12.430779160405386,7.6447302911827455,0.7681724289964111,1.6472025465453175,3.3533684222414912,Andorra la Vella,1
1.5169,42.5031,S/LFM+CDL/HBET:3-5,"Steel, mid rise",11.2356119772,Com,Hotels,1240,2160.0,30093463.11973248,6018692.623946496,9028038.935919743,15046731.55986624,102.89528995351424,63.278956996772,6.358517337967367,13.634654871740176,27.757376402159853,Andorra la Vella,1
1.5169,42.5031,S/LFM+CDL/HBET:3-5,"Steel, mid rise",33.384,Com,Offices,396,2400.0,31728153.6,6345630.720000002,9518446.08,15864076.8,97.63614763230326,60.0446686155044,6.033523379085812,12.937765922756505,26.338652639115573,Andorra la Vella,1
1.5169,42.5031,S/LWAL+CDL/H:1,"Steel, low rise",12.5712,Com,Trade,241,1820.0,5513979.744,1102795.9488,1654193.9231999996,2756989.872,22.375402488729687,13.76051452412894,1.38271037219354,2.9649645837815712,6.036063160034684,Andorra la Vella,1
1.5169,42.5031,S/LWAL+CDL/H:2,"Steel, low rise",1.3968,Com,Trade,482,1820.0,1225328.832,245065.7664,367598.6496,612664.416,4.972311664162153,3.0578921164730986,0.3072689715985645,0.6588810186181271,1.3413473688965964,Andorra la Vella,1
1.5169,42.5031,S/LWAL+CDL/HBET:3-5,"Steel, mid rise",4.3213892220000005,Com,Hotels,1240,2160.0,11574408.8922048,2314881.77844096,3472322.66766144,5787204.4461024,39.575111520582404,24.33806038337385,2.445583591525911,5.244098027592376,10.675914000830712,Andorra la Vella,1
1.5169,42.5031,S/LWAL+CDL/HBET:3-5,"Steel, mid rise",12.84,Com,Offices,396,2400.0,12203136.0,2440627.2,3660940.8,6101568.0,37.55236447396279,23.09410331365553,2.320585915033005,4.9760638164448086,10.130251015044447,Andorra la Vella,1
1.5169,42.5031,W/LFM+CDL/H:1,"Wood, low rise",1.7285556888000002,Com,Hotels,248,2052.0,879655.0758075649,175931.015161513,263896.52274226944,439827.5379037825,3.1660089216465934,1.9470448306699084,0.19564668732207288,0.41952784220739,0.8540731200664572,Andorra la Vella,1
1.5169,42.5031,W/LFM+CDL/H:1,"Wood, low rise",26.5392,Com,Trade,241,1729.0,11058592.7088,2211718.5417600004,3317577.81264,5529296.3544000015,47.23696080954046,29.049975106494433,2.9190552301863626,6.259369676872207,12.742800004517667,Andorra la Vella,1
1.5169,42.5031,W/LFM+CDL/H:2,"Wood, low rise",7.130292216300001,Com,Hotels,496,2052.0,7257154.37541241,1451430.875082482,2177146.312623723,3628577.187706205,26.11957360358439,16.06311985302674,1.6140851704071009,3.4611046982109683,7.04610324054827,Andorra la Vella,1
1.5169,42.5031,W/LFM+CDL/H:2,"Wood, low rise",2.7936,Com,Trade,482,1729.0,2328124.7808000003,465624.95616000006,698437.4342400001,1164062.3904,9.944623328324306,6.115784232946197,0.614537943197129,1.3177620372362542,2.6826947377931933,Andorra la Vella,1
1.6319,42.5704,CR/LFM+CDL/H:1,"Concrete frame, low rise, low/moderate code",5.481427545599999,Com,Hotels,248,2268.0,3083105.6630083583,616621.1326016716,924931.6989025072,1541552.8315041792,28.83697705491943,17.734279497142573,1.7820098340858013,3.8211878295473736,7.779159053591917,Canillo,2
