LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,ID_1,NAME_1,ID_2,NAME_2
24.3195,54.318999999999996,CR+PC/LFM+CDN/H:1,"Concrete frame, low rise",3.562866919871128,Ind,2261.984570642202,1050.0,8462107.499999998,1269316.1249999998,2115526.8749999995,5077264.499999999,176.7462538343612,85.15749394804516,7.306601760385575,15.2698158537658,35.911303854065515,2,Alytaus,7,Alytaus
24.3195,54.318999999999996,CR/LFM+CDN/H:2,"Concrete frame, low rise, pre code",1.140117414358761,Ind,2261.984570642202,1050.0,2707874.399999999,406181.1599999999,676968.5999999997,1624724.6399999994,56.558801226995584,27.250398063374448,2.338112563323384,4.886341073205057,11.491617233300964,2,Alytaus,7,Alytaus
24.3195,54.318999999999996,CR/LWAL+CDN/H:2,"Concrete wall, low rise, pre code",1.4251467679484513,Ind,2261.984570642202,1050.0,3384842.9999999995,507726.4499999999,846210.7499999999,2030905.8,70.69850153374449,34.062997579218056,2.9226407041542304,6.10792634150632,14.364521541626205,2,Alytaus,7,Alytaus
24.3195,54.318999999999996,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",0.9976027375639158,Ind,2261.984570642202,950.0,2143733.9,321560.085,535933.475,1286240.34,49.48895107362115,23.844098305452647,2.045848492907962,4.2755484390544245,10.055165079138343,2,Alytaus,7,Alytaus
24.3195,54.318999999999996,S+SL/LFM+CDN/H:1,"Steel, low rise",2.8502935358969026,Ind,2261.984570642202,1000.0,6447319.999999999,967097.9999999999,1611829.9999999998,3868391.9999999986,141.39700306748898,68.12599515843611,5.845281408308461,12.21585268301264,28.72904308325241,2,Alytaus,7,Alytaus
24.3195,54.318999999999996,S/LFM+CDN/H:1,"Steel, low rise",3.562866919871128,Ind,2261.984570642202,1000.0,8059149.999999999,1208872.4999999998,2014787.5,4835489.999999999,176.7462538343612,85.15749394804516,7.306601760385575,15.2698158537658,35.911303854065515,2,Alytaus,7,Alytaus
24.3195,54.318999999999996,W/LWAL+CDN/H:1,"Wood, low rise",0.7125733839742256,Ind,2261.984570642202,950.0,1531238.4999999998,229685.775,382809.625,918743.1,35.349250766872245,17.031498789609028,1.4613203520771152,3.05396317075316,7.1822607708131025,2,Alytaus,7,Alytaus
24.1695999999999,54.343999999999994,CR+PC/LFM+CDN/H:1,"Concrete frame, low rise",4.064281701704937,Ind,2261.984570642202,1050.0,9653009.625,1447951.44375,2413252.40625,5791805.7749999985,201.62037523699414,97.14200732162284,8.334885502109719,17.418790698224868,40.965227840652474,2,Alytaus,7,Alytaus
24.1695999999999,54.343999999999994,CR/LFM+CDN/H:2,"Concrete frame, low rise, pre code",1.3005701445455802,Ind,2261.984570642202,1050.0,3088963.0800000005,463344.46200000006,772240.7700000001,1853377.848,64.51852007583814,31.085442342919308,2.6671633606751106,5.57401302343196,13.108872909008793,2,Alytaus,7,Alytaus
24.1695999999999,54.343999999999994,CR/LWAL+CDN/H:2,"Concrete wall, low rise, pre code",1.6257126806819748,Ind,2261.984570642202,1050.0,3861203.85,579180.5775,965300.9625,2316722.31,80.64815009479764,38.85680292864912,3.333954200843888,6.967516279289947,16.386091136260983,2,Alytaus,7,Alytaus
24.1695999999999,54.343999999999994,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",1.1379988764773823,Ind,2261.984570642202,950.0,2445429.105,366814.36575,611357.27625,1467257.4630000002,56.453705066358346,27.199762050054392,2.333767940590721,4.877261395502964,11.470263795382692,2,Alytaus,7,Alytaus
24.1695999999999,54.343999999999994,S+SL/LFM+CDN/H:1,"Steel, low rise",3.2514253613639497,Ind,2261.984570642202,1000.0,7354674.000000001,1103201.1,1838668.5,4412804.4,161.29630018959529,77.71360585729825,6.667908401687776,13.935032558579895,32.77218227252197,2,Alytaus,7,Alytaus
24.1695999999999,54.343999999999994,S/LFM+CDN/H:1,"Steel, low rise",4.064281701704937,Ind,2261.984570642202,1000.0,9193342.5,1379001.375,2298335.625,5516005.5,201.62037523699414,97.14200732162284,8.334885502109719,17.418790698224868,40.965227840652474,2,Alytaus,7,Alytaus
24.1695999999999,54.343999999999994,W/LWAL+CDN/H:1,"Wood, low rise",0.8128563403409874,Ind,2261.984570642202,950.0,1746735.075,262010.26125,436683.76875,1048041.045,40.32407504739882,19.42840146432456,1.6669771004219438,3.4837581396449737,8.193045568130492,2,Alytaus,7,Alytaus
24.103,54.3607,CR+PC/LFM+CDN/H:1,"Concrete frame, low rise",4.6528666183659775,Ind,2261.984570642202,1050.0,11050948.125,1657642.21875,2762737.03125,6630568.875,230.81882171924764,111.21000862667469,9.54193468046284,19.94136128361268,46.89776819691672,2,Alytaus,7,Alytaus
24.103,54.3607,CR/LFM+CDN/H:2,"Concrete frame, low rise, pre code",1.488917317877113,Ind,2261.984570642202,1050.0,3536303.4,530445.51,884075.85,2121782.04,73.86202295015926,35.58720276053591,3.053419097748109,6.381235610756058,15.00728582301336,2,Alytaus,7,Alytaus
