LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,OCCUPANCY_TYPE,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_1,ID_1
14.4698,35.9013,CR+PC/LWAL+CDN/H:1,"Concrete wall, low rise",338.04243594199994,Com,Trade,62.73,1890.0,40078209.79255273,8015641.958510548,12023462.93776582,20039104.896276366,1260.5864324538352,623.5944599248579,52.74356662708468,112.42666156482777,262.92156270559013,Centrali,MLT.1_1
14.4698,35.9013,CR+PC/LWAL+CDN/H:2,"Concrete wall, low rise",35.5078449862,Com,Hotels,333.76,2646.0,31358006.21450402,6271601.242900804,9407401.864351206,15679003.10725201,704.5060393418235,348.5092745778492,29.476884939081568,62.832075624739865,146.93941171389022,Centrali,MLT.1_1
14.4698,35.9013,CR+PC/LWAL+CDN/H:2,"Concrete wall, low rise",51.213746151,Com,Offices,196.26,2520.0,25329048.74538005,5065809.749076012,7598714.623614016,12664524.372690028,597.5090085233986,295.57934139040594,25.000075671123263,53.28943843416784,124.62295183189902,Centrali,MLT.1_1
14.4698,35.9013,CR+PC/LWAL+CDN/H:2,"Concrete wall, low rise",61.837030965,Com,Trade,125.46,1890.0,14662759.68020222,2932551.9360404443,4398827.9040606655,7331379.84010111,461.19015821481776,228.1443146066553,19.296426814787086,41.13170545054674,96.19081562399641,Centrali,MLT.1_1
14.4698,35.9013,CR+PC/LWAL+CDN/HBET:3-5,"Concrete wall, mid rise",75.91332376359999,Com,Hotels,834.4,2646.0,167603136.66372836,33520627.33274567,50280940.99911851,83801568.33186418,3765.46331372354,1862.7219848126424,157.54886777784975,335.8266110977477,785.3658212294133,Centrali,MLT.1_1
14.4698,35.9013,CR+PC/LWAL+CDN/HBET:3-5,"Concrete wall, mid rise",110.46102111,Com,Offices,490.66,2520.0,136580987.63693815,27316197.527387634,40974296.29108144,68290493.81846908,3221.92796604644,1593.842657811649,134.80707706336608,287.3508675798178,672.0002008182776,Centrali,MLT.1_1
14.4698,35.9013,CR/LFINF+CDN/H:1,"Concrete frame with infill panels, low rise, pre code",2778.5439246940005,Com,Trade,62.73,1890.0,329423334.1485433,65884666.82970866,98827000.24456298,164711667.07427165,10361.405554559577,5125.642268162858,433.52638910555,924.0923157889504,2161.0869910191195,Centrali,MLT.1_1
14.4698,35.9013,CR/LFINF+CDN/H:2,"Concrete frame with infill panels, low rise, pre code",71.0156899724,Com,Hotels,333.76,2646.0,62716012.42900804,12543202.485801607,18814803.72870241,31358006.21450402,1409.012078683647,697.0185491556986,58.953769878163136,125.66415124947973,293.87882342778045,Centrali,MLT.1_1
14.4698,35.9013,CR/LFINF+CDN/H:2,"Concrete frame with infill panels, low rise, pre code",217.909468917,Com,Offices,196.26,2520.0,107772619.17151904,21554523.83430381,32331785.75145571,53886309.58575952,2542.3422519525,1257.6611192493742,106.37287099281859,226.74133608263568,530.2584421082762,Centrali,MLT.1_1
14.4698,35.9013,CR/LFINF+CDN/H:2,"Concrete frame with infill panels, low rise, pre code",210.24590528099998,Com,Trade,125.46,1890.0,49853382.91268755,9970676.58253751,14956014.873806264,24926691.45634377,1568.0465379303805,775.6906696626281,65.60785117027609,139.84779853185893,327.04877312158783,Centrali,MLT.1_1
14.4698,35.9013,CR/LFINF+CDN/HBET:3-5,"Concrete frame with infill panels, mid rise, pre code",296.91904859150003,Com,Hotels,834.4,2646.0,655544526.4670023,131108905.29340044,196663357.94010064,327772263.23350114,14727.820218999332,7285.646472855902,616.2193618730415,1313.5153740516746,3071.7937362602065,Centrali,MLT.1_1
14.4698,35.9013,CR/LFINF+CDN/HBET:3-5,"Concrete frame with infill panels, mid rise, pre code",431.80217343,Com,Offices,490.66,2520.0,533907497.1262127,106781499.42524254,160172249.1378638,266953748.5631064,12594.8093218179,6230.475844172807,526.9731194295218,1123.2806641756515,2626.9098759259937,Centrali,MLT.1_1
14.4698,35.9013,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",30.610211195,Com,Hotels,166.88,2142.0,10941833.038722666,2188366.607744533,3282549.9116168,5470916.519361333,303.66639626802737,150.21951490424541,12.705553853052402,27.082791217560302,63.335953324952705,Centrali,MLT.1_1
14.4698,35.9013,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",99.414918999,Com,Offices,98.13,2040.0,19901395.44279861,3980279.0885597225,5970418.632839583,9950697.721399304,579.9352141550634,286.88583134951165,24.264779327854928,51.722102009633495,120.95757089566669,Centrali,MLT.1_1
14.4698,35.9013,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",676.0848718839999,Com,Trade,62.73,1530.0,64888530.14032347,12977706.028064694,19466559.04209704,32444265.07016173,2521.1728649076704,1247.1889198497158,105.48713325416936,224.8533231296555,525.8431254111804,Centrali,MLT.1_1
14.4698,35.9013,MUR+CL/LWAL+CDN/H:2,"Unreinforced masonry, low rise",10.4074718063,Com,Hotels,333.76,2142.0,7440446.466331412,1488089.2932662824,2232133.939899424,3720223.233165706,206.4931494622586,102.14927013488688,8.639776620075633,18.416298027941004,43.06844826096785,Centrali,MLT.1_1
