LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,OCCUPANCY_TYPE,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_1,ID_1
33.5619,34.9076,CR/LFINF+CDM+LFC:12.0/H:1,"Concrete frame with infill panels, low rise, low/moderate code",9.9792,Com,Offices,204.79,2100.0,4291644.7728,858328.9545600001,1287493.43184,2145822.3864,112.4472702310101,59.66418424276326,5.427998404956202,11.539619989281833,25.543934212333767,Larnaka,2
33.5619,34.9076,CR/LFINF+CDM+LFC:12.0/H:1,"Concrete frame with infill panels, low rise, low/moderate code",152.14079999999996,Com,Hotels,220.22,2205.0,73877305.58207998,14775461.116415994,22163191.674623992,36938652.79103999,1843.515944411419,978.1640295568657,88.98927991065581,189.1862150053608,418.7798414909608,Larnaka,2
33.5619,34.9076,S/LFINF+CDM/HBET:6-,"Steel, mid rise",21.384,Com,Offices,1023.95,2000.0,43792293.6,8758458.72,13137688.08,21896146.8,1204.7921810465368,639.2591168867492,58.157125767387896,123.63878559944824,273.68500941786186,Larnaka,2
33.5619,34.9076,S/LFINF+CDM/HBET:3-5,"Steel, mid rise",85.53599999999999,Com,Offices,614.37,2000.0,105101504.64,21020300.928,31530451.391999993,52550752.31999999,2891.5012345116884,1534.2218805281982,139.57710184173092,296.7330854386757,656.8440226028682,Larnaka,2
33.5619,34.9076,S/LFINF+CDM/HBET:3-5,"Steel, mid rise",29.715,Com,Hotels,1101.12,2100.0,68711539.67999999,13742307.936,20613461.903999995,34355769.84,1800.34123964663,955.2556607327828,86.9051721496023,184.75551886563625,408.9721172493405,Larnaka,2
33.5619,34.9076,S/LFBR+CDM/H:2,"Steel, low rise",571.0407,Com,Trade,440.45,1500.0,377272314.4725,75454462.8945,113181694.34175,188636157.23625,13839.108733103612,7342.989576458578,668.0345372100112,1420.2039359629255,3143.7426832105048,Larnaka,2
33.5619,34.9076,MUR/LWAL+CDN/H:2,"Unreinforced masonry, low rise",4.9548000000000005,Com,Trade,440.45,1275.0,2782485.6165000005,556497.1233000001,834745.6849500001,1391242.8082500002,120.07903456055195,63.713575500725184,5.796395116789684,12.322810724190244,27.277593780568374,Larnaka,2
33.5619,34.9076,MUR/LWAL+CDN/H:2,"Unreinforced masonry, low rise",26.7435,Com,Hotels,440.45,1785.0,21025826.616375,4205165.323275,6307747.9849125,10512913.3081875,648.1257892891988,343.89359941948095,31.28600403767355,66.51228881133079,147.23063075616176,Larnaka,2
33.5619,34.9076,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",43.35450000000001,Com,Trade,220.22,1275.0,12173098.187250005,2434619.6374500007,3651929.4561750013,6086549.093625003,525.3338487242404,278.74056413153573,25.358652878692165,53.91107289070335,119.33676330031041,Larnaka,2
33.5619,34.9076,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",62.40149999999999,Com,Hotels,220.22,1785.0,24529574.11905,4905914.823809999,7358872.235714999,12264787.059524998,756.1295865749962,401.20009024793325,36.49950933835493,77.59590849829254,171.76516936152692,Larnaka,2
33.5619,34.9076,CR/LFM+CDM+LFC:12.0/H:2,"Concrete frame, low rise, low/moderate code",6.1935,Com,Trade,440.45,1575.0,4296485.143125,859297.0286250002,1288945.5429375002,2148242.5715625,150.09879320068995,79.6419693759065,7.245493895987106,15.403513405237806,34.096992225710466,Larnaka,2
33.5619,34.9076,CR/LFM+CDM+LFC:12.0/H:1,"Concrete frame, low rise, low/moderate code",55.7415,Com,Trade,220.22,1575.0,19333744.17975,3866748.83595,5800123.253924998,9666872.089875,675.4292340740233,358.3807253119745,32.60398227260421,69.31423657376142,153.43298138611337,Larnaka,2
33.5619,34.9076,CR/LFINF+CDN/HBET:3-5,"Concrete frame with infill panels, mid rise, pre code",23.8788,Com,Offices,614.37,2100.0,30807878.5476,6161575.70952,9242363.56428,15403939.2738,807.2107613011793,428.30360831412185,38.96527426414988,82.83798635163028,183.36895630996742,Larnaka,2
33.5619,34.9076,CR/LFINF+CDN/HBET:3-5,"Concrete frame with infill panels, mid rise, pre code",33.28079999999999,Com,Hotels,1101.12,2205.0,80804770.66367997,16160954.132735996,24241431.19910399,40402385.33183999,2016.382188404225,1069.8863400207165,97.33379280755454,206.9261811295126,458.04877131926116,Larnaka,2
33.5619,34.9076,CR/LFINF+CDN/H:2,"Concrete frame with infill panels, low rise, pre code",11.148300000000004,Com,Trade,440.45,1575.0,7733673.257625002,1546734.651525001,2320101.977287501,3866836.6288125017,270.17782776124204,143.35554487663177,13.041889012776794,27.726324129428058,61.37458600627887,Larnaka,2
33.5619,34.9076,CR/LFINF+CDN/H:2,"Concrete frame with infill panels, low rise, pre code",22.4532,Com,Offices,409.58,2100.0,19312401.4776,3862480.2955199997,5793720.44328,9656200.7388,506.01271603954535,268.4888290924347,24.425992822302923,51.92828995176824,114.94770395550195,Larnaka,2
33.5619,34.9076,CR/LFINF+CDN/H:2,"Concrete frame with infill panels, low rise, pre code",19.0176,Com,Hotels,440.45,2205.0,18469745.7336,3693949.1467200005,5540923.72008,9234872.8668,460.8894501612079,244.54655958718638,22.247825093456743,47.29762759916856,104.69733742660391,Larnaka,2
