LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,OCCUPANCY_TYPE,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_2,ID_2,ID_1,NAME_1
29.7711,62.6949,CR/LFINF+CDL/H:3,"Concrete frame with infill panels, low rise, low/moderate code",98.11296,Com,Hotels,1022,3024.0,303220850.04288,60644170.00857601,90966255.01286401,151610425.02144,6844.922811171236,3715.054476071944,347.3113834388285,732.7421420130697,1598.3693338412804,North Karelia,1,1,Eastern Finland
29.7711,62.6949,CR/LFINF+CDL/H:3,"Concrete frame with infill panels, low rise, low/moderate code",129.94632,Com,Offices,556,3360.0,242760517.1712,48552103.434240006,72828155.15135999,121380258.5856,4932.079377990329,2676.8663540867387,250.25370763922928,527.9741653344869,1151.6980756868186,North Karelia,1,1,Eastern Finland
29.7711,62.6949,CR/LFINF+CDL/H:3,"Concrete frame with infill panels, low rise, low/moderate code",530.3601199999998,Com,Trade,609,2562.0,827498620.1109598,165499724.02219197,248249586.03328788,413749310.0554799,22048.519538339126,11966.745785355408,1118.7418813753272,2360.271968059665,5148.586544930135,North Karelia,1,1,Eastern Finland
29.7711,62.6949,CR/LWAL+CDL/HBET:3-5,"Concrete wall, mid rise, low/moderate code",5.16384,Com,Hotels,1022,3024.0,15958992.10752,3191798.421504,4787697.632255999,7979496.05376,360.25909532480193,195.5291829511549,18.27954649678045,38.56537589542472,84.12470178112004,North Karelia,1,1,Eastern Finland
29.7711,62.6949,CR/LWAL+CDL/HBET:3-5,"Concrete wall, mid rise, low/moderate code",6.8392800000000005,Com,Offices,556,3360.0,12776869.3248,2555373.8649600004,3833060.79744,6388434.662400002,259.58312515738567,140.88770284667046,13.171247770485751,27.788113964972982,60.615688194043074,North Karelia,1,1,Eastern Finland
29.7711,62.6949,CR/LWAL+CDL/HBET:6-,"Concrete wall, mid rise, low/moderate code",0.64548,Com,Hotels,1226,3024.0,2393068.0435200003,478613.6087040001,717920.413056,1196534.02176,54.02123909836194,29.31981143567955,2.7410376718508846,5.782919624240548,12.614589577256991,North Karelia,1,1,Eastern Finland
29.7711,62.6949,CR/LWAL+CDL/HBET:6-,"Concrete wall, mid rise, low/moderate code",0.8549100000000001,Com,Offices,668,3360.0,1918828.3968,383765.67936000007,575648.5190399999,959414.1984,38.984156386046244,21.15849494190105,1.978056095027986,4.173214956969864,9.103255331299632,North Karelia,1,1,Eastern Finland
29.7711,62.6949,MUR+CB/LWAL+CDN/H:1,"Unreinforced masonry, low rise",48.19584,Com,Hotels,204,2448.0,24068616.929279998,4813723.385856002,7220585.078783999,12034308.464639999,671.1676296462065,364.27354631996,34.05504552824851,71.84782358599676,156.72547181140175,North Karelia,1,1,Eastern Finland
29.7711,62.6949,MUR+CB/LWAL+CDN/H:1,"Unreinforced masonry, low rise",15.10341,Com,Offices,111,2720.0,4560021.5472,912004.30944,1368006.46416,2280010.7736,114.44300998957584,62.113485899802335,5.8068383268710795,12.251009776374106,26.723778001015834,North Karelia,1,1,Eastern Finland
29.7711,62.6949,MUR+CB/LWAL+CDN/H:1,"Unreinforced masonry, low rise",275.16592,Com,Trade,609,2074.0,347552717.91072005,69510543.58214399,104265815.37321602,173776358.95536003,11439.39925838516,6208.688189891512,580.4351183704629,1224.576251210873,2671.2331864909493,North Karelia,1,1,Eastern Finland
29.7711,62.6949,MUR+CB/LWAL+CDN/H:2,"Unreinforced masonry, low rise",11.40348,Com,Hotels,409,2448.0,11417529.08736,2283505.817472,3425258.726208,5708764.54368,318.3845568067405,172.80194466863117,16.154832412374013,34.08274842160477,74.34650850087,North Karelia,1,1,Eastern Finland
29.7711,62.6949,MUR+CB/LWAL+CDN/H:2,"Unreinforced masonry, low rise",63.83328,Com,Offices,223,2720.0,38718714.3168,7743742.863360001,11615614.295039998,19359357.1584,971.7248402174556,527.3997701286631,49.30531839263371,104.02217242043842,226.90908698057842,North Karelia,1,1,Eastern Finland
29.7711,62.6949,MUR+CB/LWAL+CDN/H:2,"Unreinforced masonry, low rise",31.067120000000003,Com,Trade,1219,2074.0,78544079.18672,15708815.837344,23563223.756016,39272039.59336,2585.2109187933825,1403.112885331433,131.17360201957624,276.74424364591283,603.6769103323073,North Karelia,1,1,Eastern Finland
29.7711,62.6949,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",12.04896,Com,Hotels,204,2448.0,6017154.2323199995,1203430.8464640002,1805146.2696959998,3008577.1161599997,167.79190741155162,91.06838657999,8.513761382062128,17.96195589649919,39.18136795285045,North Karelia,1,1,Eastern Finland
29.7711,62.6949,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",1.7098200000000001,Com,Offices,111,2720.0,516228.8544,103245.77088,154868.65631999998,258114.4272,12.955812451650095,7.0317153848832845,0.6573779237967259,1.3869067671366913,3.0253333586055664,North Karelia,1,1,Eastern Finland
29.7711,62.6949,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",62.13423999999999,Com,Trade,609,2074.0,78479645.97984,15695929.195967998,23543893.793952,39239822.98992,2583.090155119229,1401.9618493303412,131.06599447074967,276.51721801535837,603.1816872721497,North Karelia,1,1,Eastern Finland
29.7711,62.6949,MUR+CL/LWAL+CDN/H:2,"Unreinforced masonry, low rise",1.29096,Com,Hotels,409,2448.0,1292550.4627200002,258510.09254400004,387765.13881599996,646275.2313600001,36.043534732838545,19.56248430210919,1.828848952344228,3.858424349615634,8.416585868023018,North Karelia,1,1,Eastern Finland
29.7711,62.6949,MUR+CL/LWAL+CDN/H:2,"Unreinforced masonry, low rise",15.95832,Com,Offices,223,2720.0,9679678.5792,1935935.7158400002,2903903.57376,4839839.2896,242.931210054364,131.84994253216578,12.326329598158427,26.00554310510961,56.727271745144606,North Karelia,1,1,Eastern Finland
29.7711,62.6949,MUR+CL/LWAL+CDN/H:2,"Unreinforced masonry, low rise",15.533559999999998,Com,Trade,1219,2074.0,39272039.59335999,7854407.918671999,11781611.878007995,19636019.79668,1292.6054593966912,701.5564426657165,65.58680100978812,138.37212182295642,301.83845516615366,North Karelia,1,1,Eastern Finland
29.7711,62.6949,W/LPB+CDL/H:1,"Wood, low rise",24.09792,Com,Hotels,204,2736.0,13450109.46048,2690021.8920960003,4035032.838144,6725054.73024,335.58381482310324,182.13677315998,17.027522764124257,35.92391179299838,78.36273590570089,North Karelia,1,1,Eastern Finland
29.7711,62.6949,W/LPB+CDL/H:1,"Wood, low rise",3.4196400000000002,Com,Offices,111,3040.0,1153923.3216,230784.66432,346176.99648000003,576961.6608,25.911624903300194,14.063430769766569,1.3147558475934518,2.7738135342733825,6.050666717211133,North Karelia,1,1,Eastern Finland
29.7711,62.6949,W/LPB+CDL/H:1,"Wood, low rise",123.15894,Com,Trade,609,2318.0,173858795.55828,34771759.111656,52157638.66748399,86929397.77914,5120.053700325614,2778.8886656369264,259.7915247545216,548.0966285661566,1195.592272985868,North Karelia,1,1,Eastern Finland
29.7711,62.6949,W/LPB+CDL/H:2,"Wood, low rise",2.58192,Com,Hotels,409,2736.0,2889230.44608,577846.0892159999,866769.133824,1444615.22304,72.08706946567709,39.12496860421838,3.657697904688456,7.716848699231268,16.833171736046037,North Karelia,1,1,Eastern Finland
29.7711,62.6949,W/LPB+CDL/H:2,"Wood, low rise",31.91664,Com,Offices,223,3040.0,21636928.5888,4327385.717759999,6491078.5766400015,10818464.2944,485.862420108728,263.69988506433157,24.652659196316854,52.01108621021921,113.45454349028923,North Karelia,1,1,Eastern Finland
29.7711,62.6949,W/LPB+CDL/H:2,"Wood, low rise",13.31448,Com,Trade,1219,2318.0,37621953.89616,7524390.779232001,11286586.168848,18810976.94808,1107.9475366257352,601.3340937134714,56.21725800838982,118.60467584824836,258.7186758567032,North Karelia,1,1,Eastern Finland
29.7711,62.6949,W/LWAL+CDL/H:1,"Wood, low rise",8.176079999999999,Com,Hotels,204,2736.0,4563429.9955199985,912685.999104,1369028.9986559998,2281714.99776,113.85879431498141,61.7964051792789,5.777195223542156,12.188470072624446,26.5873568251485,North Karelia,1,1,Eastern Finland
29.7711,62.6949,W/LWAL+CDL/H:1,"Wood, low rise",1.4248500000000002,Com,Offices,111,3040.0,480801.3840000001,96160.27680000002,144240.41520000002,240400.69200000004,10.796510376375082,5.859762820736068,0.5478149364972716,1.155755639280576,2.5211111321713062,North Karelia,1,1,Eastern Finland
29.7711,62.6949,W/LWAL+CDL/H:1,"Wood, low rise",53.25792,Com,Trade,609,2318.0,75182181.86304,15036436.372607999,22554654.558912,37591090.93152,2214.0772758164817,1201.681585140292,112.34228097492829,237.01475829887852,517.0128748046997,North Karelia,1,1,Eastern Finland
29.7711,62.6949,W/LWAL+CDL/H:2,"Wood, low rise",2.36676,Com,Hotels,409,2736.0,2648461.24224,529692.2484479999,794538.3726719999,1324230.6211199998,66.07981367687067,35.86455455386685,3.352889745964418,7.073777974295329,15.430407424708864,North Karelia,1,1,Eastern Finland
29.7711,62.6949,W/LWAL+CDL/H:2,"Wood, low rise",13.963530000000002,Com,Offices,223,3040.0,9466156.257600002,1893231.2515200004,2839846.8772800006,4733078.128800001,212.5648087975685,115.36869971564508,10.785538398388626,22.75485021697091,49.636362777001544,North Karelia,1,1,Eastern Finland
29.7711,62.6949,W/LWAL+CDL/H:2,"Wood, low rise",5.5477,Com,Trade,1219,2318.0,15675814.1234,3135162.82468,4702744.23702,7837907.061699999,461.64480692738965,250.555872380613,23.42385750349575,49.418614936770155,107.79944827362631,North Karelia,1,1,Eastern Finland
29.7711,62.6949,W/LWAL+CDL/HBET:3-5,"Wood, mid rise",1.0758,Com,Hotels,1022,2736.0,3008143.3536,601628.6707199999,902443.00608,1504071.6768,75.05397819266709,40.73524644815729,3.808238853495928,8.03445331154682,17.525979537733345,North Karelia,1,1,Eastern Finland
