LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,ID_1,NAME_1,ID_2,NAME_2,NAME_3,ID_3
19.7849,41.7642999999999,CR+PC/LFM+CDM/H:1,"Concrete frame, low rise",6.807092258999997,Ind,315,525.0,1125722.8823321247,168858.4323498187,281430.7205830312,675433.7293992748,261.12108493963433,83.11405797303078,3.74134290501508,7.928680623107054,31.594693833717642,9,Lezhe,28,Mirdites,Rubik,49s285
19.7849,41.7642999999999,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",11.345153765,Ind,315,525.0,1876204.8038868746,281430.7205830312,469051.20097171864,1125722.8823321247,435.201808232724,138.52342995505134,6.2355715083584675,13.21446770517843,52.6578230561961,9,Lezhe,28,Mirdites,Rubik,49s285
19.7849,41.7642999999999,CR/LFINF+CDM/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",4.0842553554,Ind,315,525.0,675433.7293992749,101315.05940989123,168858.43234981873,405260.2376395649,156.67265096378063,49.86843478381849,2.2448057430090484,4.757208373864235,18.95681630023059,9,Lezhe,28,Mirdites,Rubik,49s285
19.7849,41.7642999999999,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",6.807092258999997,Ind,315,525.0,1125722.8823321247,168858.4323498187,281430.7205830312,675433.7293992748,261.12108493963433,83.11405797303078,3.74134290501508,7.928680623107054,31.594693833717642,9,Lezhe,28,Mirdites,Rubik,49s285
19.7849,41.7642999999999,S+SL/LFM+CDM/H:1,"Steel, low rise",7.260898409599999,Ind,315,500.0,1143591.499512,171538.7249268,285897.874878,686154.8997072,278.5291572689433,88.65499517123286,3.9907657653494195,8.457259331314196,33.70100675596549,9,Lezhe,28,Mirdites,Rubik,49s285
19.7849,41.7642999999999,S/LFM+CDM/H:1,"Steel, low rise",9.076123012,Ind,315,500.0,1429489.37439,214423.4061585,357372.3435975,857693.624634,348.1614465861792,110.81874396404108,4.988457206686776,10.571574164142744,42.12625844495687,9,Lezhe,28,Mirdites,Rubik,49s285
19.7682,41.7059,CR+PC/LFM+CDM/H:1,"Concrete frame, low rise",0.29351826495,Ind,315,525.0,48540.58306610625,7281.087459915938,12135.145766526564,29124.34983966375,11.25940487908158,3.5838347947970295,0.16132475310748087,0.3418805697484331,1.3623467058843148,9,Lezhe,28,Mirdites,Rubik,49s285
19.7682,41.7059,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",0.48919710825,Ind,315,525.0,80900.97177684375,12135.145766526564,20225.24294421094,48540.58306610625,18.765674798469306,5.973057991328383,0.2688745885124681,0.5698009495807219,2.2705778431405244,9,Lezhe,28,Mirdites,Rubik,49s285
19.7682,41.7059,CR/LFINF+CDM/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",0.17611095897,Ind,315,525.0,29124.34983966375,4368.652475949561,7281.087459915938,17474.60990379825,6.75564292744895,2.150300876878218,0.09679485186448854,0.2051283418490599,0.8174080235305888,9,Lezhe,28,Mirdites,Rubik,49s285
19.7682,41.7059,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",0.29351826495,Ind,315,525.0,48540.58306610625,7281.087459915938,12135.145766526564,29124.34983966375,11.25940487908158,3.5838347947970295,0.16132475310748087,0.3418805697484331,1.3623467058843148,9,Lezhe,28,Mirdites,Rubik,49s285
