LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,ID_1,NAME_1,ID_2,NAME_2
22.1157,44.04169999999989,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",12.1835420496,Ind,1538.8232825320779,1050.0,19685734.078114726,2952860.1117172088,4921433.519528681,11811440.446868835,468.77868140984384,171.4185348204783,10.66213671932619,20.920654993958507,67.66710884458764,2,Borski,8,Bor
22.1157,44.04169999999989,CR/LFINF+CDL/H:1,"Concrete frame with infill panels, low rise, low/moderate code",1.7000291232,Ind,1538.8232825320779,1050.0,2746846.615550892,412026.99233263376,686711.653887723,1648107.969330535,65.41097880137355,23.918865323787664,1.4877400073478404,2.9191611619476983,9.441922164361069,2,Borski,8,Bor
22.1157,44.04169999999989,CR/LFM+CDL/H:2,"Concrete frame, low rise, low/moderate code",1.9833673104,Ind,1538.8232825320779,1050.0,3204654.3848093743,480698.1577214061,801163.5962023436,1922792.6308856248,76.31280860160247,27.905342877752272,1.7356966752391472,3.4056880222723147,11.015575858421245,2,Borski,8,Bor
22.1157,44.04169999999989,CR/LWAL+CDL/H:2,"Concrete wall, low rise, low/moderate code",3.966734620800002,Ind,1538.8232825320779,1050.0,6409308.76961875,961396.3154428124,1602327.1924046874,3845585.2617712496,152.625617203205,55.81068575550457,3.471393350478296,6.811376044544632,22.031151716842494,2,Borski,8,Bor
22.1157,44.04169999999989,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",1.1333527488,Ind,1538.8232825320779,1050.0,1831231.0770339281,274684.66155508923,457807.76925848203,1098738.646220357,43.6073192009157,15.945910215858444,0.9918266715652271,1.9461074412984656,6.294614776240711,2,Borski,8,Bor
22.1157,44.04169999999989,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",0.2833381872,Ind,1538.8232825320779,950.0,414207.0293291027,62131.054399365414,103551.75733227568,248524.21759746165,10.901829800228924,3.9864775539646105,0.24795666789130674,0.4865268603246164,1.5736536940601775,2,Borski,8,Bor
22.1157,44.04169999999989,S+SR/LFM+CDL/HBET:3-5,"Steel, mid rise",0.2833381872,Ind,1538.8232825320779,1000.0,436007.39929379243,65401.109894068846,109001.84982344811,261604.43957627538,10.901829800228924,3.9864775539646105,0.24795666789130674,0.4865268603246164,1.5736536940601775,2,Borski,8,Bor
22.1157,44.04169999999989,S/LFBR+CDM/H:1,"Steel, low rise",3.1167200592,Ind,1538.8232825320779,1000.0,4796081.392231717,719412.2088347573,1199020.3480579292,2877648.83533903,119.92012780251815,43.851253093610715,2.727523346804374,5.35179546357078,17.310190634661957,2,Borski,8,Bor
22.1157,44.04169999999989,S/LFBR+CDM/HBET:3-5,"Steel, mid rise",1.4166909360000002,Ind,1538.8232825320779,1000.0,2180036.9964689617,327005.5494703443,545009.2491172404,1308022.1978813773,54.50914900114463,19.932387769823045,1.239783339456534,2.4326343016230823,7.868268470300889,2,Borski,8,Bor
22.1157,44.04169999999989,S/LFINF+CDL/H:1,"Steel, low rise",0.5666763744,Ind,1538.8232825320779,1000.0,872014.7985875849,130802.21978813769,218003.69964689622,523208.87915255077,21.80365960045785,7.972955107929222,0.4959133357826135,0.9730537206492328,3.1473073881203555,2,Borski,8,Bor
22.1157,44.04169999999989,S/LFM+CDL/H:1,"Steel, low rise",1.7000291232,Ind,1538.8232825320779,1000.0,2616044.3957627546,392406.6593644132,654011.0989406887,1569626.6374576527,65.41097880137355,23.918865323787664,1.4877400073478404,2.9191611619476983,9.441922164361069,2,Borski,8,Bor
22.1073999999999,44.07509999999989,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",13.686898559500001,Ind,1538.8232825320779,1050.0,22114804.07746403,3317220.6116196043,5528701.019366007,13268882.446478415,526.6224085895734,192.57027946015359,11.977763372165553,23.502104850535478,76.01671589428487,2,Borski,8,Bor
22.1073999999999,44.07509999999989,CR/LFINF+CDL/H:1,"Concrete frame with infill panels, low rise, low/moderate code",1.909799799,Ind,1538.8232825320779,1050.0,3085786.615460097,462867.9923190145,771446.6538650242,1851471.969276058,73.48219654738233,26.87027155257957,1.6713158193719375,3.2793634675165784,10.606983613156029,2,Borski,8,Bor
22.1073999999999,44.07509999999989,CR/LFM+CDL/H:2,"Concrete frame, low rise, low/moderate code",2.2280997655,Ind,1538.8232825320779,1050.0,3600084.384703446,540012.657705517,900021.0961758617,2160050.630822068,85.72922930527939,31.348650144676167,1.9498684559339268,3.825924045436008,12.3748142153487,2,Borski,8,Bor
22.1073999999999,44.07509999999989,CR/LWAL+CDL/H:2,"Concrete wall, low rise, low/moderate code",4.456199531,Ind,1538.8232825320779,1050.0,7200168.769406892,1080025.315411034,1800042.192351723,4320101.261644136,171.45845861055878,62.697300289352334,3.8997369118678535,7.651848090872017,24.7496284306974,2,Borski,8,Bor
22.1073999999999,44.07509999999989,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",1.273199866,Ind,1538.8232825320779,1050.0,2057191.0769733975,308578.66154600965,514297.7692433494,1234314.6461840386,48.98813103158823,17.913514368386377,1.1142105462479583,2.186242311677719,7.071322408770686,2,Borski,8,Bor
