LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_2,ID_2,NAME_1,ID_1
32.4899,34.7496,CR+PC/LFM+CDN/H:1,"Concrete frame, low rise",5.582147565400001,Ind,2243.54980175436,1312.5,16437521.708628235,2465628.256294236,4109380.4271570593,9862513.025176942,2.0615387723885723,1.0938462880130593,0.09951356885135497,0.21156026266944625,0.4683067065112868,Agia Varvara Pafou,CY000_6106,Paphos,5
32.4899,34.7496,CR/LFINF+CDM/H:1,"Concrete frame with infill panels, low rise, low/moderate code",31.897986088000003,Ind,2243.54980175436,1312.5,93928695.47787564,14089304.321681347,23482173.86946891,56357217.28672539,11.780221556506126,6.250550217217483,0.5686489648648855,1.2089157866825502,2.67603832292164,Agia Varvara Pafou,CY000_6106,Paphos,5
32.4899,34.7496,CR/LFINF+CDM/H:1,"Concrete frame with infill panels, low rise, low/moderate code",31.897986088000003,Ind,2243.54980175436,1312.5,93928695.47787564,14089304.321681347,23482173.86946891,56357217.28672539,11.780221556506126,6.250550217217483,0.5686489648648855,1.2089157866825502,2.67603832292164,Agia Varvara Pafou,CY000_6106,Paphos,5
32.4899,34.7496,CR/LFINF+CDM/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",3.987248261,Ind,2243.54980175436,1312.5,11741086.934734454,1761163.0402101683,2935271.7336836136,7044652.160840672,1.4725276945632657,0.7813187771521852,0.07108112060811067,0.15111447333531874,0.3345047903652049,Agia Varvara Pafou,CY000_6106,Paphos,5
32.4899,34.7496,CR/LFINF+CDM/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",3.987248261,Ind,2243.54980175436,1312.5,11741086.934734454,1761163.0402101683,2935271.7336836136,7044652.160840672,1.4725276945632657,0.7813187771521852,0.07108112060811067,0.15111447333531874,0.3345047903652049,Agia Varvara Pafou,CY000_6106,Paphos,5
32.4899,34.7496,S+SL/LFM+CDM/H:1,"Steel, low rise",38.2775833056,Ind,2243.54980175436,1250.0,107347080.54614356,16102062.081921533,26836770.13653589,64408248.32768613,14.136265867807348,7.500660260660975,0.6823787578378624,1.4506989440190594,3.2112459875059653,Agia Varvara Pafou,CY000_6106,Paphos,5
32.4899,34.7496,S+SL/LFM+CDM/H:1,"Steel, low rise",38.2775833056,Ind,2243.54980175436,1250.0,107347080.54614356,16102062.081921533,26836770.13653589,64408248.32768613,14.136265867807348,7.500660260660975,0.6823787578378624,1.4506989440190594,3.2112459875059653,Agia Varvara Pafou,CY000_6106,Paphos,5
32.4649,34.7579,CR+PC/LFM+CDN/H:1,"Concrete frame, low rise",2.3058271418,Ind,2243.54980175436,1312.5,6789874.910260592,1018481.2365390884,1697468.7275651474,4073924.9461563537,220.38332567541482,116.93473145339807,10.638233705340788,22.616287839125253,50.063084332621365,Geroskipou Municipality,CY000_6010,Paphos,5
32.4649,34.7579,CR/LFINF+CDM/H:1,"Concrete frame with infill panels, low rise, low/moderate code",13.176155095999999,Ind,2243.54980175436,1312.5,38799285.20148908,5819892.780223362,9699821.30037227,23279571.12089345,1259.3332895737985,668.1984654479887,60.78990688766161,129.23593050928713,286.0747676149792,Geroskipou Municipality,CY000_6010,Paphos,5
32.4649,34.7579,CR/LFINF+CDM/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",1.6470193869999998,Ind,2243.54980175436,1312.5,4849910.650186135,727486.5975279203,1212477.662546534,2909946.390111681,157.41666119672482,83.52480818099859,7.598738360957701,16.15449131366089,35.7593459518724,Geroskipou Municipality,CY000_6010,Paphos,5
