LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,ID_1,NAME_1
22.1851999999999,41.9844,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",11.010159052669652,Ind,850.3916183138333,656.25,6143965.804793183,921594.8707189773,1535991.4511982957,3686379.482875909,613.8804091282957,312.4154039331632,28.93494614405765,58.03164977592061,133.12733328438048,61,Probishtip
22.1851999999999,41.9844,CR+PC/LFM+CDL/HBET:3-5,"Concrete frame, mid rise",2.20203181053393,Ind,850.3916183138333,656.25,1228793.1609586363,184318.97414379547,307198.2902396591,737275.8965751817,122.77608182565912,62.48308078663261,5.78698922881153,11.606329955184119,26.62546665687609,61,Probishtip
22.1851999999999,41.9844,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",5.505079526334826,Ind,850.3916183138333,656.25,3071982.902396592,460797.43535948865,767995.7255991478,1843189.7414379546,306.9402045641478,156.20770196658157,14.467473072028827,29.015824887960306,66.56366664219024,61,Probishtip
22.1851999999999,41.9844,CR/LFINF+CDN/H:1,"Concrete frame with infill panels, low rise, pre code",22.020318105339303,Ind,850.3916183138333,656.25,12287931.609586366,1843189.7414379546,3071982.902396592,7372758.965751818,1227.7608182565914,624.8308078663263,57.86989228811531,116.06329955184124,266.25466656876097,61,Probishtip
22.1851999999999,41.9844,CR/LFM+CDL/H:2,"Concrete frame, low rise, low/moderate code",12.111174957936615,Ind,850.3916183138333,656.25,6758362.3852725,1013754.357790875,1689590.596318125,4055017.4311635,675.2684500411252,343.6569443264794,31.82844075846341,63.83481475351267,146.44006661281853,61,Probishtip
22.1851999999999,41.9844,CR/LFM+CDL/HBET:3-5,"Concrete frame, mid rise, low/moderate code",2.20203181053393,Ind,850.3916183138333,656.25,1228793.1609586363,184318.97414379547,307198.2902396591,737275.8965751817,122.77608182565912,62.48308078663261,5.78698922881153,11.606329955184119,26.62546665687609,61,Probishtip
22.1851999999999,41.9844,CR/LFM+CDN/H:1,"Concrete frame, low rise, pre code",12.111174957936615,Ind,850.3916183138333,656.25,6758362.3852725,1013754.357790875,1689590.596318125,4055017.4311635,675.2684500411252,343.6569443264794,31.82844075846341,63.83481475351267,146.44006661281853,61,Probishtip
22.1851999999999,41.9844,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",14.313206768470545,Ind,850.3916183138333,656.25,7987155.546231138,1198073.3319346705,1996788.8865577842,4792293.327738682,798.0445318667844,406.14002511311213,37.61542998727495,75.4411447086968,173.06553326969458,61,Probishtip
22.1851999999999,41.9844,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",2.20203181053393,Ind,850.3916183138333,593.75,1111943.5827144743,166791.53740717118,277985.89567861863,667166.1496286847,122.77608182565912,62.48308078663261,5.78698922881153,11.606329955184119,26.62546665687609,61,Probishtip
22.1851999999999,41.9844,S/LFBR+CDM/H:1,"Steel, low rise",17.61625448427144,Ind,850.3916183138333,625.0,9362946.974692443,1404442.0462038664,2340736.743673111,5617768.1848154655,982.208654605273,499.86464629306084,46.29591383049224,92.85063964147295,213.0037332550087,61,Probishtip
22.1851999999999,41.9844,S/LFBR+CDM/HBET:3-5,"Steel, mid rise",4.40406362106786,Ind,850.3916183138333,625.0,2340736.743673111,351110.5115509666,585184.1859182777,1404442.0462038664,245.55216365131824,124.96616157326521,11.57397845762306,23.212659910368238,53.25093331375218,61,Probishtip
22.1851999999999,41.9844,S/LFM+CDL/H:1,"Steel, low rise",4.40406362106786,Ind,850.3916183138333,625.0,2340736.743673111,351110.5115509666,585184.1859182777,1404442.0462038664,245.55216365131824,124.96616157326521,11.57397845762306,23.212659910368238,53.25093331375218,61,Probishtip
22.1935,41.7511,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",10.107529039162193,Ind,850.3916183138333,656.25,5640273.9043546375,846041.0856531956,1410068.4760886594,3384164.3426127825,237.7896551098648,121.01567348885729,11.208096498775921,22.478850571673288,51.5675401864355,1,Shtip
22.1935,41.7511,CR+PC/LFM+CDL/HBET:3-5,"Concrete frame, mid rise",2.0215058078324386,Ind,850.3916183138333,656.25,1128054.7808709277,169208.21713063912,282013.69521773193,676832.8685225565,47.55793102197296,24.203134697771453,2.2416192997551847,4.495770114334659,10.3135080372871,1,Shtip
22.1935,41.7511,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",5.0537645195810965,Ind,850.3916183138333,656.25,2820136.9521773187,423020.5428265978,705034.2380443297,1692082.1713063912,118.8948275549324,60.507836744428644,5.604048249387961,11.239425285836646,25.78377009321775,1,Shtip
22.1935,41.7511,CR/LFINF+CDN/H:1,"Concrete frame with infill panels, low rise, pre code",20.215058078324386,Ind,850.3916183138333,656.25,11280547.808709275,1692082.1713063912,2820136.9521773187,6768328.685225565,475.5793102197296,242.03134697771458,22.416192997551843,44.957701143346576,103.135080372871,1,Shtip
