LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,DWELLINGS,OCCUPANCY,OCCUPANCY_TYPE,SETTLEMENT_TYPE,AREA_PER_DWELLING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,ID_1,NAME_1
21.6665,56.816,CR/LFINF+CDN/H:3,"Concrete frame with infill panels, low rise, pre code",10094.381,30283.143,Res,ALL,RURAL,57.0,840.0,1449956886.84,434987066.052,724978443.42,289991377.368,55561.72403985039,11806.532988123967,52739.63295241831,28117.39938243457,30887.85510765895,1,Kurzeme
21.6665,56.816,CR/LFINF+CDN/H:3,"Concrete frame with infill panels, low rise, pre code",16625.053,49875.15900000001,Res,ALL,URBAN,57.0,984.375,2798535071.6172,839560521.48516,1399267535.8086,559707014.3234401,91507.99904757773,19444.90074961599,86860.12475995318,46308.26347402005,50871.096327863066,1,Kurzeme
21.6665,56.816,CR/LWAL+CDN/HBET:4-10,"Concrete wall, mid rise, pre code",777.1626,9325.9512,Res,ALL,RURAL,57.0,840.0,446526543.456,133957963.03679998,223263271.728,89305308.6912,17110.705021057805,3635.9221527446575,16241.618091628236,8658.992050841449,9512.177431738117,1,Kurzeme
21.6665,56.816,CR/LWAL+CDN/HBET:4-10,"Concrete wall, mid rise, pre code",1279.9565,15359.478000000001,Res,ALL,URBAN,57.0,984.375,861832598.1623999,258549779.44871995,430916299.0812,172366519.63248,28180.66400941782,5988.22201801723,26749.311723051465,14261.022286613952,15666.18534256088,1,Kurzeme
21.6665,56.816,MUR+CB/LWAL+CDN/HBET:1-2,"Unreinforced masonry, low rise",1746.4327,1746.4327,Res,ALL,RURAL,73.0,760.0,96892086.196,29067625.8588,48446043.09800001,19378417.239200003,3204.251676636432,680.8842557751819,3041.5013254767146,1621.5339907236025,1781.3065239918328,1,Kurzeme
21.6665,56.816,MUR+CB/LWAL+CDN/HBET:1-2,"Unreinforced masonry, low rise",2876.3068,2876.3068,Res,ALL,URBAN,60.0,890.625,153698330.1648,46109499.049440004,76849165.0824,30739666.03296,5277.27801158371,1121.3899137934688,5009.234506819351,2670.603478708017,2933.742633106945,1,Kurzeme
21.6665,56.816,MUR+CB/LWAL+CDN/HBET:1-4,"Unreinforced masonry, low rise",550.1263,2200.5052,Res,ALL,RURAL,60.0,760.0,100343037.12,30102911.136,50171518.56,20068607.424,4037.3571088924223,857.9141614969866,3832.291666617559,2043.1328264547726,2244.4462181897725,1,Kurzeme
21.6665,56.816,MUR+CB/LWAL+CDN/HBET:1-4,"Unreinforced masonry, low rise",906.0366,3624.1464,Res,ALL,URBAN,57.0,890.625,183976892.67888,55193067.803664,91988446.33944,36795378.535776,6649.369986358987,1412.9512258813668,6311.635186011841,3364.9602271868707,3696.5155463600263,1,Kurzeme
21.6665,56.816,MUR+CL/LWAL+CDN/HBET:1-4,"Unreinforced masonry, low rise",288.1614,664.373397384,Res,ALL,RURAL,60.0,760.0,30295426.9207104,9088628.07621312,15147713.4603552,6059085.38414208,1218.9531108071471,259.0202223278539,1157.0400444030306,616.8597543957324,677.6400070422055,1,Kurzeme
21.6665,56.816,MUR+CL/LWAL+CDN/HBET:1-4,"Unreinforced masonry, low rise",474.5906,1094.1971037360001,Res,ALL,URBAN,57.0,890.625,55546040.61347506,16663812.184042515,27773020.30673753,11109208.122695012,2007.5682871815243,426.59621561635083,1905.5998787390006,1015.9439847062207,1116.046693020524,1,Kurzeme
21.6665,56.816,MUR+CL/LWAL+CDN/HBET:1-4,"Unreinforced masonry, low rise",1597.9859,3684.252371604,Res,ALL,RURAL,60.0,760.0,168001908.14514238,50400572.44354271,84000954.07257119,33600381.62902848,6759.648876743929,1436.384828414824,6416.3127909963505,3420.767631618401,3757.821750343192,1,Kurzeme
21.6665,56.816,MUR+CL/LWAL+CDN/HBET:1-4,"Unreinforced masonry, low rise",2631.8207,6067.820533091999,Res,ALL,URBAN,57.0,890.625,308028055.10598886,92408416.53179668,154014027.55299446,61605611.02119779,11132.879106471728,2365.670012850604,10567.417910895818,5633.8714019837635,6188.986441910062,1,Kurzeme
21.6665,56.816,W/LPB+CDL/HBET:1-3,"Wood, low rise",1859.9508,3719.9016,Res,ALL,RURAL,73.0,760.0,206380140.768,61914042.2304,103190070.384,41276028.15360001,6825.055977663808,1450.2834449176935,6478.397734446308,3453.8673528886143,3794.1828440842055,1,Kurzeme
21.6665,56.816,W/LPB+CDL/HBET:1-3,"Wood, low rise",3063.2667,6126.5334,Res,ALL,URBAN,60.0,890.625,327377438.76240003,98213231.62872,163688719.38120002,65475487.75248001,11240.602010555058,2388.560483630887,10669.669353234947,5688.385331655461,6248.871722840432,1,Kurzeme
21.6665,56.816,W/LWAL+CDL/HBET:1-3,"Wood, low rise",785.8947,1571.7894,Res,ALL,RURAL,60.0,760.0,71673596.64,21502078.992,35836798.32,14334719.328000002,2883.826453930559,612.7958185015202,2737.3511406825187,1459.3805637967369,1603.175840993592,1,Kurzeme
