LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3
-8.4603,40.5835999999999,S/LFM+CDM/H:1,"Steel, low rise",12.097832402000005,Ind,586.4194207994318,1325.0,9400085.127895007,1410012.7691842509,2350021.2819737517,5640051.076737003,95.11529543534012,51.30628418371996,4.867192340369507,10.148278888825898,22.10725180430512,2,Aveiro,15,Agueda,93,Agueda
-8.5604,40.5668999999999,CR+PC/LFM+CDL/H:2,"Concrete frame, low rise",8.8089993648,Ind,586.4194207994318,1391.25,7186616.866373117,1077992.5299559676,1796654.216593279,4311970.11982387,88.18072292147222,47.56569602215571,4.512339862976116,9.40839814174502,20.49547800895895,2,Aveiro,20,Aveiro,166,Nossa Senhora De Fatima
-8.5604,40.5668999999999,CR/LFM+CDM/H:1,"Concrete frame, low rise, low/moderate code",27.8951646552,Ind,586.4194207994318,1391.25,22757620.076848205,3413643.0115272305,5689405.019212051,13654572.046108922,279.2389559179953,150.62470407015977,14.289076232757699,29.793260782192554,64.90234702837,2,Aveiro,20,Aveiro,166,Nossa Senhora De Fatima
-8.5604,40.5668999999999,S+SL/LFM+CDL/H:1,"Steel, low rise",3.670416402,Ind,586.4194207994318,1325.0,2851934.585233485,427790.18778502283,712983.6463083712,1711160.7511400909,36.74196788394676,19.819040009231546,1.8801416095733816,3.9201658923937583,8.539782503732898,2,Aveiro,20,Aveiro,166,Nossa Senhora De Fatima
-8.5604,40.5668999999999,S/LFBR+CDH/H:2,"Steel, low rise",18.35208201,Ind,586.4194207994318,1325.0,14259672.926167427,2138950.938925114,3564918.2315418567,8555803.755700456,183.70983941973373,99.09520004615773,9.400708047866909,19.600829461968786,42.69891251866447,2,Aveiro,20,Aveiro,166,Nossa Senhora De Fatima
-8.5604,40.5668999999999,S/LFM+CDM/H:1,"Steel, low rise",14.681665608,Ind,586.4194207994318,1325.0,11407738.34093394,1711160.7511400909,2851934.585233485,6844643.0045603635,146.96787153578703,79.27616003692619,7.5205664382935264,15.680663569575033,34.15913001493159,2,Aveiro,20,Aveiro,166,Nossa Senhora De Fatima
-8.452,40.3335999999999,CR+PC/LFM+CDL/H:2,"Concrete frame, low rise",11.525693788799998,Ind,586.4194207994318,1391.25,9402968.708367314,1410445.3062550968,2350742.1770918285,5641781.225020387,71.98375042112521,38.82886279028478,3.683516484674609,7.680270259306744,16.73088317808871,2,Aveiro,24,Mealhada,196,Casal Comba
-8.452,40.3335999999999,CR/LFM+CDM/H:1,"Concrete frame, low rise, low/moderate code",36.4980303312,Ind,586.4194207994318,1391.25,29776067.576496497,4466410.136474473,7444016.894124124,17865640.545897894,227.94854300022985,122.95806550256849,11.664468868136261,24.320855821138025,52.98113006394758,2,Aveiro,24,Mealhada,196,Casal Comba
-8.452,40.3335999999999,S+SL/LFM+CDL/H:1,"Steel, low rise",4.802372412,Ind,586.4194207994318,1325.0,3731470.894008377,559720.6341012565,932867.7235020944,2238882.536405026,29.99322934213551,16.178692829285332,1.5347985352810871,3.2001126080444773,6.971201324203631,2,Aveiro,24,Mealhada,196,Casal Comba
-8.452,40.3335999999999,S/LFBR+CDH/H:2,"Steel, low rise",24.01186206,Ind,586.4194207994318,1325.0,18657354.470041886,2798603.1705062827,4664338.6175104715,11194412.68202513,149.96614671067752,80.89346414642664,7.673992676405437,16.000563040222385,34.856006621018146,2,Aveiro,24,Mealhada,196,Casal Comba
-8.452,40.3335999999999,S/LFM+CDM/H:1,"Steel, low rise",19.209489647999998,Ind,586.4194207994318,1325.0,14925883.576033508,2238882.536405026,3731470.894008377,8955530.145620104,119.97291736854204,64.71477131714131,6.1391941411243485,12.800450432177911,27.884805296814523,2,Aveiro,24,Mealhada,196,Casal Comba
-8.4353,40.4253,CR+PC/LFM+CDL/H:2,"Concrete frame, low rise",13.70636982,Ind,586.4194207994318,1391.25,11182022.434780352,1677303.3652170524,2795505.608695088,6709213.46086821,74.68947154065117,40.288359877949965,3.8219722929424313,7.968955821294007,17.359762664062135,2,Aveiro,18,Anadia,136,Tamengos
-8.4353,40.4253,CR/LFM+CDM/H:1,"Concrete frame, low rise, low/moderate code",43.40350443000001,Ind,586.4194207994318,1391.25,35409737.71013779,5311460.656520668,8852434.427534448,21245842.626082674,236.51665987872872,127.57980628017486,12.102912260984366,25.235026767431027,54.972581769530095,2,Aveiro,18,Anadia,136,Tamengos
-8.4353,40.4253,S+SL/LFM+CDL/H:1,"Steel, low rise",5.710987425000001,Ind,586.4194207994318,1325.0,4437469.967798773,665620.4951698161,1109367.491949693,2662481.9806792643,31.12061314193799,16.786816615812484,1.59248845539268,3.320398258872503,7.233234443359223,2,Aveiro,18,Anadia,136,Tamengos
