LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,DWELLINGS,OCCUPANCY,OCCUPANCY_TYPE,SETTLEMENT_TYPE,AREA_PER_DWELLING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_2,NAME_1
18.9044,48.4391,W/LFM+CDL/HBET:3-5,"Wood, mid rise",0.14441416893732972,1.06,RES,ALL,URBAN,69.0,890.625,65138.484000000004,19541.5452,32569.242000000002,13027.696800000002,1.272312244475815,0.2810226031547179,1.2056857053254724,0.6408980299730689,0.7092021128177531,Banska stiavnica,Banskobystricky
18.9044,48.4391,W/LFM+CDN/H:1,"Wood, low rise",4.2,4.2,RES,ALL,URBAN,105.0,890.625,392754.60000000003,117826.38,196377.30000000002,78550.92000000001,5.041237195092853,1.1134857860847314,4.777245247516023,2.5394072885725376,2.810046107391097,Banska stiavnica,Banskobystricky
18.9044,48.4391,W/LFM+CDN/H:2,"Wood, low rise",3.8400000000000007,3.8400000000000007,RES,ALL,URBAN,100.0,890.625,341990.4000000001,102597.12000000002,170995.20000000004,68398.08000000002,4.60913114979918,1.0180441472774688,4.367767083443221,2.3217438066948914,2.5691850124718605,Banska stiavnica,Banskobystricky
18.9044,48.4391,W/LFM+CDN/HBET:3-5,"Wood, mid rise",0.09536784741144415,0.7000000000000001,RES,ALL,URBAN,69.0,890.625,43015.98,12904.794,21507.99,8603.196000000002,0.8402061991821422,0.18558096434745525,0.7962075412526706,0.423234548095423,0.4683410178985163,Banska stiavnica,Banskobystricky
19.1787,48.7312,CR+PC/LWAL+CDN/HBET:3-5,"Concrete wall, mid rise",2160.899182561308,15861.0,RES,ALL,URBAN,69.0,984.375,1077336219.6,323200865.87999994,538668109.8,215467243.92,46868.75619094248,10352.159958052514,44414.40346986949,23609.05794979488,26125.20712590563,Banska Bystrica,Banskobystricky
19.1787,48.7312,CR/LFINF+CDL/H:1,"Concrete frame with infill panels, low rise, low/moderate code",24.15,24.15,RES,ALL,URBAN,105.0,984.375,2496192.3,748857.69,1248096.15,499238.45999999996,71.36249051202704,15.762225773089229,67.62548665262898,35.94721325815185,39.77830856129002,Banska Bystrica,Banskobystricky
19.1787,48.7312,CR/LFINF+CDL/H:2,"Concrete frame with infill panels, low rise, low/moderate code",16.1,16.1,RES,ALL,URBAN,100.0,984.375,1584884.0000000002,475465.20000000007,792442.0000000001,316976.80000000005,47.574993674684684,10.508150515392817,45.08365776841931,23.964808838767894,26.51887237419334,Banska Bystrica,Banskobystricky
19.1787,48.7312,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",168.37193460490462,1235.85,RES,ALL,URBAN,69.0,984.375,83943381.05999999,25183014.317999996,41971690.529999994,16788676.211999997,3651.897884028513,806.6147710837399,3460.660773484534,1839.559565428031,2035.6117033321018,Banska Bystrica,Banskobystricky
19.1787,48.7312,CR/LFINF+CDL/HBET:6-,"Concrete frame with infill panels, mid rise, low/moderate code",58.91388888888886,1060.4499999999996,RES,ALL,URBAN,62.5,984.375,65244186.24999998,19573255.874999993,32622093.12499999,13048837.249999996,3133.5964001440598,692.1346716800192,2969.500924255916,1578.4771138553667,1746.7042365971008,Banska Bystrica,Banskobystricky
19.1787,48.7312,CR/LFINF+CDN/HBET:3-5,"Concrete frame with infill panels, mid rise, pre code",23.896457765667577,175.4,RES,ALL,URBAN,69.0,984.375,11913799.44,3574139.832,5956899.72,2382759.888,518.3014838844531,114.48009940372053,491.1598492286179,261.0824515726639,288.90746673500075,Banska Bystrica,Banskobystricky
19.1787,48.7312,CR/LFINF+CDN/HBET:6-,"Concrete frame with infill panels, mid rise, pre code",20.383333333333333,366.9,RES,ALL,URBAN,62.5,984.375,22573522.5,6772056.75,11286761.25,4514704.5,1084.1779614435907,239.46834932283383,1027.4033562256548,546.1297119840956,604.3338058441947,Banska Bystrica,Banskobystricky
19.1787,48.7312,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",2591.55,2591.55,RES,ALL,URBAN,105.0,984.375,267867791.10000002,80360337.33,133933895.55000001,53573558.220000006,7657.948748921063,1691.4532588923144,7256.928775760689,3857.5155494477603,4268.632528033588,Banska Bystrica,Banskobystricky
19.1787,48.7312,MCF/LWAL+CDL/H:2,"Confined or reinforced masonry, low rise",1743.8,1743.8,RES,ALL,URBAN,100.0,984.375,171659672.0,51497901.6,85829836.0,34331934.4,5152.87415962206,1138.1436564436021,4883.036174942212,2595.641841803941,2872.273891063252,Banska Bystrica,Banskobystricky
19.1787,48.7312,MCF/LWAL+CDL/HBET:3-5,"Confined or reinforced masonry, mid rise",282.4577656675749,2073.24,RES,ALL,URBAN,69.0,984.375,140821924.46399996,42246577.33919998,70410962.23199998,28164384.892799992,6126.35899913685,1353.1626071138514,5805.543020608549,3086.012439558208,3414.90602242687,Banska Bystrica,Banskobystricky
19.1787,48.7312,MUR+ADO/LWAL+CDN/H:1,"Adobe, low rise",662.1999999999998,662.1999999999998,RES,ALL,URBAN,105.0,890.625,61924308.59999999,18577292.579999994,30962154.299999993,12384861.719999999,1956.7801746196392,432.20479945920016,1854.3104456054198,985.683007020627,1090.7327506950824,Banska Bystrica,Banskobystricky
19.1787,48.7312,MUR+ADO/LWAL+CDN/H:2,"Adobe, low rise",283.8,283.8,RES,ALL,URBAN,100.0,890.625,25275228.0,7582568.399999999,12637614.0,5055045.600000001,838.6200748369886,185.23062833965727,794.7044766880374,422.4355744374118,467.4568931550355,Banska Bystrica,Banskobystricky
19.1787,48.7312,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",4459.04,4459.04,RES,ALL,URBAN,105.0,890.625,416978207.52,125093462.25599998,208489103.76,83395641.50400001,13176.322968643852,2910.326923860695,12486.325051906362,6637.269640026062,7344.640538597706,Banska Bystrica,Banskobystricky
19.1787,48.7312,MUR+CL/LWAL+CDN/H:2,"Unreinforced masonry, low rise",2790.94,2790.94,RES,ALL,URBAN,100.0,890.625,248561116.4,74568334.92,124280558.2,49712223.28,8247.139928349347,1821.591155244126,7815.266075291441,4154.3070546876315,4597.054761741066,Banska Bystrica,Banskobystricky
19.1787,48.7312,MUR+CL/LWAL+CDN/HBET:3-5,"Unreinforced masonry, mid rise",120.98092643051771,888.0,RES,ALL,URBAN,69.0,890.625,54568843.2,16370652.96,27284421.6,10913768.64,2624.0120734857146,579.579978737194,2486.601745239525,1321.7857297407388,1462.6558179058193,Banska Bystrica,Banskobystricky
19.1787,48.7312,MUR+ST/LWAL+CDN/H:1,"Unreinforced masonry, low rise",2426.830000000001,2426.830000000001,RES,ALL,URBAN,105.0,890.625,226940153.79000008,68082046.13700002,113470076.89500004,45388030.758000016,7171.2063291636705,1583.9437835571903,6795.675352927521,3612.330250570629,3997.31646235178,Banska Bystrica,Banskobystricky
19.1787,48.7312,MUR+ST/LWAL+CDN/H:2,"Unreinforced masonry, low rise",1735.75,1735.75,RES,ALL,URBAN,100.0,890.625,154585895.0,46375768.5,77292947.5,30917179.0,5129.086662784716,1132.8895811859056,4860.494346058001,2583.659437384557,2859.0144548761546,Banska Bystrica,Banskobystricky
19.1787,48.7312,W/LFM+CDL/H:1,"Wood, low rise",4.05,4.05,RES,ALL,URBAN,105.0,890.625,378727.64999999997,113618.29499999998,189363.82499999998,75745.53,11.967622632451738,2.643354632754094,11.340920121869454,6.0284146457770165,6.670896466800188,Banska Bystrica,Banskobystricky
19.1787,48.7312,W/LFM+CDL/H:2,"Wood, low rise",4.05,4.05,RES,ALL,URBAN,100.0,890.625,360693.0,108207.9,180346.5,72138.6,11.967622632451738,2.643354632754094,11.340920121869454,6.0284146457770165,6.670896466800188,Banska Bystrica,Banskobystricky
19.1787,48.7312,W/LFM+CDL/HBET:3-5,"Wood, mid rise",0.2683923705722071,1.97,RES,ALL,URBAN,69.0,890.625,121059.258,36317.7774,60529.629,24211.8516,5.821288045908624,1.2857799077840903,5.516447565452549,2.9323399635014136,3.244855812246018,Banska Bystrica,Banskobystricky
19.1787,48.7312,W/LFM+CDN/H:1,"Wood, low rise",8.1,8.1,RES,ALL,URBAN,105.0,890.625,757455.2999999999,227236.58999999997,378727.64999999997,151491.06,23.935245264903475,5.286709265508188,22.681840243738908,12.056829291554033,13.341792933600376,Banska Bystrica,Banskobystricky
19.1787,48.7312,W/LFM+CDN/H:2,"Wood, low rise",7.480000000000001,7.480000000000001,RES,ALL,URBAN,100.0,890.625,666168.8000000002,199850.64000000004,333084.4000000001,133233.76000000004,22.103164763145436,4.88204756864213,20.94569938557618,11.133960876644963,12.320569276954425,Banska Bystrica,Banskobystricky
19.1787,48.7312,W/LFM+CDN/HBET:3-5,"Wood, mid rise",0.18392370572207087,1.35,RES,ALL,URBAN,69.0,890.625,82959.39000000001,24887.817000000003,41479.69500000001,16591.878000000004,3.98920754415058,0.8811182109180316,3.7803067072898187,2.009471548592339,2.2236321556000633,Banska Bystrica,Banskobystricky
19.7053,48.8132,CR+PC/LWAL+CDN/HBET:3-5,"Concrete wall, mid rise",707.7656675749319,5195.0,RES,ALL,URBAN,69.0,984.375,352863101.99999994,105858930.59999998,176431550.99999997,70572620.39999999,28444.93397170551,6282.789013467441,26955.372336876197,14328.481254765304,15855.547535036314,Brezno,Banskobystricky
19.7053,48.8132,CR/LFINF+CDL/H:1,"Concrete frame with infill panels, low rise, low/moderate code",7.35,7.35,RES,ALL,URBAN,105.0,984.375,759710.7,227913.21,379855.35,151942.13999999998,40.24451678383743,8.889027766888484,38.13705229567661,20.27224970597208,22.43277658951239,Brezno,Banskobystricky
19.7053,48.8132,CR/LFINF+CDL/H:2,"Concrete frame with infill panels, low rise, low/moderate code",4.9,4.9,RES,ALL,URBAN,100.0,984.375,482356.00000000006,144706.80000000002,241178.00000000003,96471.20000000001,26.82967785589163,5.926018511258992,25.424701530451085,13.514833137314724,14.955184393008267,Brezno,Banskobystricky
19.7053,48.8132,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",43.24931880108992,317.45,RES,ALL,URBAN,69.0,984.375,21562346.819999997,6468704.045999999,10781173.409999998,4312469.363999999,1738.1798439495503,383.9213421222789,1647.1574491513663,875.5681182531752,968.8823031756068,Brezno,Banskobystricky
19.7053,48.8132,CR/LFINF+CDL/HBET:6-,"Concrete frame with infill panels, mid rise, low/moderate code",15.136111111111111,272.45,RES,ALL,URBAN,62.5,984.375,16762486.25,5028745.875,8381243.125,3352497.25,1491.7848432321784,329.49872314132904,1413.6652922390606,751.4523037268156,831.5387730357351,Brezno,Banskobystricky
19.7053,48.8132,CR/LFINF+CDN/HBET:3-5,"Concrete frame with infill panels, mid rise, pre code",6.130790190735695,45.0,RES,ALL,URBAN,69.0,984.375,3056561.9999999995,916968.5999999999,1528280.9999999998,611312.3999999999,246.39500071737208,54.42261898094992,233.49215691230583,124.1158145263597,137.34353013987183,Brezno,Banskobystricky
19.7053,48.8132,CR/LFINF+CDN/HBET:6-,"Concrete frame with infill panels, mid rise, pre code",5.272222222222222,94.9,RES,ALL,URBAN,62.5,984.375,5838722.5,1751616.75,2919361.25,1167744.5,519.6196792906358,114.77125647315883,492.4090153550627,261.7464621900341,289.6422446727519,Brezno,Banskobystricky
19.7053,48.8132,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",807.3,807.3,RES,ALL,URBAN,105.0,984.375,83444142.6,25033242.779999997,41722071.3,16688828.52,4420.326312869655,976.3417845182416,4188.849295006767,2226.637712602893,2463.9429307093,Brezno,Banskobystricky
19.7053,48.8132,MCF/LWAL+CDL/H:2,"Confined or reinforced masonry, low rise",543.1,543.1,RES,ALL,URBAN,100.0,984.375,53462764.0,16038829.2,26731382.0,10692552.8,2973.7138864356625,656.8205415234203,2817.9908982016295,1497.939974872577,1657.5838048658754,Brezno,Banskobystricky
19.7053,48.8132,MCF/LWAL+CDL/HBET:3-5,"Confined or reinforced masonry, mid rise",87.9891008174387,645.84,RES,ALL,URBAN,69.0,984.375,43867777.82399999,13160333.347199997,21933888.911999997,8773555.5648,3536.2610502957245,781.0734276145934,3351.0794360054133,1781.3101700823145,1971.1543445674404,Brezno,Banskobystricky
19.7053,48.8132,MUR+ADO/LWAL+CDN/H:1,"Adobe, low rise",312.9,312.9,RES,ALL,URBAN,105.0,890.625,29260217.7,8778065.309999999,14630108.85,5852043.54,1713.2665716547938,378.41861064753834,1623.548797730233,863.0186303399544,954.9953462392419,Brezno,Banskobystricky
19.7053,48.8132,MUR+ADO/LWAL+CDN/H:2,"Adobe, low rise",134.1,134.1,RES,ALL,URBAN,100.0,890.625,11942946.0,3582883.8,5971473.0,2388589.2,734.2571021377688,162.17940456323078,695.8066275986713,369.8651272885519,409.28371981681795,Brezno,Banskobystricky
19.7053,48.8132,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",1408.94,1408.94,RES,ALL,URBAN,105.0,890.625,131754206.22,39526261.866,65877103.11,26350841.244000003,7714.572718016318,1703.9601063782131,7310.587545778316,3886.0385715282055,4300.195407894912,Brezno,Banskobystricky
19.7053,48.8132,MUR+CL/LWAL+CDN/H:2,"Unreinforced masonry, low rise",830.74,830.74,RES,ALL,URBAN,100.0,890.625,73985704.4,22195711.32,36992852.2,14797140.880000003,4548.670731021105,1004.6899220496521,4310.472765185088,2291.288261325068,2535.483649519936,Brezno,Banskobystricky
19.7053,48.8132,MUR+CL/LWAL+CDN/HBET:3-5,"Unreinforced masonry, mid rise",37.663487738419626,276.45000000000005,RES,ALL,URBAN,69.0,890.625,16988239.530000005,5096471.859000001,8494119.765000002,3397647.9060000014,1513.686621073723,334.33628927296905,1434.420150631266,762.4848205736033,843.7470868259461,Brezno,Banskobystricky
19.7053,48.8132,MUR+ST/LWAL+CDN/H:1,"Unreinforced masonry, low rise",755.9300000000002,755.9300000000002,RES,ALL,URBAN,105.0,890.625,70689282.09000002,21206784.627000004,35344641.04500001,14137856.418000005,4139.052730939625,914.2153414726552,3922.305026104875,2084.9526149980243,2307.1576608585183,Brezno,Banskobystricky
19.7053,48.8132,MUR+ST/LWAL+CDN/H:2,"Unreinforced masonry, low rise",540.6500000000002,540.6500000000002,RES,ALL,URBAN,100.0,890.625,48150289.000000015,14445086.700000005,24075144.500000007,9630057.800000003,2960.2990475077168,653.8575322677907,2805.278547436404,1491.18255830392,1650.1062126693716,Brezno,Banskobystricky
19.7053,48.8132,W/LFM+CDL/H:1,"Wood, low rise",1.65,1.65,RES,ALL,URBAN,105.0,890.625,154296.44999999998,46288.93499999999,77148.22499999999,30859.289999999997,9.034483359636976,1.995496029301497,8.561379086784546,4.550913199299855,5.035929438461967,Brezno,Banskobystricky
19.7053,48.8132,W/LFM+CDL/H:2,"Wood, low rise",1.65,1.65,RES,ALL,URBAN,100.0,890.625,146949.0,44084.7,73474.5,29389.800000000003,9.034483359636976,1.995496029301497,8.561379086784546,4.550913199299855,5.035929438461967,Brezno,Banskobystricky
19.7053,48.8132,W/LFM+CDL/HBET:3-5,"Wood, mid rise",0.11580381471389647,0.8500000000000001,RES,ALL,URBAN,69.0,890.625,52233.69000000001,15670.107000000002,26116.845000000005,10446.738000000003,4.65412779132814,1.0279828029734985,4.410407408343556,2.3444098299423497,2.5942666804198016,Brezno,Banskobystricky
19.7053,48.8132,W/LFM+CDN/H:1,"Wood, low rise",3.3,3.3,RES,ALL,URBAN,105.0,890.625,308592.89999999997,92577.86999999998,154296.44999999998,61718.579999999994,18.068966719273952,3.990992058602994,17.122758173569093,9.10182639859971,10.071858876923933,Brezno,Banskobystricky
19.7053,48.8132,W/LFM+CDN/H:2,"Wood, low rise",3.0000000000000004,3.0000000000000004,RES,ALL,URBAN,100.0,890.625,267180.00000000006,80154.00000000001,133590.00000000003,53436.000000000015,16.42633338115814,3.628174598729995,15.566143794153724,8.274387635090648,9.156235342658123,Brezno,Banskobystricky
19.7053,48.8132,W/LFM+CDN/HBET:3-5,"Wood, mid rise",0.07493188010899184,0.55,RES,ALL,URBAN,69.0,890.625,33798.270000000004,10139.481000000002,16899.135000000002,6759.654000000001,3.011494453212326,0.665165343100499,2.8537930289281825,1.5169710664332854,1.6786431461539888,Brezno,Banskobystricky
19.429,48.5491,CR+PC/LWAL+CDN/HBET:3-5,"Concrete wall, mid rise",1148.3651226158038,8429.0,RES,ALL,URBAN,69.0,984.375,572528024.4,171758407.32,286264012.2,114505604.88,14841.126668152827,3278.0412733915896,14063.948808485002,7475.87621316862,8272.622098348404,Detva,Banskobystricky
19.429,48.5491,CR/LFINF+CDL/H:1,"Concrete frame with infill panels, low rise, low/moderate code",11.55,11.55,RES,ALL,URBAN,105.0,984.375,1193831.1,358149.33,596915.55,238766.22000000003,20.336340374559875,4.491799348401099,19.271397406335485,10.24396372785592,11.335720160864168,Detva,Banskobystricky
19.429,48.5491,CR/LFINF+CDL/H:2,"Concrete frame with infill panels, low rise, low/moderate code",7.7,7.7,RES,ALL,URBAN,100.0,984.375,757988.0,227396.4,378994.0,151597.6,13.557560249706581,2.994532898934066,12.847598270890321,6.8293091519039475,7.5571467739094444,Detva,Banskobystricky
19.429,48.5491,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",166.41689373297,1221.4999999999998,RES,ALL,URBAN,69.0,984.375,82968677.39999998,24890603.21999999,41484338.69999999,16593735.479999997,2150.722057794362,475.0418098763587,2038.0962711548739,1083.3767700065807,1198.838283679271,Detva,Banskobystricky
19.429,48.5491,CR/LFINF+CDL/HBET:6-,"Concrete frame with infill panels, mid rise, low/moderate code",58.19722222222222,1047.55,RES,ALL,URBAN,62.5,984.375,64450513.75,19335154.125,32225256.875,12890102.75,1844.444446698718,407.3925893868026,1747.8573465806696,929.0964678022051,1028.1154679232257,Detva,Banskobystricky
19.429,48.5491,CR/LFINF+CDN/HBET:3-5,"Concrete frame with infill panels, mid rise, pre code",23.698910081743875,173.95000000000005,RES,ALL,URBAN,69.0,984.375,11815310.22,3544593.066,5907655.11,2363062.044,306.27761109564415,67.64922048955594,290.2389245742041,154.28030220437554,170.72281575604518,Detva,Banskobystricky
19.429,48.5491,CR/LFINF+CDN/HBET:6-,"Concrete frame with infill panels, mid rise, pre code",19.755555555555556,355.6,RES,ALL,URBAN,62.5,984.375,21878290.0,6563487.0,10939145.0,4375658.0,626.1127824409949,138.29297387804598,593.3254474192986,315.3899135606551,349.0027782859999,Detva,Banskobystricky
19.429,48.5491,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",1009.5,1009.5,RES,ALL,URBAN,105.0,984.375,104343939.0,31303181.7,52171969.5,20868787.8,1777.4489703998433,392.5949300615506,1684.3701888914,895.349037512602,990.7713854885175,Detva,Banskobystricky
19.429,48.5491,MCF/LWAL+CDL/H:2,"Confined or reinforced masonry, low rise",680.7,680.7,RES,ALL,URBAN,100.0,984.375,67008108.00000001,20102432.400000002,33504054.000000004,13401621.600000001,1198.5235405162687,264.7244862733011,1135.7610575318236,603.7286674936385,668.0714037662543,Detva,Banskobystricky
19.429,48.5491,MCF/LWAL+CDL/HBET:3-5,"Confined or reinforced masonry, mid rise",110.02724795640327,807.6,RES,ALL,URBAN,69.0,984.375,54855099.35999999,16456529.807999996,27427549.679999996,10971019.872,1421.9591763198746,314.07594404924043,1347.4961511131198,716.2792300100815,792.6171083908139,Detva,Banskobystricky
19.429,48.5491,MUR+ADO/LWAL+CDN/H:1,"Adobe, low rise",135.79999999999998,135.79999999999998,RES,ALL,URBAN,105.0,890.625,12699065.399999999,3809719.619999999,6349532.699999999,2539813.08,239.1060625857342,52.81267112665533,226.58491495933833,120.44417958812413,133.28058855803928,Detva,Banskobystricky
19.429,48.5491,MUR+ADO/LWAL+CDN/H:2,"Adobe, low rise",58.2,58.2,RES,ALL,URBAN,100.0,890.625,5183292.0,1554987.5999999999,2591646.0,1036658.4,102.47402682245753,22.63400191142372,97.1078206968593,51.61893410919607,57.1202522391597,Detva,Banskobystricky
19.429,48.5491,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",1788.3,1788.3,RES,ALL,URBAN,105.0,890.625,167229297.9,50168789.37,83614648.95,33445859.580000002,3148.6993499415944,695.4705432680246,2983.812985432878,1586.0848774480296,1755.1228020496444,Detva,Banskobystricky
19.429,48.5491,MUR+CL/LWAL+CDN/H:2,"Unreinforced masonry, low rise",1511.1,1511.1,RES,ALL,URBAN,100.0,890.625,134578566.0,40373569.8,67289283.0,26915713.200000003,2660.6271809521577,587.6673589063982,2521.2994476808267,1340.2297479794877,1483.0655181889042,Detva,Banskobystricky
19.429,48.5491,MUR+CL/LWAL+CDN/HBET:3-5,"Unreinforced masonry, mid rise",47.41825613079019,348.05,RES,ALL,URBAN,69.0,890.625,21388159.77,6416447.931,10694079.885,4277631.954,612.8193305078411,135.35677603558463,580.7281270368022,308.6936428987233,341.5928486570367,Detva,Banskobystricky
19.429,48.5491,MUR+ST/LWAL+CDN/H:1,"Unreinforced masonry, low rise",946.05,946.05,RES,ALL,URBAN,105.0,890.625,88467973.64999999,26540392.094999995,44233986.824999996,17693594.73,1665.7311524980403,367.91920117358086,1578.5026421007517,839.0737562543804,928.4985331762376,Detva,Banskobystricky
19.429,48.5491,MUR+ST/LWAL+CDN/H:2,"Unreinforced masonry, low rise",676.85,676.85,RES,ALL,URBAN,100.0,890.625,60280261.0,18084078.3,30140130.5,12056052.200000001,1191.7447603914154,263.2272198238341,1129.3372583963785,600.3140129176866,664.2928303792997,Detva,Banskobystricky
19.429,48.5491,W/LFM+CDL/H:1,"Wood, low rise",13.35,13.35,RES,ALL,URBAN,105.0,890.625,1248398.55,374519.565,624199.275,249679.71000000002,23.505640173192575,5.191820026073997,22.274732067063088,11.840425607521777,13.10232590021962,Detva,Banskobystricky
19.429,48.5491,W/LFM+CDL/H:2,"Wood, low rise",13.35,13.35,RES,ALL,URBAN,100.0,890.625,1188951.0,356685.3,594475.5,237790.2,23.505640173192575,5.191820026073997,22.274732067063088,11.840425607521777,13.10232590021962,Detva,Banskobystricky
19.429,48.5491,W/LFM+CDL/HBET:3-5,"Wood, mid rise",0.8596730245231609,6.3100000000000005,RES,ALL,URBAN,69.0,890.625,387758.33400000003,116327.50020000001,193879.16700000002,77551.6668,11.110156516317991,2.4539613756199943,10.528356505106226,5.596485811495313,6.192934564073845,Detva,Banskobystricky
19.429,48.5491,W/LFM+CDN/H:1,"Wood, low rise",26.7,26.7,RES,ALL,URBAN,105.0,890.625,2496797.1,749039.13,1248398.55,499359.42000000004,47.01128034638515,10.383640052147994,44.549464134126175,23.680851215043553,26.20465180043924,Detva,Banskobystricky
19.429,48.5491,W/LFM+CDN/H:2,"Wood, low rise",24.84,24.84,RES,ALL,URBAN,100.0,890.625,2212250.4,663675.12,1106125.2,442450.08,43.73633722113136,9.660285351886,41.446018318040984,22.031173939388836,24.379159203105274,Detva,Banskobystricky
19.429,48.5491,W/LFM+CDN/HBET:3-5,"Wood, mid rise",0.6062670299727521,4.45,RES,ALL,URBAN,69.0,890.625,273458.73000000004,82037.619,136729.36500000002,54691.746000000014,7.835213391064194,1.7306066753579996,7.42491068902103,3.946808535840593,4.367441966739874,Detva,Banskobystricky
19.0054,48.278,CR+PC/LWAL+CDN/HBET:3-5,"Concrete wall, mid rise",305.85831062670303,2245.0,RES,ALL,URBAN,69.0,984.375,152488481.99999997,45746544.59999999,76244240.99999999,30497696.399999995,5273.744227428509,1164.8408931053857,4997.576700342874,2656.5273584498805,2939.64831729938,Krupina,Banskobystricky
19.0054,48.278,CR/LFINF+CDL/H:1,"Concrete frame with infill panels, low rise, low/moderate code",6.9,6.9,RES,ALL,URBAN,105.0,984.375,713197.8,213959.34,356598.9,142639.56000000003,16.208835264702323,3.580134593508758,15.360035292813288,8.164827961382707,9.03499928256825,Krupina,Banskobystricky
19.0054,48.278,CR/LFINF+CDL/H:2,"Concrete frame with infill panels, low rise, low/moderate code",4.6000000000000005,4.6000000000000005,RES,ALL,URBAN,100.0,984.375,452824.00000000006,135847.2,226412.00000000003,90564.80000000002,10.805890176468214,2.386756395672505,10.240023528542192,5.443218640921804,6.0233328550455,Krupina,Banskobystricky
19.0054,48.278,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",122.3841961852861,898.3,RES,ALL,URBAN,69.0,984.375,61015769.87999999,18304730.963999994,30507884.939999994,12203153.975999998,2110.2024229394337,466.0920152679589,1999.698507758576,1062.965935900012,1176.2521529755156,Krupina,Banskobystricky
19.0054,48.278,CR/LFINF+CDL/HBET:6-,"Concrete frame with infill panels, mid rise, low/moderate code",42.794444444444444,770.3,RES,ALL,URBAN,62.5,984.375,47392707.5,14217812.25,23696353.75,9478541.5,1809.5167832464053,399.6779242579414,1714.7587226165324,911.502460674362,1008.6463691829453,Krupina,Banskobystricky
19.0054,48.278,CR/LFINF+CDN/HBET:3-5,"Concrete frame with infill panels, mid rise, pre code",17.438692098092645,128.0,RES,ALL,URBAN,69.0,984.375,8694220.799999999,2608266.2399999998,4347110.399999999,1738844.16,300.6856396930286,66.41409101001754,284.9397851420436,151.46347522565023,167.60578379257046,Krupina,Banskobystricky
19.0054,48.278,CR/LFINF+CDN/HBET:6-,"Concrete frame with infill panels, mid rise, pre code",14.47777777777778,260.6,RES,ALL,URBAN,62.5,984.375,16033415.000000002,4810024.5,8016707.500000001,3206683.0000000005,612.1771695625254,135.21493841570756,580.1195938126294,308.3701690922222,341.23490044018644,Krupina,Banskobystricky
19.0054,48.278,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",528.15,528.15,RES,ALL,URBAN,105.0,984.375,54590640.3,16377192.089999998,27295320.15,10918128.06,1240.6806297177582,274.0359544292247,1175.7105275216431,624.9643315658373,691.570271172235,Krupina,Banskobystricky
19.0054,48.278,MCF/LWAL+CDL/H:2,"Confined or reinforced masonry, low rise",356.7000000000001,356.7000000000001,RES,ALL,URBAN,100.0,984.375,35113548.00000001,10534064.400000002,17556774.000000004,7022709.6000000015,837.9263099883073,185.07739268182235,794.0470418763045,422.08610635148005,467.07018030320233,Krupina,Banskobystricky
19.0054,48.278,MCF/LWAL+CDL/HBET:3-5,"Confined or reinforced masonry, mid rise",57.56403269754768,422.52,RES,ALL,URBAN,69.0,984.375,28699079.471999995,8609723.841599999,14349539.735999998,5739815.8944,992.5445037742064,219.22876354337973,940.5684220173144,499.97146525266965,553.2562169377879,Krupina,Banskobystricky
19.0054,48.278,MUR+ADO/LWAL+CDN/H:1,"Adobe, low rise",856.1,856.1,RES,ALL,URBAN,105.0,890.625,80056479.3,24016943.79,40028239.65,16011295.86,2011.0701261031388,444.1961196380939,1905.7574223445588,1013.0303214115557,1120.9946211314027,Krupina,Banskobystricky
19.0054,48.278,MUR+ADO/LWAL+CDN/H:2,"Adobe, low rise",366.9,366.9,RES,ALL,URBAN,100.0,890.625,32676113.999999996,9802834.2,16338056.999999998,6535222.8,861.8871969013451,190.36976555918304,816.7531810048108,434.15585203352384,480.42626619917263,Krupina,Banskobystricky
19.0054,48.278,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",1053.22,1053.22,RES,ALL,URBAN,105.0,890.625,98489761.86,29546928.558,49244880.93,19697952.372,2474.1260112304026,546.4738197935208,2344.5646914633057,1246.284073259057,1379.1075281719611,Krupina,Banskobystricky
