LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,OCCUPANCY_TYPE,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_2,ID_2,ID_1,NAME_1
6.0123,50.0747,MUR+ST/LWAL+CDN/H:2,"Unreinforced masonry, low rise",0.7609999999999999,Com,Trade,2565,1904.0,3716541.36,743308.2719999999,1114962.4079999998,1858270.68,43.383933371287114,22.091662863793236,1.8753789798073135,4.0869183673420455,9.351320070314195,Clervaux,1,1,Diekirch
6.0123,50.0747,W/LPB+CDL/H:1,"Wood, low rise",0.9328,Com,Hotels,1073,2983.0,2985667.9952,597133.59904,895700.3985599999,1492833.9976,22.245652950383025,11.327775675823393,0.961623962912682,2.095618367711407,4.795006002149161,Clervaux,1,1,Diekirch
6.0123,50.0747,W/LPB+CDL/H:1,"Wood, low rise",1.9025,Com,Trade,1283,2128.0,5194251.16,1038850.232,1558275.3480000002,2597125.58,54.251058981833715,27.62534449731649,2.3451376521372165,5.110639634795171,11.693707261416293,Clervaux,1,1,Diekirch
6.0123,50.0747,W/LPB+CDL/H:2,"Wood, low rise",0.3816000000000001,Com,Hotels,2146,2983.0,2442819.268800001,488563.85376000026,732845.7806400001,1221409.6344000006,18.200988777586115,9.268180098400961,0.7867832423831037,1.7145968463093333,3.9231867290311317,Clervaux,1,1,Diekirch
6.0123,50.0747,W/LPB+CDL/H:2,"Wood, low rise",0.4566,Com,Trade,2565,2128.0,2492268.912,498453.7824,747680.6736,1246134.456,26.030360022772282,13.25499771827594,1.1252273878843884,2.452151020405228,5.610792042188519,Clervaux,1,1,Diekirch
6.127000000000002,49.8555,CR/LFINF+CDL/H:1,"Concrete frame with infill panels, low rise, low/moderate code",23.168399999999995,Com,Trade,1283,2352.0,69913334.53439999,13982666.90688,20974000.360319994,34956667.26719999,682.7300359072592,347.6550097744432,29.51271262718105,64.3155589375895,147.1610937797379,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,CR/LFINF+CDL/H:2,"Concrete frame with infill panels, low rise, low/moderate code",2.5593,Com,Trade,2565,2352.0,15439949.784000002,3087989.9568000007,4631984.9352,7719974.892000001,150.77692318122632,76.7775693838818,6.517709446816458,14.203713882902653,32.499664237866966,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",10.9646,Com,Hotels,5365,3297.0,193946285.463,38789257.0926,58183885.6389,96973142.7315,1351.1041552484344,687.9998002065207,58.40485487100168,127.27874028894584,291.22779845548945,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",46.2674,Com,Offices,1524,3150.0,222111280.44,44422256.088,66633384.132,111055640.22,1619.5202121570135,824.6807457931094,70.0078099710173,152.56447230593324,349.08434269002004,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,CR/LFINF+CDL/HBET:6-,"Concrete frame with infill panels, mid rise, low/moderate code",1.2016,Com,Hotels,6438,3297.0,25505264.9376,5101052.987520001,7651579.48128,12752632.4688,177.67945055321877,90.47668605455618,7.680638448789263,16.738026120190142,38.2984502078452,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,CR/LFINF+CDL/HBET:6-,"Concrete frame with infill panels, mid rise, low/moderate code",5.070399999999999,Com,Offices,1829,3150.0,29212349.03999999,5842469.807999997,8763704.711999997,14606174.519999996,213.00129206020043,108.46302693385086,9.207513352532313,20.06546721659309,45.912002500992095,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,CR/LWAL+CDL/HBET:3-5,"Concrete wall, mid rise, low/moderate code",1.9526,Com,Hotels,5365,3297.0,34538379.603,6907675.920600002,10361513.8809,17269189.8015,240.60758929081692,122.52051236554479,10.400864566068787,22.666077037757468,51.862484656457006,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,CR/LWAL+CDL/HBET:3-5,"Concrete wall, mid rise, low/moderate code",18.3802,Com,Offices,1524,3150.0,88235988.11999999,17647197.623999998,26470796.436,44117994.06,643.371043185663,327.61289901370105,27.811321769308247,60.6078040667406,138.67734161658328,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,CR/LWAL+CDL/HBET:6-,"Concrete wall, mid rise, low/moderate code",0.2253,Com,Hotels,6438,3297.0,4782237.1758,956447.43516,1434671.15274,2391118.5879,33.314896978728505,16.96437863522928,1.4401197091479858,3.1383798975356507,7.180959413970973,Diekirch,2,1,Diekirch
6.127000000000002,49.8555,CR/LWAL+CDL/HBET:6-,"Concrete wall, mid rise, low/moderate code",0.9507,Com,Offices,1829,3150.0,5477315.445,1095463.0890000002,1643194.6335,2738657.7225,39.937742261287596,20.336817550097038,1.7264087535998092,3.762275103111205,8.608500468936018,Diekirch,2,1,Diekirch
