LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,DWELLINGS,OCCUPANCY,OCCUPANCY_TYPE,SETTLEMENT_TYPE,AREA_PER_DWELLING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,ID_3,NAME_3,ID_1,NAME_1,ID_2,NAME_2
20.7781,40.6172,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",2363.425,2363.425,Res,ALL,URBAN,63.6,356.25,53541786.24600001,16062535.873800002,26770893.123000003,10708357.2492,7336.519463999619,2087.0710475602195,7215.664978869154,4838.485942143996,4713.740656191123,47l217,Korce,7,Korce,21,Korces
20.7781,40.6172,CR+PC/LWAL+CDM+LFC:9.0/H:2,"Concrete wall, low rise, low/moderate code",55.90000000000001,55.90000000000001,Res,ALL,URBAN,60.0,393.75,1320805.2000000002,396241.56000000006,660402.6000000001,264161.04000000004,173.5242023916895,49.363644523780664,170.66573820569118,114.44042614673596,111.48993629206929,47l217,Korce,7,Korce,21,Korces
20.7781,40.6172,CR+PC/LWAL+CDM+LFC:9.0/HBET:3-5,"Concrete wall, mid rise, low/moderate code",162.9,2119.0032,Res,ALL,URBAN,57.0,393.75,47564417.22912001,14269325.168736,23782208.614560004,9512883.445824003,6577.78783802214,1871.2293507970246,6469.4319389664015,4338.097123690468,4226.25280448463,47l217,Korce,7,Korce,21,Korces
20.7781,40.6172,CR+PC/LWAL+CDM+LFC:9.0/HBET:6-,"Concrete wall, mid rise, low/moderate code",51.6,1444.8,Res,ALL,URBAN,50.0,393.75,28448112.0,8534433.6,14224056.0,5689622.4,4484.9332310467435,1275.8603507684845,4411.052925931709,2957.8448604079435,2881.5860457027125,47l217,Korce,7,Korce,21,Korces
20.7781,40.6172,CR/LDUAL+CDL+LFC:9.0/HBET:6-,"Concrete wall, mid rise, low/moderate code",12.9,361.2,Res,ALL,URBAN,50.0,393.75,7112028.0,2133608.4,3556014.0,1422405.6,1121.2333077616856,318.96508769212113,1102.7632314829273,739.4612151019859,720.3965114256781,47l217,Korce,7,Korce,21,Korces
20.7781,40.6172,CR/LDUAL+CDM+LFC:9.0/HBET:6-,"Concrete wall, mid rise, low/moderate code",19.35,541.8000000000002,Res,ALL,URBAN,50.0,393.75,10668042.000000002,3200412.6000000006,5334021.000000001,2133608.4000000004,1681.8499616425283,478.4476315381816,1654.1448472243908,1109.191822652979,1080.5947671385172,47l217,Korce,7,Korce,21,Korces
20.7781,40.6172,CR/LDUAL+CDM+LFC:9.0/HBET:6-/SOS,"Concrete wall, mid rise, low/moderate code",45.15,1264.2,Res,ALL,URBAN,50.0,393.75,24892098.0,7467629.3999999985,12446049.0,4978419.6000000015,3924.3165771659,1116.3778069224238,3859.671310190246,2588.1142528569508,2521.387789989874,47l217,Korce,7,Korce,21,Korces
20.7781,40.6172,MCF/LWAL+CDL/H:2,"Confined or reinforced masonry, low rise",167.7,167.7,Res,ALL,URBAN,60.0,393.75,3962415.6,1188724.68,1981207.8,792483.12,520.5726071750682,148.0909335713419,511.99721461707327,343.32127844020783,334.4698088762077,47l217,Korce,7,Korce,21,Korces
20.7852,40.6479,MCF/LWAL+CDL/H:2,"Confined or reinforced masonry, low rise",121.8,121.8,Res,ALL,RURAL,60.0,393.75,2877890.4,863367.12,1438945.2,575578.08,339.77801826228637,96.65903130120043,334.18085496745175,224.0859814901057,218.30862258625262,47l226,Qender Korce,7,Korce,21,Korces
20.7852,40.6479,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",1188.0,1188.0,Res,ALL,RURAL,63.6,393.75,29754267.84,8926280.352,14877133.92,5950853.568,3314.0910155631873,942.7826698343688,3259.4979942638147,2185.6662234010305,2129.315629166404,47l226,Qender Korce,7,Korce,21,Korces
20.7852,40.6479,CR/LFINF+CDM+LFC:9.0/H:2,"Concrete frame with infill panels, low rise, low/moderate code",104.4,104.4,Res,ALL,RURAL,60.0,393.75,2466763.2,740028.9600000002,1233381.6,493352.6400000001,291.238301367674,82.8505982581718,286.4407328292443,192.07369842009055,187.12167650250225,47l226,Qender Korce,7,Korce,21,Korces
20.7852,40.6479,CR+PC/LWAL+CDM+LFC:9.0/HBET:3-5,"Concrete wall, mid rise, low/moderate code",12.0,156.096,Res,ALL,RURAL,57.0,393.75,3503824.4736000006,1051147.3420799999,1751912.2368000003,700764.8947200002,435.45147404490854,123.87592898187346,428.27828191296686,287.1832952929355,279.7791687292586,47l226,Qender Korce,7,Korce,21,Korces
20.7852,40.6479,W/LWAL+CDL/H:2,"Wood, low rise",3.48,3.48,Res,ALL,RURAL,60.0,356.25,74374.56,22312.368,37187.28,14874.912,9.707943378922467,2.7616866086057272,9.548024427641476,6.402456614003022,6.237389216750074,47l226,Qender Korce,7,Korce,21,Korces
20.7852,40.6479,W/LWAL+CDL/H:1,"Wood, low rise",24.0,24.0,Res,ALL,RURAL,63.6,356.25,543703.6799999999,163111.10399999993,271851.84,108740.736,66.95133364774118,19.046114542108466,65.84844432856192,44.15487320002083,43.01647735689708,47l226,Qender Korce,7,Korce,21,Korces
20.7852,40.6479,MUR/LWAL+CDN/HBET:3-5,"Unreinforced masonry, mid rise",4.0,52.032,Res,ALL,RURAL,57.0,356.25,1056426.5087999995,316927.95263999986,528213.2544,211285.30175999997,145.15049134830284,41.29197632729115,142.75942730432223,95.72776509764515,93.25972290975285,47l226,Qender Korce,7,Korce,21,Korces
20.7852,40.6479,MUR/LWAL+CDN/H:2,"Unreinforced masonry, low rise",83.52,83.52,Res,ALL,RURAL,60.0,356.25,1784989.44,535496.8319999999,892494.72,356997.8880000001,232.99064109413916,66.28047860653744,229.15258626339542,153.65895873607246,149.69734120200178,47l226,Qender Korce,7,Korce,21,Korces
20.7852,40.6479,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",1188.0,1188.0,Res,ALL,RURAL,63.6,356.25,26913332.16,8073999.647999999,13456666.08,5382666.432,3314.0910155631873,942.7826698343688,3259.4979942638147,2185.6662234010305,2129.315629166404,47l226,Qender Korce,7,Korce,21,Korces
20.7852,40.6479,CR+PC/LWAL+CDM+LFC:9.0/H:2,"Concrete wall, low rise, low/moderate code",34.800000000000004,34.800000000000004,Res,ALL,RURAL,60.0,393.75,822254.4000000001,246676.32000000004,411127.20000000007,164450.88000000006,97.0794337892247,27.61686608605727,95.4802442764148,64.02456614003022,62.373892167500756,47l226,Qender Korce,7,Korce,21,Korces
20.7852,40.6479,CR/LFINF+CDM+LFC:9.0/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",24.0,312.192,Res,ALL,RURAL,57.0,393.75,7007648.947200001,2102294.6841599997,3503824.4736000006,1401529.7894400004,870.9029480898172,247.7518579637469,856.5565638259337,574.366590585871,559.5583374585171,47l226,Qender Korce,7,Korce,21,Korces
20.7852,40.6479,CR+PC/LWAL+CDM+LFC:9.0/HBET:6-,"Concrete wall, mid rise, low/moderate code",1.0,28.0,Res,ALL,RURAL,50.0,393.75,551320.0,165396.0,275660.0,110264.0,78.10988925569801,22.22046696579321,76.82318504998891,51.51401873335763,50.185890249713246,47l226,Qender Korce,7,Korce,21,Korces
20.91,40.6874,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",642.51,642.51,Res,ALL,RURAL,63.6,393.75,16092099.8568,4827629.95704,8046049.9284,3218419.97136,1924.5409949950129,547.4876486331964,1892.83803118446,1269.248257986176,1236.5246459346108,47j206,Proger,7,Korce,19,Devollit
20.91,40.6874,W/LWAL+CDL/H:2,"Wood, low rise",0.18,0.18,Res,ALL,RURAL,60.0,356.25,3846.96,1154.088,1923.48,769.3919999999999,0.5391626264168686,0.15337936647519154,0.5302810004719035,0.3555815262603097,0.34641396440246824,47j206,Proger,7,Korce,19,Devollit
20.91,40.6874,CR/LFINF+CDM+LFC:9.0/H:2,"Concrete frame with infill panels, low rise, low/moderate code",5.4,5.4,Res,ALL,RURAL,60.0,393.75,127591.2,38277.36,63795.60000000001,25518.240000000005,16.17487879250606,4.601380994255747,15.908430014157107,10.667445787809294,10.392418932074051,47j206,Proger,7,Korce,19,Devollit
20.91,40.6874,CR+PC/LWAL+CDM+LFC:9.0/HBET:6-,"Concrete wall, mid rise, low/moderate code",1.0,28.0,Res,ALL,RURAL,50.0,393.75,551320.0,165396.0,275660.0,110264.0,83.86974188706846,23.85901256280757,82.48815562896276,55.312681862714854,53.8866166848284,47j206,Proger,7,Korce,19,Devollit
20.91,40.6874,CR+PC/LWAL+CDM+LFC:9.0/HBET:3-5,"Concrete wall, mid rise, low/moderate code",0.3,3.9024,Res,ALL,RURAL,57.0,393.75,87595.61184,26278.683552000002,43797.80592,17519.122368,11.689045740717713,3.3252646651821527,11.496492090230868,7.709007489323517,7.510254748245511,47j206,Proger,7,Korce,19,Devollit
20.91,40.6874,MCF/LWAL+CDL/H:2,"Confined or reinforced masonry, low rise",6.3,6.3,Res,ALL,RURAL,60.0,393.75,148856.4,44656.92,74428.2,29771.28,18.870691924590407,5.368277826631704,18.559835016516626,12.445353419110846,12.124488754086391,47j206,Proger,7,Korce,19,Devollit
20.91,40.6874,CR+PC/LWAL+CDM+LFC:9.0/H:2,"Concrete wall, low rise, low/moderate code",1.8,1.8,Res,ALL,RURAL,60.0,393.75,42530.4,12759.12,21265.2,8506.08,5.391626264168687,1.5337936647519157,5.302810004719036,3.5558152626030983,3.464139644024683,47j206,Proger,7,Korce,19,Devollit
20.91,40.6874,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",642.51,642.51,Res,ALL,RURAL,63.6,356.25,14555627.1432,4366688.14296,7277813.5715999985,2911125.42864,1924.5409949950129,547.4876486331964,1892.83803118446,1269.248257986176,1236.5246459346108,47j206,Proger,7,Korce,19,Devollit
20.91,40.6874,MUR/LWAL+CDN/H:2,"Unreinforced masonry, low rise",4.32,4.32,Res,ALL,RURAL,60.0,356.25,92327.04,27698.112,46163.52,18465.408000000003,12.93990303400485,3.6811047954045977,12.726744011325689,8.533956630247436,8.313935145659242,47j206,Proger,7,Korce,19,Devollit
20.91,40.6874,MUR/LWAL+CDN/HBET:3-5,"Unreinforced masonry, mid rise",0.1,1.3008,Res,ALL,RURAL,57.0,356.25,26410.66272,7923.198815999997,13205.331359999998,5282.132544,3.8963485802392377,1.1084215550607175,3.8321640300769566,2.5696691631078385,2.5034182494151707,47j206,Proger,7,Korce,19,Devollit
20.91,40.6874,W/LWAL+CDL/H:1,"Wood, low rise",12.98,12.98,Res,ALL,RURAL,63.6,356.25,294053.0736,88215.92207999999,147026.5368,58810.61472000001,38.87961606050531,11.060356538044369,38.23915214514061,25.641378949215678,24.98029587746689,47j206,Proger,7,Korce,19,Devollit
20.91,40.6874,CR/LFINF+CDM+LFC:9.0/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",0.6,7.804799999999998,Res,ALL,RURAL,57.0,393.75,175191.22368,52557.367104000004,87595.61184,35038.244736,23.378091481435426,6.6505293303643045,22.992984180461736,15.418014978647035,15.020509496491025,47j206,Proger,7,Korce,19,Devollit
20.8365,40.7194,CR/LFINF+CDM+LFC:9.0/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",5.4,70.2432,Res,ALL,RURAL,57.0,393.75,1576721.0131200003,473016.303936,788360.5065600001,315344.20262400014,217.74509180637116,61.94347048180104,214.1581769090448,143.60441226194442,139.9020198842634,47l225,Pojan,7,Korce,21,Korces
20.8365,40.7194,W/LWAL+CDL/H:1,"Wood, low rise",32.71,32.71,Res,ALL,RURAL,63.6,356.25,741022.8072,222306.84216,370511.4036,148204.56144000002,101.39688899404354,28.845082790358525,99.72657804164464,66.87195806979466,65.14787296726594,47l225,Pojan,7,Korce,21,Korces
20.8365,40.7194,W/LWAL+CDL/H:2,"Wood, low rise",1.28,1.28,Res,ALL,RURAL,60.0,356.25,27356.16,8206.848,13678.08,5471.232,3.9678391290851653,1.1287589719247604,3.9024769151117447,2.61681768050557,2.549351189180692,47l225,Pojan,7,Korce,21,Korces
20.8365,40.7194,MUR/LWAL+CDN/HBET:3-5,"Unreinforced masonry, mid rise",0.9,11.7072,Res,ALL,RURAL,57.0,356.25,237695.96448,71308.78934399999,118847.98223999998,47539.19289599999,36.29084863439518,10.32391174696684,35.693029484840785,23.93406871032407,23.317003314043895,47l225,Pojan,7,Korce,21,Korces
20.8365,40.7194,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",1619.145,1619.145,Res,ALL,RURAL,63.6,356.25,36680628.9564,11004188.68692,18340314.4782,7336125.79128,5019.146005205155,1427.831598122747,4936.465613061411,3310.1619244548365,3224.8197118796647,47l225,Pojan,7,Korce,21,Korces
20.8365,40.7194,MUR/LWAL+CDN/H:2,"Unreinforced masonry, low rise",30.72,30.72,Res,ALL,RURAL,60.0,356.25,656547.84,196964.352,328273.92,131309.568,95.22813909804394,27.090215326194247,93.65944596268187,62.80362433213366,61.18442854033659,47l225,Pojan,7,Korce,21,Korces
20.8365,40.7194,MCF/LWAL+CDL/H:2,"Confined or reinforced masonry, low rise",44.8,44.8,Res,ALL,RURAL,60.0,393.75,1058534.4,317560.31999999995,529267.2,211706.88,138.87436951798077,39.50656401736662,136.58669202891107,91.58861881769494,89.22729162132424,47l225,Pojan,7,Korce,21,Korces
20.8365,40.7194,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",1619.145,1619.145,Res,ALL,RURAL,63.6,393.75,40552587.5436,12165776.26308,20276293.7718,8110517.508719999,5019.146005205155,1427.831598122747,4936.465613061411,3310.1619244548365,3224.8197118796647,47l225,Pojan,7,Korce,21,Korces
20.8365,40.7194,CR/LFINF+CDM+LFC:9.0/H:2,"Concrete frame with infill panels, low rise, low/moderate code",38.4,38.4,Res,ALL,RURAL,60.0,393.75,907315.2,272194.56,453657.6,181463.04,119.03517387255494,33.86276915774281,117.07430745335232,78.50453041516707,76.48053567542074,47l225,Pojan,7,Korce,21,Korces
20.8365,40.7194,CR+PC/LWAL+CDM+LFC:9.0/HBET:6-,"Concrete wall, mid rise, low/moderate code",2.0,56.0,Res,ALL,RURAL,50.0,393.75,1102640.0,330792.0,551320.0,220528.0,173.5929618974759,49.38320502170826,170.73336503613882,114.48577352211865,111.53411452665523,47l225,Pojan,7,Korce,21,Korces
20.8365,40.7194,CR+PC/LWAL+CDM+LFC:9.0/H:2,"Concrete wall, low rise, low/moderate code",12.8,12.8,Res,ALL,RURAL,60.0,393.75,302438.4,90731.52,151219.2,60487.68000000001,39.67839129085165,11.287589719247606,39.024769151117454,26.1681768050557,25.49351189180692,47l225,Pojan,7,Korce,21,Korces
20.8365,40.7194,CR+PC/LWAL+CDM+LFC:9.0/HBET:3-5,"Concrete wall, mid rise, low/moderate code",2.7,35.1216,Res,ALL,RURAL,57.0,393.75,788360.5065600001,236508.151968,394180.25328000006,157672.10131200007,108.87254590318555,30.97173524090052,107.0790884545224,71.80220613097221,69.9510099421317,47l225,Pojan,7,Korce,21,Korces
20.7842,40.7768,MUR/LWAL+CDN/H:2,"Unreinforced masonry, low rise",19.68,19.68,Res,ALL,RURAL,60.0,356.25,420600.96,126180.288,210300.48,84120.19200000001,86.55303810667928,24.622348621473797,85.12724990994795,57.08233450262173,55.610644344681155,47l230,Vreshtas,7,Korce,21,Korces
20.7842,40.7768,CR/LFINF+CDM+LFC:9.0/H:2,"Concrete frame with infill panels, low rise, low/moderate code",24.6,24.6,Res,ALL,RURAL,60.0,393.75,581248.8,174374.64,290624.4,116249.76,108.19129763334914,30.777935776842266,106.40906238743496,71.35291812827718,69.51330543085147,47l230,Vreshtas,7,Korce,21,Korces
20.7842,40.7768,CR/LFINF+CDM+LFC:9.0/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",9.6,124.8768,Res,ALL,RURAL,57.0,393.75,2803059.57888,840917.8736640001,1401529.78944,560611.915776,549.2106925325288,156.23781017957626,540.1635447944407,362.2082962000506,352.8698837246892,47l230,Vreshtas,7,Korce,21,Korces
20.7842,40.7768,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",676.665,676.665,Res,ALL,RURAL,63.6,393.75,16947535.0572,5084260.517159998,8473767.5286,3389507.01144,2975.986358254885,846.5996712372751,2926.9629349753527,1962.6838351736044,1912.0821471287438,47l230,Vreshtas,7,Korce,21,Korces
20.7842,40.7768,MCF/LWAL+CDL/H:2,"Confined or reinforced masonry, low rise",28.7,28.7,Res,ALL,RURAL,60.0,393.75,678123.6,203437.08,339061.8,135624.72,126.22318057224062,35.9075917396493,124.14390611867408,83.24507114965668,81.09885633599335,47l230,Vreshtas,7,Korce,21,Korces
20.7842,40.7768,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",676.665,676.665,Res,ALL,RURAL,63.6,356.25,15329385.442799997,4598815.632839999,7664692.721399998,3065877.08856,2975.986358254885,846.5996712372751,2926.9629349753527,1962.6838351736044,1912.0821471287438,47l230,Vreshtas,7,Korce,21,Korces
20.7842,40.7768,CR+PC/LWAL+CDM+LFC:9.0/H:2,"Concrete wall, low rise, low/moderate code",8.200000000000001,8.200000000000001,Res,ALL,RURAL,60.0,393.75,193749.60000000003,58124.88000000001,96874.80000000002,38749.92000000001,36.06376587778304,10.259311925614083,35.46968746247832,23.78430604275906,23.17110181028382,47l230,Vreshtas,7,Korce,21,Korces
20.7842,40.7768,MUR/LWAL+CDN/HBET:3-5,"Unreinforced masonry, mid rise",1.6,20.8128,Res,ALL,RURAL,57.0,356.25,422570.60352,126771.18105599994,211285.30176,84514.120704,91.53511542208817,26.03963502992937,90.02725746574009,60.36804936667509,58.811647287448174,47l230,Vreshtas,7,Korce,21,Korces
20.7842,40.7768,W/LWAL+CDL/H:2,"Wood, low rise",0.8200000000000001,0.8200000000000001,Res,ALL,RURAL,60.0,356.25,17525.04,5257.512,8762.52,3505.0080000000007,3.606376587778304,1.0259311925614087,3.546968746247832,2.3784306042759056,2.3171101810283825,47l230,Vreshtas,7,Korce,21,Korces
20.7842,40.7768,CR+PC/LWAL+CDM+LFC:9.0/HBET:6-,"Concrete wall, mid rise, low/moderate code",3.0,84.0,Res,ALL,RURAL,50.0,393.75,1653960.0,496188.0,826980.0,330792.0,369.43369923582617,105.09539045751015,363.3480179083144,243.64411068192203,237.3625063492489,47l230,Vreshtas,7,Korce,21,Korces
20.7842,40.7768,CR+PC/LWAL+CDM+LFC:9.0/HBET:3-5,"Concrete wall, mid rise, low/moderate code",4.8,62.4384,Res,ALL,RURAL,57.0,393.75,1401529.78944,420458.93683200004,700764.89472,280305.957888,274.60534626626446,78.11890508978813,270.08177239722033,181.1041481000253,176.43494186234454,47l230,Vreshtas,7,Korce,21,Korces
20.7842,40.7768,W/LWAL+CDL/H:1,"Wood, low rise",13.67,13.67,Res,ALL,RURAL,63.6,356.25,309684.5544,92905.36632,154842.2772,61936.91088000001,60.120936530401714,17.103023661359092,59.130564342936424,39.65017848835564,38.62792216421705,47l230,Vreshtas,7,Korce,21,Korces
20.9107,40.8095,W/LWAL+CDL/H:2,"Wood, low rise",0.3,0.3,Res,ALL,RURAL,60.0,356.25,6411.5999999999985,1923.48,3205.8,1282.32,0.8957890353210008,0.2548313774010124,0.8810327025421579,0.5907791393174473,0.5755477397535392,47l220,Liqenas,7,Korce,21,Korces
20.9107,40.8095,CR/LFINF+CDM+LFC:9.0/H:2,"Concrete frame with infill panels, low rise, low/moderate code",9.0,9.0,Res,ALL,RURAL,60.0,393.75,212652.0,63795.6,106326.0,42530.4,26.87367105963003,7.6449413220303715,26.430981076264743,17.723374179523418,17.266432192606178,47l220,Liqenas,7,Korce,21,Korces
20.9107,40.8095,MUR/LWAL+CDN/H:2,"Unreinforced masonry, low rise",7.1999999999999975,7.1999999999999975,Res,ALL,RURAL,60.0,356.25,153878.39999999994,46163.51999999999,76939.19999999997,30775.679999999997,21.49893684770402,6.115953057624298,21.14478486101179,14.178699343618733,13.81314575408494,47l220,Liqenas,7,Korce,21,Korces
20.9107,40.8095,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",514.305,514.305,Res,ALL,RURAL,63.6,356.25,11651230.0476,3495369.0142800002,5825615.0238,2330246.00952,1535.695932702558,436.87017184742564,1510.3984136031486,1012.8022174888658,986.6902676464802,47l220,Liqenas,7,Korce,21,Korces
20.9107,40.8095,MUR/LWAL+CDN/HBET:3-5,"Unreinforced masonry, mid rise",0.2,2.6016,Res,ALL,RURAL,57.0,356.25,52821.32543999999,15846.397631999995,26410.66272,10564.265088,7.7682825143037215,2.2098977048215795,7.6403155964455935,5.123236696160904,4.991149999142693,47l220,Liqenas,7,Korce,21,Korces
20.9107,40.8095,W/LWAL+CDL/H:1,"Wood, low rise",10.39,10.39,Res,ALL,RURAL,63.6,356.25,235378.3848,70613.51544,117689.1924,47075.67696,31.024160256617336,8.82566003732173,30.51309926471008,20.46065085836093,19.933136720130914,47l220,Liqenas,7,Korce,21,Korces
20.9107,40.8095,CR/LFINF+CDM+LFC:9.0/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",1.2,15.6096,Res,ALL,RURAL,57.0,393.75,350382.44736,105114.73420800001,175191.22368,70076.489472,46.609695085822324,13.259386228929474,45.84189357867356,30.739420176965414,29.946899994856157,47l220,Liqenas,7,Korce,21,Korces
20.9107,40.8095,MCF/LWAL+CDL/H:2,"Confined or reinforced masonry, low rise",10.5,10.5,Res,ALL,RURAL,60.0,393.75,248094.0,74428.2,124047.0,49618.8,31.352616236235036,8.919098209035434,30.83614458897553,20.677269876110657,20.14417089137387,47l220,Liqenas,7,Korce,21,Korces
20.9107,40.8095,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",514.305,514.305,Res,ALL,RURAL,63.6,393.75,12881118.4524,3864335.53572,6440559.2261999985,2576223.69048,1535.695932702558,436.87017184742564,1510.3984136031486,1012.8022174888658,986.6902676464802,47l220,Liqenas,7,Korce,21,Korces
20.9107,40.8095,CR+PC/LWAL+CDM+LFC:9.0/H:2,"Concrete wall, low rise, low/moderate code",3.0,3.0,Res,ALL,RURAL,60.0,393.75,70884.0,21265.2,35442.0,14176.8,8.957890353210011,2.5483137740101243,8.810327025421582,5.907791393174474,5.755477397535393,47l220,Liqenas,7,Korce,21,Korces
20.9107,40.8095,CR+PC/LWAL+CDM+LFC:9.0/HBET:3-5,"Concrete wall, mid rise, low/moderate code",0.6,7.804799999999998,Res,ALL,RURAL,57.0,393.75,175191.22368,52557.367104000004,87595.61184,35038.244736,23.304847542911162,6.629693114464737,22.92094678933678,15.369710088482707,14.973449997428073,47l220,Liqenas,7,Korce,21,Korces
20.9107,40.8095,CR+PC/LWAL+CDM+LFC:9.0/HBET:6-,"Concrete wall, mid rise, low/moderate code",1.0,28.0,Res,ALL,RURAL,50.0,393.75,551320.0,165396.0,275660.0,110264.0,83.6069766299601,23.78426189076116,82.22971890393477,55.13938633629509,53.71778904366366,47l220,Liqenas,7,Korce,21,Korces
20.6932,40.6018,W/LWAL+CDL/H:2,"Wood, low rise",2.31,2.31,Res,ALL,RURAL,60.0,356.25,49369.32,14810.795999999998,24684.66,9873.864,6.2348595595991805,1.7736741429360958,6.132152718073902,4.111933523572577,4.005920128194192,47l228,Voskop,7,Korce,21,Korces
