LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_2,ID_2,ID_1,NAME_1
20.8818,42.6072,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",55.41446849344279,Ind,683.760683760684,525.0,19892373.30533844,2983855.995800766,4973093.3263346115,11935423.983203065,4828.283948098228,1765.5610054430524,109.81690425752012,215.4766560357277,696.9515219121,Gllogoc,16,5,Pristina
20.8818,42.6072,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",41.560851370082105,Ind,683.760683760684,525.0,14919279.979003835,2237891.996850576,3729819.994750959,8951567.987402301,3621.212961073672,1324.1707540822902,82.36267819314014,161.60749202679585,522.7136414340754,Gllogoc,16,5,Pristina
20.8818,42.6072,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",13.853617123360698,Ind,683.760683760684,475.0,4499465.390493219,674919.8085739828,1124866.347623305,2699679.2342959307,1207.0709870245566,441.39025136076316,27.45422606438003,53.869164008931925,174.237880478025,Gllogoc,16,5,Pristina
20.8818,42.6072,S+SL/LFM+CDL/H:1,"Steel, low rise",27.707234246721395,Ind,683.760683760684,500.0,9472558.71682783,1420883.8075241745,2368139.6792069576,5683535.230096698,2414.1419740491133,882.7805027215262,54.90845212876006,107.73832801786385,348.47576095605,Gllogoc,16,5,Pristina
20.8818,42.6072,S/LFM+CDM/H:1,"Steel, low rise",72.03880904147564,Ind,683.760683760684,500.0,24628652.66375237,3694297.899562855,6157163.165938091,14777191.59825142,6276.769132527697,2295.229307075969,142.76197553477624,280.11965284644606,906.0369784857306,Gllogoc,16,5,Pristina
21.0483,42.6128,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",19.913383622987524,Ind,683.760683760684,525.0,7148394.121072446,1072259.1181608671,1787098.5302681115,4289036.4726434685,2154.6869828862086,787.9054663754912,49.00727808225536,96.15937067224571,311.0240383766641,Fushe Kosova,17,5,Pristina
21.0483,42.6128,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",11.948030173792516,Ind,683.760683760684,525.0,4289036.4726434685,643355.4708965203,1072259.1181608671,2573421.8835860807,1292.8121897317255,472.74327982529485,29.40436684935323,57.695622403347436,186.6144230259985,Fushe Kosova,17,5,Pristina
21.0483,42.6128,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",26.55117816398337,Ind,683.760683760684,525.0,9531192.16142993,1429678.8242144894,2382798.0403574826,5718715.296857958,2872.915977181613,1050.5406218339888,65.34303744300718,128.21249422966102,414.6987178355523,Fushe Kosova,17,5,Pristina
21.0483,42.6128,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",19.913383622987524,Ind,683.760683760684,525.0,7148394.121072446,1072259.1181608671,1787098.5302681115,4289036.4726434685,2154.6869828862086,787.9054663754912,49.00727808225536,96.15937067224571,311.0240383766641,Fushe Kosova,17,5,Pristina
21.0483,42.6128,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",6.637794540995841,Ind,683.760683760684,475.0,2155864.89365677,323379.73404851544,538966.2234141924,1293518.9361940618,718.228994295403,262.63515545849714,16.335759360751794,32.05312355741524,103.67467945888805,Fushe Kosova,17,5,Pristina
21.0483,42.6128,S+SL/LFM+CDL/H:1,"Steel, low rise",13.275589081991685,Ind,683.760683760684,500.0,4538662.934014251,680799.4401021379,1134665.7335035629,2723197.7604085514,1436.4579885908065,525.2703109169944,32.67151872150359,64.10624711483051,207.34935891777616,Fushe Kosova,17,5,Pristina
21.0483,42.6128,S/LFM+CDM/H:1,"Steel, low rise",34.51653161317838,Ind,683.760683760684,500.0,11800523.628437055,1770078.5442655585,2950130.9071092643,7080314.177062234,3734.790770336096,1365.7028083841851,84.94594867590935,166.6762424985593,539.1083331862179,Fushe Kosova,17,5,Pristina
21.1136,42.518,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",35.482029000959585,Ind,683.760683760684,525.0,12737138.615729084,1910570.7923593626,3184284.653932271,7642283.16943745,3563.922923282511,1303.2214773181772,81.05964492859906,159.0507522202519,514.4439581556761,Lipjan,18,5,Pristina
21.1136,42.518,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",21.28921740057575,Ind,683.760683760684,525.0,7642283.169437451,1146342.4754156177,1910570.7923593628,4585369.901662472,2138.3537539695058,781.9328863909062,48.63578695715943,95.43045133215112,308.6663748934056,Lipjan,18,5,Pristina
21.1136,42.518,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",47.309372001279456,Ind,683.760683760684,525.0,16982851.487638786,2547427.7231458174,4245712.871909697,10189710.89258327,4751.897231043347,1737.6286364242364,108.07952657146544,212.06766962700252,685.9252775409014,Lipjan,18,5,Pristina
21.1136,42.518,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",35.482029000959585,Ind,683.760683760684,525.0,12737138.615729084,1910570.7923593626,3184284.653932271,7642283.16943745,3563.922923282511,1303.2214773181772,81.05964492859906,159.0507522202519,514.4439581556761,Lipjan,18,5,Pristina
21.1136,42.518,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",11.827343000319864,Ind,683.760683760684,475.0,3841359.2650611536,576203.8897591729,960339.8162652884,2304815.5590366917,1187.9743077608368,434.4071591060591,27.01988164286636,53.01691740675064,171.48131938522536,Lipjan,18,5,Pristina
21.1136,42.518,S+SL/LFM+CDL/H:1,"Steel, low rise",23.654686000639728,Ind,683.760683760684,500.0,8087072.13697085,1213060.8205456277,2021768.0342427124,4852243.28218251,2375.9486155216737,868.8143182121182,54.03976328573272,106.03383481350129,342.9626387704507,Lipjan,18,5,Pristina
21.1136,42.518,S/LFM+CDM/H:1,"Steel, low rise",61.50218360166328,Ind,683.760683760684,500.0,21026387.556124207,3153958.1334186313,5256596.889031052,12615832.533674525,6177.466400356352,2258.917227351508,140.50338454290505,275.68797051510325,891.7028608031718,Lipjan,18,5,Pristina
21.3697,42.5727,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",3.944564985606142,Ind,683.760683760684,525.0,1415997.6871406666,212399.6530711,353999.42178516666,849598.6122843998,416.3117325018322,152.23291937981122,9.468802199887925,18.579159998091765,60.093627192596976,Novoberde,19,5,Pristina
21.3697,42.5727,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",2.366738991363685,Ind,683.760683760684,525.0,849598.6122844,127439.79184266,212399.6530711,509759.16737064,249.7870395010993,91.33975162788671,5.6812813199327525,11.147495998855057,36.05617631555818,Novoberde,19,5,Pristina
21.3697,42.5727,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",5.259419980808191,Ind,683.760683760684,525.0,1887996.916187556,283199.53742813336,471999.229046889,1132798.1497125337,555.082310002443,202.97722583974831,12.625069599850564,24.772213330789032,80.12483625679597,Novoberde,19,5,Pristina
21.3697,42.5727,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",3.944564985606142,Ind,683.760683760684,525.0,1415997.6871406666,212399.6530711,353999.42178516666,849598.6122843998,416.3117325018322,152.23291937981122,9.468802199887925,18.579159998091765,60.093627192596976,Novoberde,19,5,Pristina
21.3697,42.5727,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",1.3148549952020474,Ind,683.760683760684,475.0,427046.9215186138,64057.03822779207,106761.73037965344,256228.1529111683,138.77057750061078,50.74430645993708,3.1562673999626414,6.193053332697258,20.031209064198997,Novoberde,19,5,Pristina
21.3697,42.5727,S+SL/LFM+CDL/H:1,"Steel, low rise",2.6297099904040957,Ind,683.760683760684,500.0,899046.1505655029,134856.92258482546,224761.53764137573,539427.6903393017,277.5411550012215,101.48861291987416,6.312534799925282,12.386106665394516,40.062418128397994,Novoberde,19,5,Pristina
21.3697,42.5727,S/LFM+CDM/H:1,"Steel, low rise",6.837245975050648,Ind,683.760683760684,500.0,2337519.991470308,350627.9987205461,584379.9978675769,1402511.9948821843,721.6070030031759,263.87039359167284,16.412590479805733,32.20387733002574,104.16228713383477,Novoberde,19,5,Pristina
21.06,42.6782,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",7.203118669367736,Ind,683.760683760684,525.0,2585734.9069525213,387860.2360428782,646433.7267381303,1551440.9441715127,1333.1998103257504,487.5118412417223,30.322963085954036,59.49804113521759,192.44428182096462,Obiliq,20,5,Pristina
21.06,42.6782,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",4.321871201620642,Ind,683.760683760684,525.0,1551440.9441715127,232716.14162572692,387860.2360428782,930864.5665029077,799.9198861954503,292.50710474503336,18.193777851572413,35.698824681130546,115.46656909257878,Obiliq,20,5,Pristina
21.06,42.6782,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",9.60415822582365,Ind,683.760683760684,525.0,3447646.5426033624,517146.9813905043,861911.6356508406,2068587.9255620171,1777.5997471010007,650.0157883222963,40.43061744793871,79.33072151362346,256.5923757612862,Obiliq,20,5,Pristina
21.06,42.6782,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",7.203118669367736,Ind,683.760683760684,525.0,2585734.9069525213,387860.2360428782,646433.7267381303,1551440.9441715127,1333.1998103257504,487.5118412417223,30.322963085954036,59.49804113521759,192.44428182096462,Obiliq,20,5,Pristina
21.06,42.6782,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",2.4010395564559124,Ind,683.760683760684,475.0,779824.8132079034,116973.7219811855,194956.20330197585,467894.887924742,444.3999367752502,162.50394708057408,10.107654361984675,19.832680378405865,64.14809394032154,Obiliq,20,5,Pristina
21.06,42.6782,S+SL/LFM+CDL/H:1,"Steel, low rise",4.802079112911825,Ind,683.760683760684,500.0,1641736.448858744,246260.4673288116,410434.112214686,985041.8693152464,888.7998735505004,325.00789416114816,20.215308723969354,39.66536075681173,128.2961878806431,Obiliq,20,5,Pristina
21.06,42.6782,S/LFM+CDM/H:1,"Steel, low rise",12.485405693570746,Ind,683.760683760684,500.0,4268514.767032735,640277.2150549103,1067128.6917581838,2561108.860219641,2310.879671231301,845.0205248189855,52.55980268232033,103.12993796771052,333.57008848967206,Obiliq,20,5,Pristina
21.1902,42.8895,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",40.245996374880036,Ind,683.760683760684,525.0,14447280.74995694,2167092.112493541,3611820.187489235,8668368.449974164,5475.281916284684,2002.149075968778,124.53254954493696,244.35088135995284,790.3441689578892,Podujeve,21,5,Pristina
21.1902,42.8895,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",24.14759782492803,Ind,683.760683760684,525.0,8668368.449974166,1300255.2674961248,2167092.1124935416,5201021.069984498,3285.169149770811,1201.289445581267,74.71952972696221,146.61052881597172,474.20650137473365,Podujeve,21,5,Pristina
21.1902,42.8895,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",53.66132849984007,Ind,683.760683760684,525.0,19263040.999942593,2889456.149991389,4815760.249985648,11557824.599965556,7300.375888379582,2669.532101291705,166.0433993932494,325.8011751466039,1053.7922252771864,Podujeve,21,5,Pristina
21.1902,42.8895,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",40.245996374880036,Ind,683.760683760684,525.0,14447280.74995694,2167092.112493541,3611820.187489235,8668368.449974164,5475.281916284684,2002.149075968778,124.53254954493696,244.35088135995284,790.3441689578892,Podujeve,21,5,Pristina
21.1902,42.8895,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",13.415332124960015,Ind,683.760683760684,475.0,4357116.416653682,653567.4624980522,1089279.1041634204,2614269.8499922086,1825.0939720948948,667.3830253229261,41.51084984831233,81.45029378665096,263.4480563192964,Podujeve,21,5,Pristina
21.1902,42.8895,S+SL/LFM+CDL/H:1,"Steel, low rise",26.830664249920034,Ind,683.760683760684,500.0,9172876.66663933,1375931.4999958994,2293219.1666598325,5503725.9999835985,3650.187944189791,1334.7660506458526,83.0216996966247,162.90058757330198,526.8961126385932,Podujeve,21,5,Pristina
21.1902,42.8895,S/LFM+CDM/H:1,"Steel, low rise",69.75972704979209,Ind,683.760683760684,500.0,23849479.33326226,3577421.8999893386,5962369.833315565,14309687.599957354,9490.488654893454,3470.391731679216,215.85641921122414,423.54152769058504,1369.9298928603414,Podujeve,21,5,Pristina
21.1575,42.6716,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",105.20745548565945,Ind,683.760683760684,525.0,37766778.892288014,5665016.833843202,9441694.723072004,22660067.33537281,12305.417544868014,4499.728186340659,279.8805693492506,549.1661741923698,1776.2583099607598,Prishtine,22,5,Pristina
21.1575,42.6716,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",63.124473291395645,Ind,683.760683760684,525.0,22660067.3353728,3399010.10030592,5665016.833843201,13596040.40122368,7383.2505269208095,2699.836911804395,167.9283416095503,329.49970451542185,1065.7549859764556,Prishtine,22,5,Pristina
21.1575,42.6716,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",140.27660731421258,Ind,683.760683760684,525.0,50355705.18971735,7553355.778457602,12588926.297429338,30213423.11383041,16407.223393157354,5999.637581787545,373.17409246566734,732.2215655898264,2368.3444132810127,Prishtine,22,5,Pristina
21.1575,42.6716,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",105.20745548565945,Ind,683.760683760684,525.0,37766778.892288014,5665016.833843202,9441694.723072004,22660067.33537281,12305.417544868014,4499.728186340659,279.8805693492506,549.1661741923698,1776.2583099607598,Prishtine,22,5,Pristina
21.1575,42.6716,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",35.069151828553146,Ind,683.760683760684,475.0,11389980.9357694,1708497.14036541,2847495.233942351,6833988.561461641,4101.8058482893375,1499.9093954468865,93.29352311641684,183.0553913974566,592.0861033202532,Prishtine,22,5,Pristina
21.1575,42.6716,S+SL/LFM+CDL/H:1,"Steel, low rise",70.13830365710629,Ind,683.760683760684,500.0,23978907.23319874,3596836.0849798108,5994726.808299685,14387344.339919245,8203.611696578677,2999.8187908937725,186.58704623283367,366.1107827949132,1184.1722066405064,Prishtine,22,5,Pristina
21.1575,42.6716,S/LFM+CDM/H:1,"Steel, low rise",182.3595895084764,Ind,683.760683760684,500.0,62345158.80631674,9351773.820947513,15586289.701579185,37407095.28379005,21329.390411104563,7799.52885632381,485.1263202053677,951.8880352667744,3078.847737265317,Prishtine,22,5,Pristina
20.6593,42.0101,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",27.993072289156622,Ind,683.760683760684,525.0,10048795.180722892,1507319.2771084341,2512198.795180723,6029277.1084337365,2103.3363010647618,769.128036878502,47.83933249956748,93.86769244391822,303.61168727399587,Dragash,23,6,Prizren
20.6593,42.0101,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",16.795843373493973,Ind,683.760683760684,525.0,6029277.1084337365,904391.5662650604,1507319.2771084341,3617566.2650602404,1262.0017806388573,461.47682212710123,28.703599499740488,56.320615466350915,182.16701236439755,Dragash,23,6,Prizren
20.6593,42.0101,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",37.32409638554218,Ind,683.760683760684,525.0,13398393.574297195,2009759.0361445798,3349598.393574299,8039036.144578317,2804.4484014196837,1025.5040491713364,63.78577666609001,125.15692325855764,404.8155830319947,Dragash,23,6,Prizren
20.6593,42.0101,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",27.993072289156622,Ind,683.760683760684,525.0,10048795.180722892,1507319.2771084341,2512198.795180723,6029277.1084337365,2103.3363010647618,769.128036878502,47.83933249956748,93.86769244391822,303.61168727399587,Dragash,23,6,Prizren
20.6593,42.0101,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",9.331024096385544,Ind,683.760683760684,475.0,3030589.022757699,454588.3534136548,757647.2556894247,1818353.4136546191,701.1121003549209,256.3760122928341,15.946444166522502,31.28923081463941,101.2038957579987,Dragash,23,6,Prizren
20.6593,42.0101,S+SL/LFM+CDL/H:1,"Steel, low rise",18.66204819277109,Ind,683.760683760684,500.0,6380187.416331997,957028.1124497995,1595046.8540829998,3828112.4497991996,1402.2242007098419,512.7520245856682,31.892888333045004,62.578461629278834,202.4077915159974,Dragash,23,6,Prizren
20.6593,42.0101,S/LFM+CDM/H:1,"Steel, low rise",48.521325301204826,Ind,683.760683760684,500.0,16588487.282463193,2488273.0923694787,4147121.8206157982,9953092.369477917,3645.7829218455877,1333.1552639227368,82.92150966591699,162.7040002361249,526.2602579415931,Dragash,23,6,Prizren
20.7355,42.4866,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",24.08661904254185,Ind,683.760683760684,525.0,8646478.63065605,1296971.7945984076,2161619.6576640126,5187887.17839363,3378.812995559899,1235.5322374928855,76.84941217751211,150.78966636584713,487.7237720120816,Malisheve,24,6,Prizren
20.7355,42.4866,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",14.45197142552511,Ind,683.760683760684,525.0,5187887.17839363,778183.0767590445,1296971.7945984076,3112732.307036178,2027.287797335939,741.3193424957312,46.10964730650727,90.47379981950829,292.634263207249,Malisheve,24,6,Prizren
20.7355,42.4866,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",32.115492056722466,Ind,683.760683760684,525.0,11528638.174208067,1729295.72613121,2882159.543552017,6917182.90452484,4505.083994079864,1647.3763166571807,102.46588290334948,201.05288848779617,650.2983626827753,Malisheve,24,6,Prizren
20.7355,42.4866,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",24.08661904254185,Ind,683.760683760684,525.0,8646478.63065605,1296971.7945984076,2161619.6576640126,5187887.17839363,3378.812995559899,1235.5322374928855,76.84941217751211,150.78966636584713,487.7237720120816,Malisheve,24,6,Prizren
20.7355,42.4866,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",8.028873014180617,Ind,683.760683760684,475.0,2607668.158451825,391150.22376777366,651917.0396129562,1564600.8950710946,1126.270998519966,411.8440791642952,25.61647072583737,50.26322212194904,162.57459067069382,Malisheve,24,6,Prizren
20.7355,42.4866,S+SL/LFM+CDL/H:1,"Steel, low rise",16.057746028361233,Ind,683.760683760684,500.0,5489827.702003842,823474.1553005764,1372456.9255009606,3293896.621202305,2252.541997039932,823.6881583285904,51.232941451674726,100.52644424389808,325.14918134138765,Malisheve,24,6,Prizren
20.7355,42.4866,S/LFM+CDM/H:1,"Steel, low rise",41.750139673739206,Ind,683.760683760684,500.0,14273552.02520999,2141032.803781498,3568388.0063024973,8564131.215125993,5856.609192303826,2141.5892116543355,133.20564777435436,261.3687550341351,845.3878714876082,Malisheve,24,6,Prizren
20.7066,42.2233,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",191.93071756050753,Ind,683.760683760684,525.0,68898206.30377194,10334730.945565792,17224551.575942986,41338923.78226317,10999.006704697313,4022.0122812100176,250.16690799498798,490.86367121723157,1587.6809534740796,Prizren,25,6,Prizren
20.7066,42.2233,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",115.15843053630451,Ind,683.760683760684,525.0,41338923.78226317,6200838.567339475,10334730.945565792,24803354.269357897,6599.404022818388,2413.207368726011,150.10014479699282,294.51820273033894,952.6085720844476,Prizren,25,6,Prizren
20.7066,42.2233,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",255.9076234140101,Ind,683.760683760684,525.0,91864275.07169595,13779641.260754393,22966068.76792399,55118565.04301757,14665.34227292975,5362.683041613358,333.5558773266507,654.484894956309,2116.9079379654395,Prizren,25,6,Prizren
20.7066,42.2233,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",191.93071756050753,Ind,683.760683760684,525.0,68898206.30377194,10334730.945565792,17224551.575942986,41338923.78226317,10999.006704697313,4022.0122812100176,250.16690799498798,490.86367121723157,1587.6809534740796,Prizren,25,6,Prizren
20.7066,42.2233,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",63.97690585350252,Ind,683.760683760684,475.0,20778824.123359803,3116823.618503969,5194706.03083995,12467294.47401588,3666.3355682324377,1340.6707604033395,83.38896933166268,163.62122373907724,529.2269844913599,Prizren,25,6,Prizren
20.7066,42.2233,S+SL/LFM+CDL/H:1,"Steel, low rise",127.95381170700504,Ind,683.760683760684,500.0,43744892.89128379,6561733.933692567,10936223.222820947,26246935.73477027,7332.671136464875,2681.341520806679,166.77793866332536,327.2424474781545,1058.4539689827195,Prizren,25,6,Prizren
20.7066,42.2233,S/LFM+CDM/H:1,"Steel, low rise",332.6799104382132,Ind,683.760683760684,500.0,113736721.51733786,17060508.22760068,28434180.379334465,68242032.91040272,19064.94495480868,6971.487954097367,433.62264052464604,850.8303634432018,2751.980319355072,Prizren,25,6,Prizren
20.8087,42.3489,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",48.992640473398,Ind,683.760683760684,525.0,17587101.708399285,2638065.2562598926,4396775.427099821,10552261.02503957,3694.8980960728804,1351.1152342400178,84.03860974612962,164.8959122315405,533.3499187392292,Suhareke,26,6,Prizren
20.8087,42.3489,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",29.3955842840388,Ind,683.760683760684,525.0,10552261.025039572,1582839.1537559358,2638065.256259893,6331356.615023742,2216.938857643728,810.6691405440108,50.42316584767777,98.93754733892428,320.0099512435376,Suhareke,26,6,Prizren
20.8087,42.3489,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",65.32352063119735,Ind,683.760683760684,525.0,23449468.94453239,3517420.341679858,5862367.236133098,14069681.366719436,4926.530794763843,1801.4869789866918,112.05147966150622,219.86121630872083,711.1332249856397,Suhareke,26,6,Prizren
20.8087,42.3489,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",48.992640473398,Ind,683.760683760684,525.0,17587101.708399285,2638065.2562598926,4396775.427099821,10552261.02503957,3694.8980960728804,1351.1152342400178,84.03860974612962,164.8959122315405,533.3499187392292,Suhareke,26,6,Prizren
20.8087,42.3489,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",16.33088015779934,Ind,683.760683760684,475.0,5304046.546977565,795606.9820466347,1326011.6367443912,3182427.928186538,1231.6326986909608,450.3717447466729,28.012869915376555,54.965304077180186,177.78330624640992,Suhareke,26,6,Prizren
20.8087,42.3489,S+SL/LFM+CDL/H:1,"Steel, low rise",32.66176031559868,Ind,683.760683760684,500.0,11166413.783110663,1674962.0674665994,2791603.445777666,6699848.269866398,2463.265397381921,900.7434894933458,56.02573983075311,109.93060815436041,355.56661249281984,Suhareke,26,6,Prizren
20.8087,42.3489,S/LFM+CDM/H:1,"Steel, low rise",84.92057682055653,Ind,683.760683760684,500.0,29032675.836087715,4354901.375413157,7258168.959021929,17419605.50165263,6404.490033192993,2341.933072682698,145.666923559958,285.81958120133686,924.4731924813307,Suhareke,26,6,Prizren
21.0379,42.4386,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",14.920745815118881,Ind,683.760683760684,525.0,5356165.16440165,803424.7746602475,1339041.2911004126,3213699.09864099,1690.4891928785944,618.1620284045121,38.449331447427184,75.44315169978591,244.0181705172417,Shtime,27,7,Ferizaj
21.0379,42.4386,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",8.952447489071329,Ind,683.760683760684,525.0,3213699.0986409904,482054.8647961486,803424.7746602476,1928219.4591845945,1014.2935157271567,370.8972170427072,23.069598868456318,45.26589101987154,146.41090231034505,Shtime,27,7,Ferizaj
21.0379,42.4386,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",19.89432775349184,Ind,683.760683760684,525.0,7141553.552535534,1071233.03288033,1785388.3881338837,4284932.13152132,2253.9855905047925,824.2160378726826,51.26577526323624,100.59086893304787,325.3575606896556,Shtime,27,7,Ferizaj
21.0379,42.4386,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",14.920745815118881,Ind,683.760683760684,525.0,5356165.16440165,803424.7746602475,1339041.2911004126,3213699.09864099,1690.4891928785944,618.1620284045121,38.449331447427184,75.44315169978591,244.0181705172417,Shtime,27,7,Ferizaj
21.0379,42.4386,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",4.97358193837296,Ind,683.760683760684,475.0,1615351.398787799,242302.70981816988,403837.84969694976,969210.8392726795,563.4963976261981,206.05400946817062,12.81644381580906,25.147717233261968,81.3393901724139,Shtime,27,7,Ferizaj
21.0379,42.4386,S+SL/LFM+CDL/H:1,"Steel, low rise",9.94716387674592,Ind,683.760683760684,500.0,3400739.7869216832,510110.9680382525,850184.9467304208,2040443.8721530098,1126.9927952523965,412.1080189363413,25.63288763161812,50.295434466523936,162.6787803448278,Shtime,27,7,Ferizaj
21.0379,42.4386,S/LFM+CDM/H:1,"Steel, low rise",25.8626260795394,Ind,683.760683760684,500.0,8841923.445996378,1326288.5168994565,2210480.8614990944,5305154.067597826,2930.1812676562317,1071.4808492344878,66.64550784220715,130.7681296129623,422.96482889655226,Shtime,27,7,Ferizaj
21.0189,42.232,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",2.153313253012048,Ind,683.760683760684,525.0,772984.2446709919,115947.63670064876,193246.06116774798,463790.5468025951,429.9227565990832,157.21006936696503,9.778378137467849,19.186592781503887,62.05834676197893,Shterpce,28,7,Ferizaj
21.0189,42.232,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",1.2919879518072286,Ind,683.760683760684,525.0,463790.546802595,69568.58202038924,115947.63670064876,278274.3280815569,257.95365395944987,94.326041620179,5.867026882480706,11.511955668902328,37.23500805718734,Shterpce,28,7,Ferizaj
21.0189,42.232,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",2.871084337349397,Ind,683.760683760684,525.0,1030645.6595613223,154596.84893419835,257661.41489033055,618387.3957367934,573.2303421321109,209.61342582262,13.037837516623796,25.58212370867184,82.7444623493052,Shterpce,28,7,Ferizaj
21.0189,42.232,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",2.153313253012048,Ind,683.760683760684,525.0,772984.2446709919,115947.63670064876,193246.06116774798,463790.5468025951,429.9227565990832,157.21006936696503,9.778378137467849,19.186592781503887,62.05834676197893,Shterpce,28,7,Ferizaj
21.0189,42.232,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",0.7177710843373493,Ind,683.760683760684,475.0,233122.2325198229,34968.33487797343,58280.55812995572,139873.33951189372,143.30758553302772,52.403356455655,3.2594593791559485,6.39553092716796,20.686115587326306,Shterpce,28,7,Ferizaj
21.0189,42.232,S+SL/LFM+CDL/H:1,"Steel, low rise",1.4355421686746983,Ind,683.760683760684,500.0,490783.6474101534,73617.547111523,122695.91185253835,294470.188446092,286.6151710660554,104.80671291131,6.518918758311896,12.791061854335918,41.37223117465261,Shterpce,28,7,Ferizaj
