LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_2,ID_2,ID_1,NAME_1
20.293,42.5311,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",18.96059014820343,Ind,683.760683760684,525.0,6806365.694226874,1020954.8541340312,1701591.4235567185,4083819.416536125,2475.9071515813384,905.3662060723236,56.31327020914175,110.49478436077196,357.3914202140791,Decan,2,1,Gjakova
20.293,42.5311,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",6.3201967160678105,Ind,683.760683760684,475.0,2052713.463338264,307907.0195007396,513178.365834566,1231628.0780029583,825.3023838604463,301.78873535744134,18.77109006971392,36.83159478692399,119.13047340469306,Decan,2,1,Gjakova
20.293,42.5311,S+SL/LFM+CDL/H:1,"Steel, low rise",12.64039343213562,Ind,683.760683760684,500.0,4321502.028080555,648225.3042120832,1080375.5070201387,2592901.216848333,1650.6047677208921,603.5774707148825,37.54218013942783,73.66318957384797,238.2609468093861,Decan,2,1,Gjakova
20.293,42.5311,S/LFM+CDM/H:1,"Steel, low rise",32.86502292355261,Ind,683.760683760684,500.0,11235905.273009442,1685385.790951416,2808976.3182523604,6741543.163805665,4291.572396074319,1569.3014238586939,97.60966836251237,191.5242928920047,619.4784617044038,Decan,2,1,Gjakova
20.5916,42.3867,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",38.988308988165066,Ind,683.760683760684,525.0,13995803.226520795,2099370.483978119,3498950.806630199,8397481.935912477,3477.4929202649687,1271.6165748997512,79.09383772496659,155.19355404558502,501.96798889010086,Rahovec,3,1,Gjakova
20.5916,42.3867,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",23.392985392899035,Ind,683.760683760684,525.0,8397481.935912477,1259622.2903868714,2099370.483978119,5038489.161547487,2086.4957521589813,762.9699449398507,47.456302634979956,93.116132427351,301.1807933340605,Rahovec,3,1,Gjakova
20.5916,42.3867,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",51.9844119842201,Ind,683.760683760684,525.0,18661070.9686944,2799160.6453041597,4665267.742173599,11196642.581216637,4636.6572270199595,1695.4887665330018,105.45845029995544,206.92473872744674,669.290651853468,Rahovec,3,1,Gjakova
20.5916,42.3867,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",38.988308988165066,Ind,683.760683760684,525.0,13995803.226520795,2099370.483978119,3498950.806630199,8397481.935912477,3477.4929202649687,1271.6165748997512,79.09383772496659,155.19355404558502,501.96798889010086,Rahovec,3,1,Gjakova
20.5916,42.3867,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",12.996102996055026,Ind,683.760683760684,475.0,4220956.528633256,633143.4792949884,1055239.132158314,2532573.9171799542,1159.1643067549899,423.8721916332505,26.36461257498886,51.73118468186168,167.322662963367,Rahovec,3,1,Gjakova
20.5916,42.3867,S+SL/LFM+CDL/H:1,"Steel, low rise",25.99220599211005,Ind,683.760683760684,500.0,8886224.270806856,1332933.6406210284,2221556.067701714,5331734.5624841135,2318.3286135099797,847.7443832665009,52.72922514997772,103.46236936372335,334.645325926734,Rahovec,3,1,Gjakova
20.5916,42.3867,S/LFM+CDM/H:1,"Steel, low rise",67.57973557948611,Ind,683.760683760684,500.0,23104183.104097825,3465627.4656146737,5776045.776024456,13862509.862458695,6027.654395125946,2204.1353964929017,137.09598538994206,269.0021603456807,870.0778474095082,Rahovec,3,1,Gjakova
21.4687,42.4547,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",58.57774282972599,Ind,683.760683760684,525.0,21027907.682465747,3154186.152369862,5256976.920616437,12616744.609479448,5579.15877746325,2040.1337797343754,126.89517681401287,248.98669792062992,805.3385514896727,Gjilan,4,2,Gnjilane
21.4687,42.4547,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",35.146645697835595,Ind,683.760683760684,525.0,12616744.609479448,1892511.691421917,3154186.152369862,7570046.765687669,3347.4952664779503,1224.080267840625,76.13710608840773,149.39201875237796,483.20313089380363,Gjilan,4,2,Gnjilane
21.4687,42.4547,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",78.10365710630133,Ind,683.760683760684,525.0,28037210.243287664,4205581.53649315,7009302.560821916,16822326.1459726,7438.878369950999,2720.1783729791664,169.1935690853505,331.98226389417323,1073.7847353195634,Gjilan,4,2,Gnjilane
21.4687,42.4547,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",58.57774282972599,Ind,683.760683760684,525.0,21027907.682465747,3154186.152369862,5256976.920616437,12616744.609479448,5579.15877746325,2040.1337797343754,126.89517681401287,248.98669792062992,805.3385514896727,Gjilan,4,2,Gnjilane
21.4687,42.4547,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",19.525914276575328,Ind,683.760683760684,475.0,6341749.935981733,951262.4903972595,1585437.4839954332,3805049.961589039,1859.7195924877497,680.0445932447916,42.29839227133762,82.99556597354331,268.44618382989086,Gjilan,4,2,Gnjilane
21.4687,42.4547,S+SL/LFM+CDL/H:1,"Steel, low rise",39.051828553150656,Ind,683.760683760684,500.0,13351052.496803647,2002657.874520547,3337763.1242009117,8010631.498082188,3719.4391849754993,1360.0891864895832,84.59678454267524,165.99113194708661,536.8923676597817,Gjilan,4,2,Gnjilane
21.4687,42.4547,S/LFM+CDM/H:1,"Steel, low rise",101.53475423819172,Ind,683.760683760684,500.0,34712736.49168949,5206910.473753423,8678184.122922372,20827641.895013694,9670.541880936302,3536.231884872917,219.95163981095573,431.57694306242524,1395.9201559154328,Gjilan,4,2,Gnjilane
21.6098,42.5758,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",17.98874080392366,Ind,683.760683760684,525.0,6457496.698844393,968624.5048266588,1614374.1747110982,3874498.019306635,2232.517293405946,816.3657149383989,50.77748957987154,99.63278177012054,322.2586620961303,Kamenice,5,2,Gnjilane
21.6098,42.5758,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",10.793244482354194,Ind,683.760683760684,525.0,3874498.0193066346,581174.7028959951,968624.5048266586,2324698.8115839805,1339.5103760435675,489.8194289630394,30.46649374792292,59.779669062072344,193.35519725767818,Kamenice,5,2,Gnjilane
21.6098,42.5758,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",23.98498773856488,Ind,683.760683760684,525.0,8609995.59845919,1291499.3397688784,2152498.899614797,5165997.359075514,2976.689724541261,1088.4876199178652,67.70331943982872,132.8437090268274,429.67821612817374,Kamenice,5,2,Gnjilane
21.6098,42.5758,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",17.98874080392366,Ind,683.760683760684,525.0,6457496.698844393,968624.5048266588,1614374.1747110982,3874498.019306635,2232.517293405946,816.3657149383989,50.77748957987154,99.63278177012054,322.2586620961303,Kamenice,5,2,Gnjilane
21.6098,42.5758,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",5.99624693464122,Ind,683.760683760684,475.0,1947499.0044133882,292124.8506620082,486874.7511033471,1168499.4026480329,744.1724311353154,272.1219049794663,16.92582985995718,33.21092725670685,107.41955403204344,Kamenice,5,2,Gnjilane
21.6098,42.5758,S+SL/LFM+CDL/H:1,"Steel, low rise",11.99249386928244,Ind,683.760683760684,500.0,4099997.9040281856,614999.6856042278,1024999.4760070464,2459998.7424169118,1488.3448622706308,544.2438099589326,33.85165971991436,66.4218545134137,214.83910806408687,Kamenice,5,2,Gnjilane
21.6098,42.5758,S/LFM+CDM/H:1,"Steel, low rise",31.18048406013434,Ind,683.760683760684,500.0,10659994.550473282,1598999.1825709925,2664998.6376183205,6395996.730283969,3869.6966419036403,1415.0339058932245,88.0143152717773,172.69682173487564,558.5816809666259,Kamenice,5,2,Gnjilane
21.3422,42.3403,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",33.843224224330946,Ind,683.760683760684,525.0,12148849.721554702,1822327.4582332054,3037212.4303886755,7289309.8329328215,2907.0054057160914,1063.0061202109057,66.11838445030963,129.73383724629772,419.61944730250434,Viti,6,2,Gnjilane
21.3422,42.3403,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",20.305934534598567,Ind,683.760683760684,525.0,7289309.8329328215,1093396.474939923,1822327.4582332047,4373585.899759692,1744.2032434296548,637.8036721265435,39.67103067018578,77.84030234777863,251.77166838150262,Viti,6,2,Gnjilane
21.3422,42.3403,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",45.1242989657746,Ind,683.760683760684,525.0,16198466.29540627,2429769.9443109403,4049616.573851568,9719079.77724376,3876.0072076214565,1417.3414936145416,88.15784593374619,172.97844966173034,559.4925964033393,Viti,6,2,Gnjilane
21.3422,42.3403,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",33.843224224330946,Ind,683.760683760684,525.0,12148849.721554702,1822327.4582332054,3037212.4303886755,7289309.8329328215,2907.0054057160914,1063.0061202109057,66.11838445030963,129.73383724629772,419.61944730250434,Viti,6,2,Gnjilane
21.3422,42.3403,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",11.28107474144365,Ind,683.760683760684,475.0,3663938.804913323,549590.8207369985,915984.7012283307,2198363.282947994,969.0018019053641,354.3353734036354,22.039461483436547,43.24461241543258,139.87314910083484,Viti,6,2,Gnjilane
21.3422,42.3403,S+SL/LFM+CDL/H:1,"Steel, low rise",22.5621494828873,Ind,683.760683760684,500.0,7713555.378764891,1157033.3068147337,1928388.8446912228,4628133.227258935,1938.0036038107282,708.6707468072708,44.078922966873094,86.48922483086517,279.7462982016697,Viti,6,2,Gnjilane
21.3422,42.3403,S/LFM+CDM/H:1,"Steel, low rise",58.661588655506975,Ind,683.760683760684,500.0,20055243.98478872,3008286.5977183073,5013810.996197179,12033146.39087323,5038.809369907893,1842.543941698904,114.60519971387006,224.87198456024944,727.3403753243409,Viti,6,2,Gnjilane
20.8637,42.8829,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",38.14985073035504,Ind,683.760683760684,525.0,13694818.210896686,2054222.7316345025,3423704.5527241714,8216890.92653801,4448.886962769247,1626.8267201193112,101.18770952470508,198.54492737446586,642.186452339494,Mitrovice,7,3,Kosovska Mitrovica
20.8637,42.8829,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",22.889910438213025,Ind,683.760683760684,525.0,8216890.926538011,1232533.6389807016,2054222.7316345028,4930134.555922806,2669.332177661547,976.0960320715867,60.71262571482306,119.1269564246795,385.3118714036965,Mitrovice,7,3,Kosovska Mitrovica
20.8637,42.8829,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",50.866467640473395,Ind,683.760683760684,525.0,18259757.61452892,2738963.6421793373,4564939.403632229,10955854.56871735,5931.849283692329,2169.1022934924154,134.91694603294016,264.72656983262124,856.2486031193257,Mitrovice,7,3,Kosovska Mitrovica
20.8637,42.8829,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",38.14985073035504,Ind,683.760683760684,525.0,13694818.210896686,2054222.7316345025,3423704.5527241714,8216890.92653801,4448.886962769247,1626.8267201193112,101.18770952470508,198.54492737446586,642.186452339494,Mitrovice,7,3,Kosovska Mitrovica
20.8637,42.8829,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",12.716616910118349,Ind,683.760683760684,475.0,4130183.2699529687,619527.4904929453,1032545.8174882423,2478109.9619717808,1482.9623209230822,542.2755733731038,33.72923650823504,66.18164245815531,214.06215077983143,Mitrovice,7,3,Kosovska Mitrovica
20.8637,42.8829,S+SL/LFM+CDL/H:1,"Steel, low rise",25.433233820236698,Ind,683.760683760684,500.0,8695122.673585199,1304268.40103778,2173780.6683963,5217073.60415112,2965.9246418461644,1084.5511467462077,67.45847301647008,132.36328491631062,428.12430155966285,Mitrovice,7,3,Kosovska Mitrovica
20.8637,42.8829,S/LFM+CDM/H:1,"Steel, low rise",66.12640793261541,Ind,683.760683760684,500.0,22607318.95132151,3391097.8426982267,5651829.737830377,13564391.370792907,7711.404068800026,2819.83298154014,175.39202984282218,344.14454078240755,1113.123184055123,Mitrovice,7,3,Kosovska Mitrovica
20.7632,42.7382,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",17.436120588548885,Ind,683.760683760684,525.0,6259120.21127396,938868.031691094,1564780.05281849,3755472.126764376,3146.49756153636,1150.5813365757813,71.56551378836372,140.42189317624465,454.1895811801298,Skenderaj,9,3,Kosovska Mitrovica
20.7632,42.7382,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",10.46167235312933,Ind,683.760683760684,525.0,3755472.126764376,563320.8190146564,938868.031691094,2253283.2760586254,1887.8985369218155,690.3488019454686,42.93930827301822,84.25313590574676,272.51374870807786,Skenderaj,9,3,Kosovska Mitrovica
20.7632,42.7382,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",23.24816078473185,Ind,683.760683760684,525.0,8345493.615031947,1251824.0422547923,2086373.4037579868,5007296.169019169,4195.330082048479,1534.1084487677085,95.42068505115164,187.22919090165954,605.5861082401731,Skenderaj,9,3,Kosovska Mitrovica
20.7632,42.7382,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",17.436120588548885,Ind,683.760683760684,525.0,6259120.21127396,938868.031691094,1564780.05281849,3755472.126764376,3146.49756153636,1150.5813365757813,71.56551378836372,140.42189317624465,454.1895811801298,Skenderaj,9,3,Kosovska Mitrovica
20.7632,42.7382,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",5.812040196182963,Ind,683.760683760684,475.0,1887671.174828655,283150.67622429825,471917.79370716383,1132602.704897193,1048.8325205121198,383.52711219192713,23.85517126278791,46.807297725414884,151.39652706004327,Skenderaj,9,3,Kosovska Mitrovica
20.7632,42.7382,S+SL/LFM+CDL/H:1,"Steel, low rise",11.624080392365926,Ind,683.760683760684,500.0,3974044.5785866426,596106.6867879963,993511.1446466608,2384426.7471519853,2097.66504102424,767.054224383854,47.71034252557582,93.61459545082977,302.79305412008654,Skenderaj,9,3,Kosovska Mitrovica
20.7632,42.7382,S/LFM+CDM/H:1,"Steel, low rise",30.2226090201514,Ind,683.760683760684,500.0,10332515.904325267,1549877.38564879,2583128.976081317,6199509.54259516,5453.929106663022,1994.3409833980206,124.0468905664971,243.39794817215733,787.2619407122247,Skenderaj,9,3,Kosovska Mitrovica
20.9714,42.8099,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",23.629278174645485,Ind,683.760683760684,525.0,8482304.985770175,1272345.7478655262,2120576.2464425443,5089382.991462105,4322.7375167042655,1580.6975891020074,98.3185034486802,192.91512989547797,623.9770741487217,Vushtrri,10,3,Kosovska Mitrovica
20.9714,42.8099,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",14.177566904787293,Ind,683.760683760684,525.0,5089382.991462106,763407.4487193158,1272345.7478655265,3053629.7948772637,2593.642510022561,948.4185534612047,58.99110206920813,115.7490779372868,374.38624448923315,Vushtrri,10,3,Kosovska Mitrovica
20.9714,42.8099,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",31.505704232860648,Ind,683.760683760684,525.0,11309739.9810269,1696460.9971540354,2827434.995256725,6785843.9886161415,5763.650022272354,2107.596785469343,131.09133793157358,257.22017319397065,831.9694321982957,Vushtrri,10,3,Kosovska Mitrovica
20.9714,42.8099,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",23.629278174645485,Ind,683.760683760684,525.0,8482304.985770175,1272345.7478655262,2120576.2464425443,5089382.991462105,4322.7375167042655,1580.6975891020074,98.3185034486802,192.91512989547797,623.9770741487217,Vushtrri,10,3,Kosovska Mitrovica
20.9714,42.8099,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",7.876426058215162,Ind,683.760683760684,475.0,2558155.4718989427,383723.3207848413,639538.8679747357,1534893.2831393653,1440.9125055680886,526.8991963673358,32.772834482893394,64.30504329849266,207.99235804957397,Vushtrri,10,3,Kosovska Mitrovica
20.9714,42.8099,S+SL/LFM+CDL/H:1,"Steel, low rise",15.752852116430324,Ind,683.760683760684,500.0,5385590.467155668,807838.5700733501,1346397.616788917,3231354.2802934013,2881.825011136177,1053.7983927346716,65.54566896578679,128.61008659698533,415.9847160991479,Vushtrri,10,3,Kosovska Mitrovica
20.9714,42.8099,S/LFM+CDM/H:1,"Steel, low rise",40.95741550271885,Ind,683.760683760684,500.0,14002535.21460474,2100380.2821907112,3500633.803651185,8401521.128762845,7492.745028954065,2739.875821110147,170.41873931104573,334.386225152162,1081.5602618577848,Vushtrri,10,3,Kosovska Mitrovica
20.4631,42.7483,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",19.627545580552297,Ind,683.760683760684,525.0,7045785.593018775,1056867.8389528159,1761446.3982546937,4227471.355811263,2430.743298895004,888.8511174785853,55.286040961717404,108.4792119430862,350.8721234611296,Istog,13,4,Peja
20.4631,42.7483,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",11.776527348331378,Ind,683.760683760684,525.0,4227471.355811263,634120.7033716897,1056867.8389528159,2536482.8134867586,1458.445979337002,533.3106704871511,33.171624577030435,65.08752716585171,210.52327407667775,Istog,13,4,Peja
20.4631,42.7483,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",26.17006077406973,Ind,683.760683760684,525.0,9394380.7906917,1409157.118603755,2348595.197672925,5636628.47441502,3240.9910651933387,1185.1348233047804,73.71472128228987,144.6389492574483,467.8294979481729,Istog,13,4,Peja
20.4631,42.7483,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",19.627545580552297,Ind,683.760683760684,525.0,7045785.593018775,1056867.8389528159,1761446.3982546937,4227471.355811263,2430.743298895004,888.8511174785853,55.286040961717404,108.4792119430862,350.8721234611296,Istog,13,4,Peja
20.4631,42.7483,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",6.542515193517432,Ind,683.760683760684,475.0,2124919.464561218,318737.9196841827,531229.8661403045,1274951.6787367307,810.2477662983347,296.2837058261951,18.428680320572468,36.159737314362076,116.95737448704323,Istog,13,4,Peja
20.4631,42.7483,S+SL/LFM+CDL/H:1,"Steel, low rise",13.085030387034864,Ind,683.760683760684,500.0,4473514.662234143,671027.1993351214,1118378.6655585358,2684108.7973404857,1620.4955325966694,592.5674116523902,36.857360641144936,72.31947462872415,233.91474897408645,Istog,13,4,Peja
20.4631,42.7483,S/LFM+CDM/H:1,"Steel, low rise",34.02107900629065,Ind,683.760683760684,500.0,11631138.121808773,1744670.718271316,2907784.530452193,6978682.873085262,4213.288384751339,1540.6752702962146,95.82913766697685,188.0306340346828,608.1783473326246,Istog,13,4,Peja
20.5788,42.6028,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",12.062365390766606,Ind,683.760683760684,525.0,4330079.883864936,649511.9825797405,1082519.970966234,2598047.930318962,2381.681743853549,870.9107541157989,54.17016042307704,106.28969286469618,343.79020246785734,Klin,14,4,Peja
20.5788,42.6028,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",7.2374192344599635,Ind,683.760683760684,525.0,2598047.930318962,389707.1895478443,649511.9825797405,1558828.7581913772,1429.0090463121296,522.5464524694794,32.502096253846226,63.7738157188177,206.27412148071446,Klin,14,4,Peja
20.5788,42.6028,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",16.083153854355473,Ind,683.760683760684,525.0,5773439.845153248,866015.9767729872,1443359.961288312,3464063.9070919487,3175.5756584713977,1161.2143388210652,72.2268805641027,141.71959048626155,458.3869366238098,Klin,14,4,Peja
20.5788,42.6028,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",12.062365390766606,Ind,683.760683760684,525.0,4330079.883864936,649511.9825797405,1082519.970966234,2598047.930318962,2381.681743853549,870.9107541157989,54.17016042307704,106.28969286469618,343.79020246785734,Klin,14,4,Peja
20.5788,42.6028,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",4.020788463588868,Ind,683.760683760684,475.0,1305897.1078322823,195884.56617484233,326474.2769580706,783538.2646993693,793.8939146178494,290.3035847052663,18.05672014102568,35.42989762156539,114.59673415595243,Klin,14,4,Peja
20.5788,42.6028,S+SL/LFM+CDL/H:1,"Steel, low rise",8.041576927177736,Ind,683.760683760684,500.0,2749257.0691205948,412388.56036808924,687314.2672801487,1649554.241472357,1587.7878292356988,580.6071694105326,36.11344028205136,70.85979524313078,229.1934683119049,Klin,14,4,Peja
20.5788,42.6028,S/LFM+CDM/H:1,"Steel, low rise",20.90810001066212,Ind,683.760683760684,500.0,7148068.379713547,1072210.2569570323,1787017.0949283869,4288841.027828129,4128.2483560128185,1509.5786404673852,93.89494473333357,184.2354676321401,595.903017610953,Klin,14,4,Peja
20.3126,42.6459,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",54.72845719159825,Ind,683.760683760684,525.0,19646112.838009637,2946916.925701445,4911528.209502408,11787667.70280578,5967.196700817611,2182.027801186325,135.72090536174613,266.3040543640883,861.3509203040534,Peje,15,4,Peja
20.3126,42.6459,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",32.837074314958954,Ind,683.760683760684,525.0,11787667.702805782,1768150.1554208673,2946916.925701445,7072600.621683469,3580.3180204905657,1309.216680711795,81.43254321704767,159.78243261845296,516.8105521824318,Peje,15,4,Peja
20.3126,42.6459,CR/LFINF+CDM/H:2,"Concrete frame with infill panels, low rise, low/moderate code",72.97127625546435,Ind,683.760683760684,525.0,26194817.117346186,3929222.567601927,6548704.279336547,15716890.270407708,7956.262267756814,2909.370401581768,180.96120714899482,355.07207248545114,1148.467893738738,Peje,15,4,Peja
20.3126,42.6459,MCF/LWAL+CDL/H:1,"Confined or reinforced masonry, low rise",54.72845719159825,Ind,683.760683760684,525.0,19646112.838009637,2946916.925701445,4911528.209502408,11787667.70280578,5967.196700817611,2182.027801186325,135.72090536174613,266.3040543640883,861.3509203040534,Peje,15,4,Peja
20.3126,42.6459,MUR/LWAL+CDN/H:1,"Unreinforced masonry, low rise",18.242819063866087,Ind,683.760683760684,475.0,5925018.15749497,888752.7236242455,1481254.5393737424,3555010.894496981,1989.065566939204,727.342600395442,45.240301787248704,88.76801812136276,287.1169734346845,Peje,15,4,Peja
20.3126,42.6459,S+SL/LFM+CDL/H:1,"Steel, low rise",36.48563812773217,Ind,683.760683760684,500.0,12473722.436831515,1871058.365524728,3118430.6092078793,7484233.46209891,3978.131133878407,1454.685200790884,90.48060357449741,177.53603624272552,574.233946869369,Peje,15,4,Peja
20.3126,42.6459,S/LFM+CDM/H:1,"Steel, low rise",94.86265913210363,Ind,683.760683760684,500.0,32431678.33576193,4864751.75036429,8107919.583940484,19459007.00145716,10343.140948083856,3782.181522056297,235.24956929369324,461.5936942310864,1493.0082618603585,Peje,15,4,Peja
20.8818,42.6072,CR+PC/LFM+CDL/H:1,"Concrete frame, low rise",41.560851370082105,Ind,683.760683760684,525.0,14919279.979003835,2237891.996850576,3729819.994750959,8951567.987402301,3621.212961073672,1324.1707540822902,82.36267819314014,161.60749202679585,522.7136414340754,Gllogoc,16,5,Pristina
20.8818,42.6072,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",24.93651082204926,Ind,683.760683760684,525.0,8951567.987402301,1342735.198110345,2237891.996850576,5370940.79244138,2172.727776644203,794.5024524493739,49.417606915884065,96.96449521607748,313.6281848604452,Gllogoc,16,5,Pristina
