REGION,POPULATION,ID
ANDRIJEVICA,5071,3
BAR,42051,4
BERANE,33973,5
BIJELO POLJE,46055,6
BUDVA,19220,7
CETINJE,16658,8
DANILOVGRAD,18473,9
HERCEG NOVI,30866,10
KOLASIN,8381,11
KOTOR,22603,12
MOJKOVAC,8623,13
NIKSIC,72449,14
PLAV,13109,15
PLJEVLJA,30788,16
PLUZINE,3246,17
PODGORICA,185953,18
ROZAJE,22966,19
ŠAVNIK,2070,1
TIVAT,14032,20
ULCINJ,19923,21
ŽABLJAK,3569,2
