ID,POPULATION
1,162986
2,411856
3,67076
4,147194
5,179223
6,73959
7,246653
8,99337
9,175511
10,67076
11,129865
12,1556287
13,305520
14,68780
15,477677
16,180945
17,67076
18,512081
19,220398
20,190910
21,172720
