REGION,POPULATION,ID
Kópavogsbær,30779,IS001_1000
Seltjarnarnesbær,4320,IS001_1100
Garðabær,13393,IS001_1300
Hafnarfjarðarkaupstaður,26099,IS001_1400
Sveitarfélagið Álftanes,2484,IS001_1603
Mosfellsbær,8642,IS001_1604
Kjósarhreppur,210,IS001_1606
Reykjanesbær,13971,IS002_2000
Grindavíkurbær,2821,IS002_2300
Sandgerðisbær,1683,IS002_2503
Sveitarfélagið Garður,1452,IS002_2504
Sveitarfélagið Vogar,1161,IS002_2506
Akraneskaupstaður,6623,IS002_3000
Skorradalshreppur,57,IS002_3506
Hvalfjarðarsveit,617,IS002_3511
Borgarbyggð,3476,IS002_3609
Grundarfjarðarbær,903,IS002_3709
Helgafellssveit,61,IS002_3710
Stykkishólmsbær,1100,IS002_3711
Eyja- og Miklaholtshreppur,135,IS002_3713
Snæfellsbær,1723,IS002_3714
Dalabyggð,684,IS002_3811
Bolungarvíkurkaupstaður,888,IS002_4100
Ísafjarðarbær,3824,IS002_4200
Reykhólahreppur,278,IS002_4502
Tálknafjarðarhreppur,306,IS002_4604
Vesturbyggð,890,IS002_4607
Súðavíkurhreppur,192,IS002_4803
Árneshreppur,52,IS002_4901
Kaldrananeshreppur,106,IS002_4902
Bæjarhreppur,100,IS002_4908
Strandabyggð,501,IS002_4911
Sveitarfélagið Skagafjörður,4110,IS002_5200
Húnaþing vestra,1222,IS002_5508
Blönduóssbær,904,IS002_5604
Sveitarfélagið Skagaströnd,530,IS002_5609
Skagabyggð,105,IS002_5611
Húnavatnshreppur,417,IS002_5612
Akrahreppur,205,IS002_5706
Akureyrarkaupstaður,17754,IS002_6000
Norðurþing,2905,IS002_6100
Fjallabyggð,2030,IS002_6250
Dalvíkurbyggð,1960,IS002_6400
Eyjafjarðarsveit,1025,IS002_6513
Hörgársveit,600,IS002_6515
Svalbarðsstrandarhreppur,400,IS002_6601
Grýtubakkahreppur,334,IS002_6602
Skútustaðahreppur,386,IS002_6607
Tjörneshreppur,57,IS002_6611
Þingeyjarsveit,944,IS002_6612
Svalbarðshreppur,106,IS002_6706
Langanesbyggð,505,IS002_6709
Seyðisfjarðarkaupstaður,668,IS002_7000
Fjarðabyggð,4583,IS002_7300
Vopnafjarðarhreppur,668,IS002_7502
Fljótsdalshreppur,80,IS002_7505
Borgarfjarðarhreppur,141,IS002_7509
Breiðdalshreppur,199,IS002_7613
Djúpavogshreppur,447,IS002_7617
Fljótsdalshérað,3401,IS002_7620
Sveitarfélagið Hornafjörður,2119,IS002_7708
Vestmannaeyjabær,4142,IS002_8000
Sveitarfélagið Árborg,7827,IS002_8200
Mýrdalshreppur,469,IS002_8508
Skaftárhreppur,446,IS002_8509
Ásahreppur,194,IS002_8610
Rangárþing eystra,1741,IS002_8613
Rangárþing ytra,1523,IS002_8614
Hrunamannahreppur,795,IS002_8710
Hveragerðisbær,2316,IS002_8716
Sveitarfélagið Ölfus,1915,IS002_8717
Grímsnes- og Grafningshreppur,400,IS002_8719
Skeiða- og Gnúpverjahreppur,505,IS002_8720
Bláskógabyggð,935,IS002_8721
Flóahreppur,594,IS002_8722
Reykjavíkurborg,118898,IS001_0000
