ID,POPULATION
1,142655
2,20210
3,22449
4,27745
5,20311
6,37112
7,79355
8,20041
9,19821
10,22399
11,4254
12,42561
13,47872
14,30836
15,383764
16,27121
17,33467
18,39902
19,205944
20,38558
21,3097
22,15449
23,17557
24,28938
25,55757
26,37473
27,24645
28,17670
29,127471
30,24796
31,30451
32,23791
33,26800
34,39923
35,53380
36,34737
37,49652
38,24999
39,15892
40,18407
41,58014
42,16169
43,31789
44,15863
45,24565
46,32701
47,35265
48,664990
