REGION,POPULATION,ID
Lefkosia Municipality,55014,CY000_1000
Agios Dometios Municipality,12456,CY000_1010
Egkomi Municipality,18010,CY000_1011
Strovolos Municipality,67904,CY000_1012
Aglantzia Municipality,20783,CY000_1013
Lakatameia Municipality,38345,CY000_1021
Synoikismos Anthoupolis,1756,CY000_1022
Latsia Municipality,16774,CY000_1023
Geri ,8235,CY000_1024
Sia,754,CY000_1100
Mathiatis,646,CY000_1101
Alampra,1585,CY000_1102
Agia Varvara Lefkosias,2204,CY000_1103
Kotsiatis,160,CY000_1104
Nisou,2179,CY000_1105
Pera Chorio,2637,CY000_1106
Dali Municipality,10466,CY000_1107
Lympia,2694,CY000_1108
Lythrodontas ,3043,CY000_1109
Louroukina ,11,CY000_1110
Potamia,505,CY000_1120
Agios Sozomenos,11,CY000_1121
Kampi,97,CY000_1200
Farmakas,480,CY000_1201
Apliki,87,CY000_1202
Lazanias ,39,CY000_1203
Gourri,196,CY000_1204
Fikardou ,15,CY000_1205
Agios Epifanios Oreinis,412,CY000_1206
Kalo Chorio Oreinis,734,CY000_1207
Malounta,490,CY000_1208
Klirou,1847,CY000_1209
Arediou,1225,CY000_1210
Agios Ioannis Malountas,472,CY000_1211
Agrokipia,509,CY000_1212
Mitsero ,860,CY000_1213
Kapedes,572,CY000_1220
Kataliontas,24,CY000_1221
Analiontas ,443,CY000_1222
Kampia,475,CY000_1223
Margi,146,CY000_1224
Tseri,7035,CY000_1225
Politiko ,419,CY000_1226
Pera,1372,CY000_1227
Episkopeio,524,CY000_1228
Psimolofou,1626,CY000_1229
Ergates,1792,CY000_1230
Anageia,1514,CY000_1231
Pano Deftera,2789,CY000_1232
Kato Deftera,2054,CY000_1233
Agioi Trimithias,1529,CY000_1240
Palaiometocho,4145,CY000_1241
Deneia ,373,CY000_1242
Kokkinotrimithia,4077,CY000_1243
Mammari ,1592,CY000_1244
Palaichori Morfou,686,CY000_1300
Askas,170,CY000_1301
Alona,67,CY000_1302
Fterikoudi,90,CY000_1303
Polystypos,128,CY000_1304
Lagoudera,84,CY000_1305
Saranti,44,CY000_1306
Livadia Lefkosias,18,CY000_1307
Alithinou,9,CY000_1308
Platanistasa,117,CY000_1309
Palaichori Oreinis,333,CY000_1310
Xyliatos,138,CY000_1320
Agios Georgios Kafkallou,26,CY000_1321
Nikitari ,447,CY000_1322
Vyzakia,347,CY000_1323
Agia Marina Xyliatou,568,CY000_1324
Agioi Iliofotoi,60,CY000_1325
Kato Moni,339,CY000_1326
Orounta,604,CY000_1327
Pano Koutrafas,4,CY000_1328
Kato Koutrafas ,17,CY000_1329
Potami,558,CY000_1330
Pano Zodeia ,15,CY000_1350
Akaki,3003,CY000_1360
Peristerona Lefkosias,2226,CY000_1361
Astromeritis,2307,CY000_1362
Meniko,1023,CY000_1368
Spilia,123,CY000_1400
Agia Eirini Lefkosias,27,CY000_1402
Kannavia ,129,CY000_1403
Kakopetria ,1274,CY000_1404
Agios Theodoros Soleas,49,CY000_1405
Galata,581,CY000_1406
Sinaoros,228,CY000_1407
Kaliana,200,CY000_1408
Temvria,498,CY000_1409
Korakou ,521,CY000_1410
Evrychou,827,CY000_1411
Flasou,240,CY000_1412
Agios Epifanios Soleas,0,CY000_1414
Linou,161,CY000_1415
Katydata,114,CY000_1416
Skouriotissa (Foukasa),11,CY000_1417
Pedoulas,132,CY000_1420
Mylikouri,17,CY000_1421
Moutoullas,174,CY000_1422
Oikos,158,CY000_1423
Kalopanagiotis ,263,CY000_1424
Gerakies,75,CY000_1425
Tsakistra ,79,CY000_1426
Kampos,271,CY000_1427
Pano Pyrgos,22,CY000_1456
Kato Pyrgos,1036,CY000_1457
Pigenia ,107,CY000_1460
Pachyammos,70,CY000_1461
Agios Theodoros Tillirias,0,CY000_1466
Mansoura ,9,CY000_1467
Mosfili ,20,CY000_1468
Agia Napa,3212,CY000_3100
Paralimni ,14963,CY000_3101
Deryneia ,5844,CY000_3102
Sotira Ammochostou,5474,CY000_3103
Liopetri,4591,CY000_3104
Frenaros,4298,CY000_3105
Avgorou ,4604,CY000_3110
Achna ,2087,CY000_3111
Acheritou ,1556,CY000_3114
Larnaka Municipality,51468,CY000_4000
Aradippou Municipality,19228,CY000_4010
Livadia Larnakas,7206,CY000_4011
Dromolaxia,5064,CY000_4012
Meneou,1625,CY000_4013
Kellia,387,CY000_4100
Troulloi ,1175,CY000_4101
Voroklini (Oroklini),6134,CY000_4102
Avdellero,218,CY000_4103
Pyla,2771,CY000_4104
Xylotymvou ,3655,CY000_4105
Ormideia,4189,CY000_4106
Xylofagou,6231,CY000_4107
Pergamos ,193,CY000_4108
Kiti,4252,CY000_4110
Perivolia Larnakas,3009,CY000_4111
Tersefanou,1299,CY000_4112
Softades,62,CY000_4113
Mazotos,832,CY000_4120
Alaminos,345,CY000_4121
Anafotida,790,CY000_4122
Aplanta,6,CY000_4123
Kivisili,233,CY000_4124
Alethriko,1101,CY000_4125
Klavdia,427,CY000_4126
Anglisides,1146,CY000_4127
Menogeia,50,CY000_4128
Athienou ,5017,CY000_4202
Kalo Chorio Larnakas,1518,CY000_4210
Agia Anna,339,CY000_4211
Mosfiloti,1365,CY000_4212
Psevdas,1261,CY000_4213
Pyrga Larnakas,812,CY000_4214
Kornos,2083,CY000_4215
Delikipos,23,CY000_4216
Kosi,0,CY000_4217
Zygi,589,CY000_4300
Mari ,158,CY000_4301
Kalavasos,737,CY000_4302
Tochni,424,CY000_4303
Choirokoitia,632,CY000_4304
Psematismenos,271,CY000_4305
Maroni,710,CY000_4306
Agios Theodoros Larnakas,663,CY000_4307
Skarinou,393,CY000_4308
Kofinou,1312,CY000_4309
Kato Lefkara,128,CY000_4310
Pano Lefkara ,762,CY000_4311
Kato Drys,129,CY000_4312
Vavla ,52,CY000_4313
Lageia,28,CY000_4314
Ora ,206,CY000_4315
Melini,59,CY000_4316
Odou,213,CY000_4317
Agioi Vavatsinias,131,CY000_4318
Vavatsinia,81,CY000_4319
Lemesos Municipality,101000,CY000_5000
Mesa Geitonia Municipality,14477,CY000_5011
Agios Athanasios Municipality,14347,CY000_5012
Germasogeia Municipality,13421,CY000_5013
Pano Polemidia,3470,CY000_5020
Ypsonas,11117,CY000_5021
Kato Polemidia Municipality,22369,CY000_5022
Palodeia,1568,CY000_5100
Paramytha,569,CY000_5101
Spitali,316,CY000_5102
Fasoula Lemesou,560,CY000_5103
Mathikoloni,174,CY000_5104
Gerasa,69,CY000_5105
Apsiou,208,CY000_5106
Apesia,474,CY000_5107
Korfi,199,CY000_5108
Limnatis,314,CY000_5109
Kapileio,34,CY000_5110
Mouttagiaka,2939,CY000_5120
Armenochori,218,CY000_5121
Foinikaria,339,CY000_5122
Akrounta,455,CY000_5123
Agios Tychon,3455,CY000_5124
Parekklisia,2738,CY000_5125
Pentakomo,644,CY000_5126
Monagroulli,536,CY000_5127
Moni,622,CY000_5128
Pyrgos Lemesou,2363,CY000_5129
Asgata ,417,CY000_5130
Vasa Kellakiou,73,CY000_5131
Sanida,42,CY000_5132
Prastio Kellakiou,103,CY000_5133
Klonari,18,CY000_5134
Vikla,1,CY000_5135
Kellaki ,299,CY000_5136
Akapnou,20,CY000_5137
Eptagoneia,353,CY000_5138
Dierona,192,CY000_5140
Arakapas,307,CY000_5141
Agios Pavlos,135,CY000_5142
Agios Konstantinos,137,CY000_5143
Sykopetra,120,CY000_5144
Louvaras,363,CY000_5145
Kalo Chorio Lemesou,497,CY000_5146
Zoopigi,140,CY000_5147
Akrotiri ,870,CY000_5200
Asomatos Lemesou,726,CY000_5201
Tserkezoi,50,CY000_5202
Trachoni Lemesou,3952,CY000_5203
Kolossi,5651,CY000_5210
Erimi,2432,CY000_5211
Episkopi Lemesou,3681,CY000_5212
Kantou,349,CY000_5213
Sotira Lemesou,143,CY000_5214
Prastio Avdimou,245,CY000_5220
Paramali,220,CY000_5221
Avdimou,535,CY000_5222
Platanisteia,45,CY000_5223
Agios Thomas,50,CY000_5224
Alektora,64,CY000_5225
Anogyra,301,CY000_5226
Pissouri,1819,CY000_5227
Souni-Zanakia,837,CY000_5300
Alassa,282,CY000_5302
Kato Kivides,5,CY000_5303
Pano Kivides,707,CY000_5304
Agios Amvrosios Lemesou,323,CY000_5305
Agios Therapon,125,CY000_5306
Lofou,46,CY000_5307
Pachna,865,CY000_5308
Agios Georgios Lemesou,111,CY000_5310
Doros,135,CY000_5311
Laneia,281,CY000_5312
Silikou,137,CY000_5313
Monagri,175,CY000_5314
Trimiklini,307,CY000_5315
Agios Mamas,114,CY000_5316
Kouka,27,CY000_5317
Moniatis,275,CY000_5318
Dora,145,CY000_5320
Gerovasa (Trozena),0,CY000_5321
Arsos Lemesou,202,CY000_5322
Kissousa,6,CY000_5323
Malia,64,CY000_5324
Vasa Koilaniou,163,CY000_5325
Vouni,149,CY000_5326
Pera Pedi,120,CY000_5327
Mandria Lemesou,107,CY000_5328
Potamiou,36,CY000_5329
Omodos,322,CY000_5330
Koilani,216,CY000_5331
Agios Dimitrios,54,CY000_5340
Palaiomylos,20,CY000_5341
Prodromos ,123,CY000_5342
Kaminaria,44,CY000_5343
Treis Elies,25,CY000_5344
Lemithou,88,CY000_5345
Kato Platres (Tornarides),148,CY000_5350
Pano Platres ,239,CY000_5351
Foini ,391,CY000_5352
Amiantos,228,CY000_5355
Agios Theodoros Lemesou,65,CY000_5360
Agios Ioannis Lemesou,339,CY000_5361
Kato Mylos,50,CY000_5362
Potamitissa,62,CY000_5363
Dymes,165,CY000_5364
Pelendri ,1074,CY000_5365
Agros,806,CY000_5366
Agridia,104,CY000_5367
Chandria,162,CY000_5368
Kyperounta,1516,CY000_5369
Pafos Municipality,32892,CY000_6000
Geroskipou Municipality,7878,CY000_6010
Konia,2209,CY000_6011
Agia Marinouda,266,CY000_6012
Acheleia,145,CY000_6014
Chlorakas,5356,CY000_6020
Lempa,506,CY000_6021
Empa,4855,CY000_6022
Tremithousa,1041,CY000_6023
Mesa Chorio,586,CY000_6024
Mesogi,1689,CY000_6025
Tala ,2695,CY000_6026
Kissonerga,2004,CY000_6027
Kouklia Pafou,892,CY000_6100
Mandria Pafou,893,CY000_6101
Nikokleia,121,CY000_6102
Souskiou,10,CY000_6103
Timi,1220,CY000_6104
Agia Varvara Pafou,172,CY000_6106
Anarita,876,CY000_6107
Marathounta,309,CY000_6110
Armou,600,CY000_6111
Episkopi Pafou,220,CY000_6112
Nata,181,CY000_6113
Choletria,264,CY000_6114
Axylou,61,CY000_6115
Eledio,44,CY000_6116
Tsada,1043,CY000_6120
Koili,466,CY000_6121
Stroumpi,540,CY000_6122
Polemi,848,CY000_6123
Kallepeia ,326,CY000_6124
Letymvou,249,CY000_6125
Kourdaka,7,CY000_6127
Lemona,51,CY000_6128
Choulou,147,CY000_6129
Akoursos,22,CY000_6130
Kathikas,438,CY000_6132
Pegeia Municipality,3953,CY000_6133
Pano Archimandrita,43,CY000_6200
Fasoula Pafou,56,CY000_6201
Mousere,2,CY000_6202
Mamonia,51,CY000_6204
Agios Georgios Pafou,101,CY000_6205
Stavrokonnou,56,CY000_6206
Prastio Pafou,8,CY000_6207
Trachypedoula,64,CY000_6208
Kelokedara,193,CY000_6210
Salamiou,265,CY000_6211
Kidasi,11,CY000_6212
Kedares,80,CY000_6213
Mesana,31,CY000_6214
Praitori,23,CY000_6215
Filousa Kelokedaron,17,CY000_6216
Arminou,24,CY000_6217
Agios Nikolaos Pafou,61,CY000_6218
Agios Ioannis Pafou,29,CY000_6219
Amargeti,209,CY000_6220
Agia Marina Kelokedaron,37,CY000_6221
Pentalia,63,CY000_6222
Faleia,2,CY000_6223
Galataria,56,CY000_6224
Koilineia,39,CY000_6225
Vretsia,1,CY000_6226
Statos-Agios Fotios,243,CY000_6227
Lapithiou,0,CY000_6228
Mamountali,18,CY000_6229
Pano Panagia,481,CY000_6230
Asprogia,60,CY000_6231
Psathi,110,CY000_6300
Agios Dimitrianos,91,CY000_6301
Kannaviou ,175,CY000_6302
Thrinia ,55,CY000_6303
Milia Pafou,14,CY000_6304
Kritou Marottou,85,CY000_6305
Fyti,150,CY000_6306
Lasa,67,CY000_6307
Drymou,110,CY000_6308
Simou,185,CY000_6310
Anadiou,17,CY000_6311
Evretou,3,CY000_6313
Filousa Chrysochous,31,CY000_6315
Meladeia,17,CY000_6318
Melandra,2,CY000_6319
Lysos,205,CY000_6320
Peristerona Pafou,302,CY000_6321
Theletra,269,CY000_6330
Giolou,762,CY000_6331
Pano Akourdaleia,44,CY000_6332
Miliou ,89,CY000_6333
Kato Akourdaleia,65,CY000_6334
Tera,36,CY000_6335
Kritou Tera,86,CY000_6336
Skoulli,65,CY000_6337
Choli,83,CY000_6338
Loukrounou,4,CY000_6339
Karamoullides,33,CY000_6340
Chrysochou,132,CY000_6341
Polis Municipality,2018,CY000_6343
Neo Chorio Pafou,519,CY000_6344
Goudi,204,CY000_6345
Kato Arodes,39,CY000_6350
Pano Arodes,135,CY000_6351
Ineia,385,CY000_6352
Drouseia ,405,CY000_6353
Fasli,0,CY000_6354
Androlikou,34,CY000_6355
Pelathousa ,57,CY000_6360
Kynousa,71,CY000_6361
Makounta,116,CY000_6362
Argaka,1078,CY000_6363
Gialia,202,CY000_6364
Agia Marina Chrysochous,647,CY000_6365
Nea Dimmata,50,CY000_6366
Pomos ,448,CY000_6367
Steni,173,CY000_6368
Agios Isidoros,7,CY000_6369
Trimithousa,0,CY000_6314
Zacharia,0,CY000_6317
Kios (Istinjo),0,CY000_6316
Sarama,0,CY000_6312
Petrofani,0,CY000_4201
