ID_2,TAXONOMY,BUILDINGS,SETTLEMENT_TYPE
1,CR/LFINF+CDN/HBET:4-10,1465.8999,RURAL
1,CR/LFINF+CDN/HBET:4-10,4713.4315,URBAN
1,CR/LWAL+CDN/HBET:4-10,1770.8283,RURAL
1,CR/LWAL+CDN/HBET:4-10,5693.8935,URBAN
1,MUR+CB/LWAL+CDN/HBET:1-2,219.7011,RURAL
1,MUR+CB/LWAL+CDN/HBET:1-2,706.4235,URBAN
1,MUR+CL/LWAL+CDN/HBET:1-4,891.7445,RURAL
1,MUR+CL/LWAL+CDN/HBET:1-4,2867.3013,URBAN
1,MUR+CL/LWAL+CDN/HBET:1-4,549.2528,RURAL
1,MUR+CL/LWAL+CDN/HBET:1-4,1766.0589,URBAN
1,MUR+ST/LWAL+CDN/HBET:1-4,439.4023,RURAL
1,MUR+ST/LWAL+CDN/HBET:1-4,1412.8471,URBAN
1,W/LPB+CDL/HBET:1-3,126.0954,RURAL
1,W/LPB+CDL/HBET:1-3,405.4452,URBAN
2,CR/LFINF+CDN/HBET:4-10,18.617,RURAL
2,CR/LFINF+CDN/HBET:4-10,23720.2095,URBAN
2,CR/LWAL+CDN/HBET:4-10,22.4896,RURAL
2,CR/LWAL+CDN/HBET:4-10,28654.3565,URBAN
2,MUR+CB/LWAL+CDN/HBET:1-2,2.7902,RURAL
2,MUR+CB/LWAL+CDN/HBET:1-2,3555.0563,URBAN
2,MUR+CL/LWAL+CDN/HBET:1-4,11.3252,RURAL
2,MUR+CL/LWAL+CDN/HBET:1-4,14429.6121,URBAN
2,MUR+CL/LWAL+CDN/HBET:1-4,6.9755,RURAL
2,MUR+CL/LWAL+CDN/HBET:1-4,8887.6408,URBAN
2,MUR+ST/LWAL+CDN/HBET:1-4,5.5804,RURAL
2,MUR+ST/LWAL+CDN/HBET:1-4,7110.1126,URBAN
2,W/LPB+CDL/HBET:1-3,1.6014,RURAL
2,W/LPB+CDL/HBET:1-3,2040.3914,URBAN
3,CR/LFINF+CDN/HBET:4-10,1802.653,RURAL
3,CR/LFINF+CDN/HBET:4-10,528.9047,URBAN
3,CR/LWAL+CDN/HBET:4-10,2177.6309,RURAL
3,CR/LWAL+CDN/HBET:4-10,638.9245,URBAN
3,MUR+CB/LWAL+CDN/HBET:1-2,270.1719,RURAL
3,MUR+CB/LWAL+CDN/HBET:1-2,79.2694,URBAN
3,MUR+CL/LWAL+CDN/HBET:1-4,1096.6001,RURAL
3,MUR+CL/LWAL+CDN/HBET:1-4,321.7463,URBAN
3,MUR+CL/LWAL+CDN/HBET:1-4,675.4296,RURAL
3,MUR+CL/LWAL+CDN/HBET:1-4,198.1734,URBAN
3,MUR+ST/LWAL+CDN/HBET:1-4,540.3437,RURAL
3,MUR+ST/LWAL+CDN/HBET:1-4,158.5387,URBAN
3,W/LPB+CDL/HBET:1-3,155.0626,RURAL
3,W/LPB+CDL/HBET:1-3,45.4959,URBAN
4,CR/LFINF+CDN/HBET:4-10,1706.7825,RURAL
4,CR/LFINF+CDN/HBET:4-10,742.5774,URBAN
4,CR/LWAL+CDN/HBET:4-10,2061.818,RURAL
4,CR/LWAL+CDN/HBET:4-10,897.0442,URBAN
4,MUR+CB/LWAL+CDN/HBET:1-2,255.8033,RURAL
4,MUR+CB/LWAL+CDN/HBET:1-2,111.2935,URBAN
4,MUR+CL/LWAL+CDN/HBET:1-4,1038.2796,RURAL
4,MUR+CL/LWAL+CDN/HBET:1-4,451.7289,URBAN
4,MUR+CL/LWAL+CDN/HBET:1-4,639.5083,RURAL
4,MUR+CL/LWAL+CDN/HBET:1-4,278.2337,URBAN
4,MUR+ST/LWAL+CDN/HBET:1-4,511.6066,RURAL
4,MUR+ST/LWAL+CDN/HBET:1-4,222.5869,URBAN
4,W/LPB+CDL/HBET:1-3,146.8159,RURAL
4,W/LPB+CDL/HBET:1-3,63.8758,URBAN
5,CR/LFINF+CDN/HBET:4-10,2179.9206,RURAL
5,CR/LFINF+CDN/HBET:4-10,1664.7706,URBAN
5,CR/LWAL+CDN/HBET:4-10,2633.3756,RURAL
5,CR/LWAL+CDN/HBET:4-10,2011.067,URBAN
5,MUR+CB/LWAL+CDN/HBET:1-2,326.7147,RURAL
5,MUR+CB/LWAL+CDN/HBET:1-2,249.5068,URBAN
5,MUR+CL/LWAL+CDN/HBET:1-4,1326.1016,RURAL
5,MUR+CL/LWAL+CDN/HBET:1-4,1012.7227,URBAN
5,MUR+CL/LWAL+CDN/HBET:1-4,816.7867,RURAL
5,MUR+CL/LWAL+CDN/HBET:1-4,623.767,URBAN
5,MUR+ST/LWAL+CDN/HBET:1-4,653.4293,RURAL
5,MUR+ST/LWAL+CDN/HBET:1-4,499.0136,URBAN
5,W/LPB+CDL/HBET:1-3,187.5148,RURAL
5,W/LPB+CDL/HBET:1-3,143.2021,URBAN
6,CR/LFINF+CDN/HBET:4-10,2247.8571,RURAL
6,CR/LFINF+CDN/HBET:4-10,2569.4209,URBAN
6,CR/LWAL+CDN/HBET:4-10,2715.444,RURAL
6,CR/LWAL+CDN/HBET:4-10,3103.8977,URBAN
6,MUR+CB/LWAL+CDN/HBET:1-2,336.8966,RURAL
6,MUR+CB/LWAL+CDN/HBET:1-2,385.0909,URBAN
6,MUR+CL/LWAL+CDN/HBET:1-4,1367.4292,RURAL
6,MUR+CL/LWAL+CDN/HBET:1-4,1563.0447,URBAN
6,MUR+CL/LWAL+CDN/HBET:1-4,842.2416,RURAL
6,MUR+CL/LWAL+CDN/HBET:1-4,962.7272,URBAN
6,MUR+ST/LWAL+CDN/HBET:1-4,673.7933,RURAL
6,MUR+ST/LWAL+CDN/HBET:1-4,770.1817,URBAN
6,W/LPB+CDL/HBET:1-3,193.3587,RURAL
6,W/LPB+CDL/HBET:1-3,221.0193,URBAN
