ID_0,TAXONOMY,BUILDINGS,SETTLEMENT_TYPE,POPULATION
110,CR/LFINF+CDN/HBET:3-5,53.2966,URBAN,1241.8115
110,MUR+CL/LWAL+CDN/HBET:1-3,1256.5212,RURAL,5855.3888
110,MUR+CL/LWAL+CDN/HBET:1-3,4663.4553,URBAN,21731.7015
110,MUR+CL/LWAL+CDN/HBET:1-3,1256.5212,RURAL,5855.3888
110,MUR+CL/LWAL+CDN/HBET:1-3,8394.2195,URBAN,39117.0627
