REGION,POPULATION,ID
Adana,2216475,4
Adiyaman,615076,5
Afyon,715693,6
Agri,536285,7
Amasya,329888,9
Ankara,5445026,10
Antalya,2364396,11
Artvin,166143,13
Ayd?n,1080839,14
Bal?kesir,1204824,15
Bilecik,221693,19
Bingöl,273354,20
Bitlis,341474,21
Bolu,303184,22
Burdur,264779,23
Bursa,2936803,24
Çanakkale,530417,1
Çank?r?,186074,2
Çorum,528422,3
Denizli,1018735,26
Diyarbak?r,1699901,27
Edirne,406855,28
Elaz??,583671,29
Erzincan,231511,30
Erzurum,760476,31
Eski?ehir,860620,32
Gaziantep,2005515,34
Giresun,437393,35
Gümü?hane,170173,33
Hakkari,275761,36
Hatay,1575226,37
Isparta,433830,39
Mersin,1793931,58
?stanbul,15029231,40
?zmir,4279677,41
Kars,287654,46
Kastamonu,372373,47
Kayseri,1376722,48
K?rklareli,356050,51
K?r?ehir,234529,52
Kocaeli,1883270,53
Konya,2180149,54
Kütahya,572256,43
Malatya,786676,55
Manisa,1413041,56
Kahramanmara?,1127623,42
Mardin,809719,57
Mu?la,938751,59
Mu?,404544,60
Nev?ehir,292365,61
Ni?de,352727,62
Ordu,742341,63
Rize,331041,65
Sakarya,990214,66
Samsun,1312990,67
Siirt,324394,69
Sinop,207427,70
Sivas,621301,72
Tekirda?,1005463,73
Tokat,602086,74
Trabzon,786326,75
Tunceli,82498,76
?anl?urfa,1985753,68
U?ak,364971,77
Van,1106891,78
Yozgat,418650,80
Zonguldak,596892,81
Aksaray,402404,8
Bayburt,80417,18
Karaman,246672,45
K?r?kkale,278749,50
Batman,585252,17
??rnak,503236,71
Bart?n,193577,16
Ardahan,97096,12
I?d?r,194775,38
Yalova,251203,79
Karabük,244453,44
Kilis,136319,49
Osmaniye,527724,64
Düzce,377610,25
