ID_1,TAXONOMY,BUILDINGS,SETTLEMENT_TYPE
1,CR/LFINF+CDL/HBET:4-10,3172.3049,RURAL
1,CR/LFINF+CDL/HBET:4-10,1607.0264,URBAN
1,CR/LWAL+CDL/HBET:4-10,8.2078,RURAL
1,CR/LWAL+CDL/HBET:4-10,4.1579,URBAN
1,MUR+CL/LWAL+CDN/HBET:1-4,3172.3049,RURAL
1,MUR+CL/LWAL+CDN/HBET:1-4,1607.0264,URBAN
1,MUR+CL/LWAL+CDN/HBET:1-4,3611.4208,RURAL
1,MUR+CL/LWAL+CDN/HBET:1-4,1829.4738,URBAN
1,MUR+ST/LWAL+CDN/HBET:1-4,1641.5549,RURAL
1,MUR+ST/LWAL+CDN/HBET:1-4,831.579,URBAN
1,W/LPB+CDL/HBET:1-3,947.998,RURAL
1,W/LPB+CDL/HBET:1-3,480.2369,URBAN
2,CR/LFINF+CDL/HBET:4-10,6053.5805,RURAL
2,CR/LFINF+CDL/HBET:4-10,907.5423,URBAN
2,CR/LWAL+CDL/HBET:4-10,15.6626,RURAL
2,CR/LWAL+CDL/HBET:4-10,2.3481,URBAN
2,MUR+CL/LWAL+CDN/HBET:1-4,6053.5805,RURAL
2,MUR+CL/LWAL+CDN/HBET:1-4,907.5423,URBAN
2,MUR+CL/LWAL+CDN/HBET:1-4,6891.5276,RURAL
2,MUR+CL/LWAL+CDN/HBET:1-4,1033.1659,URBAN
2,MUR+ST/LWAL+CDN/HBET:1-4,3132.5125,RURAL
2,MUR+ST/LWAL+CDN/HBET:1-4,469.6209,URBAN
2,W/LPB+CDL/HBET:1-3,1809.026,RURAL
2,W/LPB+CDL/HBET:1-3,271.2061,URBAN
3,CR/LFINF+CDL/HBET:4-10,6783.1176,RURAL
3,CR/LFINF+CDL/HBET:4-10,5094.3799,URBAN
3,CR/LWAL+CDL/HBET:4-10,17.5501,RURAL
3,CR/LWAL+CDL/HBET:4-10,13.1808,URBAN
3,MUR+CL/LWAL+CDN/HBET:1-4,6783.1176,RURAL
3,MUR+CL/LWAL+CDN/HBET:1-4,5094.3799,URBAN
3,MUR+CL/LWAL+CDN/HBET:1-4,7722.0485,RURAL
3,MUR+CL/LWAL+CDN/HBET:1-4,5799.5527,URBAN
3,MUR+ST/LWAL+CDN/HBET:1-4,3510.0221,RURAL
3,MUR+ST/LWAL+CDN/HBET:1-4,2636.1603,URBAN
3,W/LPB+CDL/HBET:1-3,2027.0377,RURAL
3,W/LPB+CDL/HBET:1-3,1522.3826,URBAN
4,CR/LFINF+CDL/HBET:4-10,21084.8148,RURAL
4,CR/LFINF+CDL/HBET:4-10,32539.7444,URBAN
4,CR/LWAL+CDL/HBET:4-10,54.5532,RURAL
4,CR/LWAL+CDL/HBET:4-10,84.1908,URBAN
4,MUR+CL/LWAL+CDN/HBET:1-4,21084.8148,RURAL
4,MUR+CL/LWAL+CDN/HBET:1-4,32539.7444,URBAN
4,MUR+CL/LWAL+CDN/HBET:1-4,24003.4114,RURAL
4,MUR+CL/LWAL+CDN/HBET:1-4,37043.9522,URBAN
4,MUR+ST/LWAL+CDN/HBET:1-4,10910.6415,RURAL
4,MUR+ST/LWAL+CDN/HBET:1-4,16838.1601,URBAN
4,W/LPB+CDL/HBET:1-3,6300.8955,RURAL
4,W/LPB+CDL/HBET:1-3,9724.0375,URBAN
5,CR/LFINF+CDL/HBET:4-10,13751.0503,RURAL
5,CR/LFINF+CDL/HBET:4-10,2992.1535,URBAN
5,CR/LWAL+CDL/HBET:4-10,35.5784,RURAL
5,CR/LWAL+CDL/HBET:4-10,7.7417,URBAN
5,MUR+CL/LWAL+CDN/HBET:1-4,13751.0503,RURAL
5,MUR+CL/LWAL+CDN/HBET:1-4,2992.1535,URBAN
5,MUR+CL/LWAL+CDN/HBET:1-4,15654.4946,RURAL
5,MUR+CL/LWAL+CDN/HBET:1-4,3406.3325,URBAN
5,MUR+ST/LWAL+CDN/HBET:1-4,7115.6794,RURAL
5,MUR+ST/LWAL+CDN/HBET:1-4,1548.333,URBAN
5,W/LPB+CDL/HBET:1-3,4109.3048,RURAL
5,W/LPB+CDL/HBET:1-3,894.1623,URBAN
6,CR/LFINF+CDL/HBET:4-10,1408.6483,RURAL
6,CR/LFINF+CDL/HBET:4-10,131114.4122,URBAN
6,CR/LWAL+CDL/HBET:4-10,3.6446,RURAL
6,CR/LWAL+CDL/HBET:4-10,339.2352,URBAN
6,MUR+CL/LWAL+CDN/HBET:1-4,1408.6483,RURAL
6,MUR+CL/LWAL+CDN/HBET:1-4,131114.4122,URBAN
6,MUR+CL/LWAL+CDN/HBET:1-4,1603.6359,RURAL
6,MUR+CL/LWAL+CDN/HBET:1-4,149263.4964,URBAN
6,MUR+ST/LWAL+CDN/HBET:1-4,728.9254,RURAL
6,MUR+ST/LWAL+CDN/HBET:1-4,67847.0438,URBAN
6,W/LPB+CDL/HBET:1-3,420.9544,RURAL
6,W/LPB+CDL/HBET:1-3,39181.6678,URBAN
7,CR/LFINF+CDL/HBET:4-10,14407.0907,RURAL
7,CR/LFINF+CDL/HBET:4-10,10320.0305,URBAN
7,CR/LWAL+CDL/HBET:4-10,37.2758,RURAL
7,CR/LWAL+CDL/HBET:4-10,26.7012,URBAN
7,MUR+CL/LWAL+CDN/HBET:1-4,14407.0907,RURAL
7,MUR+CL/LWAL+CDN/HBET:1-4,10320.0305,URBAN
7,MUR+CL/LWAL+CDN/HBET:1-4,16401.3452,RURAL
7,MUR+CL/LWAL+CDN/HBET:1-4,11748.547,URBAN
7,MUR+ST/LWAL+CDN/HBET:1-4,7455.1569,RURAL
7,MUR+ST/LWAL+CDN/HBET:1-4,5340.2486,URBAN
7,W/LPB+CDL/HBET:1-3,4305.3531,RURAL
7,W/LPB+CDL/HBET:1-3,3083.9936,URBAN
8,CR/LFINF+CDL/HBET:4-10,9949.6975,RURAL
8,CR/LFINF+CDL/HBET:4-10,5927.171,URBAN
8,CR/LWAL+CDL/HBET:4-10,25.7431,RURAL
8,CR/LWAL+CDL/HBET:4-10,15.3355,URBAN
8,MUR+CL/LWAL+CDN/HBET:1-4,9949.6975,RURAL
8,MUR+CL/LWAL+CDN/HBET:1-4,5927.171,URBAN
8,MUR+CL/LWAL+CDN/HBET:1-4,11326.9518,RURAL
8,MUR+CL/LWAL+CDN/HBET:1-4,6747.6203,URBAN
8,MUR+ST/LWAL+CDN/HBET:1-4,5148.6145,RURAL
8,MUR+ST/LWAL+CDN/HBET:1-4,3067.1001,URBAN
8,W/LPB+CDL/HBET:1-3,2973.3249,RURAL
8,W/LPB+CDL/HBET:1-3,1771.2503,URBAN
9,CR/LFINF+CDL/HBET:4-10,6342.2058,RURAL
