ID_2,TAXONOMY,BUILDINGS,SETTLEMENT_TYPE
9,MUR+CB/LWAL+CDN/HBET:1-2,4463.8647,URBAN
9,MUR+CB/LWAL+CDN/HBET:1-4,163.2305,RURAL
9,MUR+CB/LWAL+CDN/HBET:1-4,418.5349,URBAN
9,MUR+CL/LWAL+CDN/HBET:1-4,52.8273,RURAL
9,MUR+CL/LWAL+CDN/HBET:1-4,135.4531,URBAN
9,MUR+CL/LWAL+CDN/HBET:1-4,1033.9913,RURAL
9,MUR+CL/LWAL+CDN/HBET:1-4,2651.2282,URBAN
9,W/LPB+CDL/HBET:1-3,1459.5778,RURAL
9,W/LPB+CDL/HBET:1-3,3742.4628,URBAN
9,W/LWAL+CDL/HBET:1-3,909.9361,RURAL
9,W/LWAL+CDL/HBET:1-3,2333.1417,URBAN
10,CR/LFINF+CDN/H:3,250.8233,RURAL
10,CR/LFINF+CDN/H:3,560.857,URBAN
10,CR/LWAL+CDN/HBET:4-10,17.6455,RURAL
10,CR/LWAL+CDN/HBET:4-10,39.4566,URBAN
10,MUR+CB/LWAL+CDN/HBET:1-2,188.1977,RURAL
10,MUR+CB/LWAL+CDN/HBET:1-2,420.8221,URBAN
10,MUR+CB/LWAL+CDN/HBET:1-4,17.6455,RURAL
10,MUR+CB/LWAL+CDN/HBET:1-4,39.4566,URBAN
10,MUR+CL/LWAL+CDN/HBET:1-4,5.7107,RURAL
10,MUR+CL/LWAL+CDN/HBET:1-4,12.7696,URBAN
10,MUR+CL/LWAL+CDN/HBET:1-4,111.7765,RURAL
10,MUR+CL/LWAL+CDN/HBET:1-4,249.9393,URBAN
10,W/LPB+CDL/HBET:1-3,157.7832,RURAL
10,W/LPB+CDL/HBET:1-3,352.8133,URBAN
10,W/LWAL+CDL/HBET:1-3,98.3659,RURAL
10,W/LWAL+CDL/HBET:1-3,219.9524,URBAN
11,CR/LFINF+CDN/H:3,140.1129,RURAL
11,CR/LFINF+CDN/H:3,389.0321,URBAN
11,CR/LWAL+CDN/HBET:4-10,9.857,RURAL
11,CR/LWAL+CDN/HBET:4-10,27.3686,URBAN
11,MUR+CB/LWAL+CDN/HBET:1-2,105.1295,RURAL
11,MUR+CB/LWAL+CDN/HBET:1-2,291.8985,URBAN
11,MUR+CB/LWAL+CDN/HBET:1-4,9.857,RURAL
11,MUR+CB/LWAL+CDN/HBET:1-4,27.3686,URBAN
11,MUR+CL/LWAL+CDN/HBET:1-4,3.1901,RURAL
11,MUR+CL/LWAL+CDN/HBET:1-4,8.8575,URBAN
11,MUR+CL/LWAL+CDN/HBET:1-4,62.4397,RURAL
11,MUR+CL/LWAL+CDN/HBET:1-4,173.3676,URBAN
11,W/LPB+CDL/HBET:1-3,88.1396,RURAL
11,W/LPB+CDL/HBET:1-3,244.725,URBAN
11,W/LWAL+CDL/HBET:1-3,54.9483,RURAL
11,W/LWAL+CDL/HBET:1-3,152.5675,URBAN
12,CR/LFINF+CDN/H:3,546.9013,RURAL
12,CR/LWAL+CDN/HBET:4-10,38.4748,RURAL
12,MUR+CB/LWAL+CDN/HBET:1-2,410.3509,RURAL
12,MUR+CB/LWAL+CDN/HBET:1-4,38.4748,RURAL
12,MUR+CL/LWAL+CDN/HBET:1-4,12.4518,RURAL
12,MUR+CL/LWAL+CDN/HBET:1-4,243.7202,RURAL
12,W/LPB+CDL/HBET:1-3,344.0344,RURAL
12,W/LWAL+CDL/HBET:1-3,214.4793,RURAL
13,CR/LFINF+CDN/H:3,286.5609,RURAL
13,CR/LWAL+CDN/HBET:4-10,20.1597,RURAL
13,MUR+CB/LWAL+CDN/HBET:1-2,215.0123,RURAL
13,MUR+CB/LWAL+CDN/HBET:1-4,20.1597,RURAL
13,MUR+CL/LWAL+CDN/HBET:1-4,6.5244,RURAL
13,MUR+CL/LWAL+CDN/HBET:1-4,127.7025,RURAL
13,W/LPB+CDL/HBET:1-3,180.2643,RURAL
13,W/LWAL+CDL/HBET:1-3,112.3811,RURAL
14,CR/LFINF+CDN/H:3,450.1811,RURAL
14,CR/LFINF+CDN/H:3,1514.9613,URBAN
14,CR/LWAL+CDN/HBET:4-10,31.6705,RURAL
14,CR/LWAL+CDN/HBET:4-10,106.5782,URBAN
14,MUR+CB/LWAL+CDN/HBET:1-2,337.7798,RURAL
14,MUR+CB/LWAL+CDN/HBET:1-2,1136.7054,URBAN
14,MUR+CB/LWAL+CDN/HBET:1-4,31.6705,RURAL
14,MUR+CB/LWAL+CDN/HBET:1-4,106.5782,URBAN
14,MUR+CL/LWAL+CDN/HBET:1-4,10.2497,RURAL
14,MUR+CL/LWAL+CDN/HBET:1-4,34.4926,URBAN
14,MUR+CL/LWAL+CDN/HBET:1-4,200.6179,RURAL
14,MUR+CL/LWAL+CDN/HBET:1-4,675.1247,URBAN
14,W/LPB+CDL/HBET:1-3,283.1914,RURAL
14,W/LPB+CDL/HBET:1-3,953.0033,URBAN
14,W/LWAL+CDL/HBET:1-3,176.5484,RURAL
14,W/LWAL+CDL/HBET:1-3,594.1253,URBAN
15,CR/LFINF+CDN/H:3,1800.966,RURAL
15,CR/LFINF+CDN/H:3,2008.7566,URBAN
15,CR/LWAL+CDN/HBET:4-10,126.6988,RURAL
15,CR/LWAL+CDN/HBET:4-10,141.317,URBAN
15,MUR+CB/LWAL+CDN/HBET:1-2,1351.3004,RURAL
15,MUR+CB/LWAL+CDN/HBET:1-2,1507.2098,URBAN
15,MUR+CB/LWAL+CDN/HBET:1-4,126.6988,RURAL
15,MUR+CB/LWAL+CDN/HBET:1-4,141.317,URBAN
15,MUR+CL/LWAL+CDN/HBET:1-4,41.0043,RURAL
15,MUR+CL/LWAL+CDN/HBET:1-4,45.7353,URBAN
15,MUR+CL/LWAL+CDN/HBET:1-4,802.5794,RURAL
15,MUR+CL/LWAL+CDN/HBET:1-4,895.1788,URBAN
15,W/LPB+CDL/HBET:1-3,1132.9177,RURAL
15,W/LPB+CDL/HBET:1-3,1263.6307,URBAN
15,W/LWAL+CDL/HBET:1-3,706.2883,RURAL
15,W/LWAL+CDL/HBET:1-3,787.7779,URBAN
16,CR/LFINF+CDN/H:3,348.1583,RURAL
16,CR/LFINF+CDN/H:3,645.2735,URBAN
16,CR/LWAL+CDN/HBET:4-10,24.4931,RURAL
