REGION,POPULATION,ID
Almeria,688736,ESP.1.1_1
Cadiz,1244732,ESP.1.2_1
Córdoba,802575,ESP.1.3_1
Granada,922100,ESP.1.4_1
Huelva,519895,ESP.1.5_1
Jaén,667484,ESP.1.6_1
Málaga,1594808,ESP.1.7_1
Sevilla,1930941,ESP.1.8_1
Huesca,225962,ESP.2.1_1
Teruel,143162,ESP.2.2_1
Zaragoza,975385,ESP.2.3_1
"ASTURIAS, PRINCIPADO DE",1075183,ESP.17.1_1
"BALEARS, ILLES",1100503,ESP.13.1_1
"Palmas, Las",1087225,ESP.14.1_1
Santa Cruz de Tenerife,995429,ESP.14.2_1
CANTABRIA,592542,ESP.3.1_1
Ávila,171647,ESP.5.1_1
Burgos,372538,ESP.5.2_1
León,493312,ESP.5.3_1
Palencia,170513,ESP.5.4_1
Salamanca,350018,ESP.5.5_1
Segovia,163171,ESP.5.6_1
Soria,94610,ESP.5.7_1
Valladolid,532765,ESP.5.8_1
Zamora,191613,ESP.5.9_1
Albacete,401580,ESP.4.1_1
Ciudad Real,526628,ESP.4.2_1
Cuenca,215165,ESP.4.3_1
Guadalajara,257442,ESP.4.4_1
Toledo,705516,ESP.4.5_1
Barcelona,5522565,ESP.6.1_1
Girona,751806,ESP.6.2_1
Lleida,438428,ESP.6.3_1
Tarragona,807044,ESP.6.4_1
Alicante/Alacant,1852166,ESP.10.1_1
Castellón/Castelló,594423,ESP.10.2_1
Valencia/València,2563342,ESP.10.3_1
Badajoz,691799,ESP.11.1_1
Cáceres,412701,ESP.11.2_1
"Coruña, A",1141286,ESP.12.1_1
Lugo,348067,ESP.12.2_1
Ourense,328697,ESP.12.3_1
Pontevedra,954877,ESP.12.4_1
"MADRID, COMUNIDAD DE",6421874,ESP.8.1_1
"MURCIA, REGIÓN DE",1462128,ESP.18.1_1
"NAVARRA, COMUNIDAD FORAL DE",640129,ESP.9.1_1
Araba/Álava,320778,ESP.16.1_1
Bizkaia,1156190,ESP.16.3_1
Gipuzkoa,708425,ESP.16.2_1
"RIOJA, LA",321173,ESP.15.1_1
Ceuta,83517,ESP.7.1_1
Melilla,81323,ESP.7.2_1
