ID_2,TAXONOMY,BUILDINGS,SETTLEMENT_TYPE
1,CR/LFINF+CDL/HBET:4-10,2262.272,URBAN
1,CR/LWAL+CDL/HBET:4-10,317.2604,URBAN
1,MUR+CB/LWAL+CDN/HBET:1-2,151.0764,URBAN
1,MUR+CL/LWAL+CDN/HBET:1-4,1797.4216,URBAN
1,MUR+CL/LWAL+CDN/HBET:1-4,2014.3518,URBAN
1,MUR+ST/LWAL+CDN/HBET:1-4,1007.1759,URBAN
1,W/LPB+CDL/HBET:1-3,523.3441,URBAN
2,CR/LFINF+CDL/HBET:4-10,163.0643,RURAL
2,CR/LFINF+CDL/HBET:4-10,1699.6597,URBAN
2,CR/LWAL+CDL/HBET:4-10,22.8681,RURAL
2,CR/LWAL+CDL/HBET:4-10,238.3598,URBAN
2,MUR+CB/LWAL+CDN/HBET:1-2,10.8896,RURAL
2,MUR+CB/LWAL+CDN/HBET:1-2,113.5047,URBAN
2,MUR+CL/LWAL+CDN/HBET:1-4,129.5579,RURAL
2,MUR+CL/LWAL+CDN/HBET:1-4,1350.4145,URBAN
2,MUR+CL/LWAL+CDN/HBET:1-4,145.1942,RURAL
2,MUR+CL/LWAL+CDN/HBET:1-4,1513.3956,URBAN
2,MUR+ST/LWAL+CDN/HBET:1-4,72.5971,RURAL
2,MUR+ST/LWAL+CDN/HBET:1-4,756.6978,URBAN
2,W/LPB+CDL/HBET:1-3,37.7226,RURAL
2,W/LPB+CDL/HBET:1-3,393.1918,URBAN
3,CR/LFINF+CDL/HBET:4-10,3610.5033,URBAN
3,CR/LWAL+CDL/HBET:4-10,506.336,URBAN
3,MUR+CB/LWAL+CDN/HBET:1-2,241.1124,URBAN
3,MUR+CL/LWAL+CDN/HBET:1-4,2868.6191,URBAN
3,MUR+CL/LWAL+CDN/HBET:1-4,3214.8317,URBAN
3,MUR+ST/LWAL+CDN/HBET:1-4,1607.4159,URBAN
3,W/LPB+CDL/HBET:1-3,835.238,URBAN
4,CR/LFINF+CDL/HBET:4-10,1689.2537,RURAL
4,CR/LFINF+CDL/HBET:4-10,1789.7609,URBAN
4,CR/LWAL+CDL/HBET:4-10,236.9005,RURAL
4,CR/LWAL+CDL/HBET:4-10,250.9956,URBAN
4,MUR+CB/LWAL+CDN/HBET:1-2,112.8098,RURAL
4,MUR+CB/LWAL+CDN/HBET:1-2,119.5217,URBAN
4,MUR+CL/LWAL+CDN/HBET:1-4,1342.1468,RURAL
4,MUR+CL/LWAL+CDN/HBET:1-4,1422.0018,URBAN
4,MUR+CL/LWAL+CDN/HBET:1-4,1504.13,RURAL
4,MUR+CL/LWAL+CDN/HBET:1-4,1593.6227,URBAN
4,MUR+ST/LWAL+CDN/HBET:1-4,752.065,RURAL
4,MUR+ST/LWAL+CDN/HBET:1-4,796.8114,URBAN
4,W/LPB+CDL/HBET:1-3,390.7846,RURAL
4,W/LPB+CDL/HBET:1-3,414.0354,URBAN
5,CR/LFINF+CDL/HBET:4-10,61.4718,RURAL
5,CR/LFINF+CDL/HBET:4-10,2713.3341,URBAN
5,CR/LWAL+CDL/HBET:4-10,8.6208,RURAL
5,CR/LWAL+CDL/HBET:4-10,380.5172,URBAN
5,MUR+CB/LWAL+CDN/HBET:1-2,4.1051,RURAL
5,MUR+CB/LWAL+CDN/HBET:1-2,181.1987,URBAN
5,MUR+CL/LWAL+CDN/HBET:1-4,48.8406,RURAL
5,MUR+CL/LWAL+CDN/HBET:1-4,2155.7997,URBAN
5,MUR+CL/LWAL+CDN/HBET:1-4,54.7351,RURAL
5,MUR+CL/LWAL+CDN/HBET:1-4,2415.9824,URBAN
5,MUR+ST/LWAL+CDN/HBET:1-4,27.3676,RURAL
5,MUR+ST/LWAL+CDN/HBET:1-4,1207.9912,URBAN
5,W/LPB+CDL/HBET:1-3,14.2206,RURAL
5,W/LPB+CDL/HBET:1-3,627.6908,URBAN
6,CR/LFINF+CDL/HBET:4-10,5.6929,RURAL
6,MUR+CL/LWAL+CDN/HBET:1-4,4.5231,RURAL
6,MUR+CL/LWAL+CDN/HBET:1-4,5.069,RURAL
6,MUR+ST/LWAL+CDN/HBET:1-4,2.5345,RURAL
6,W/LPB+CDL/HBET:1-3,1.317,RURAL
7,CR/LFINF+CDL/HBET:4-10,358.8869,RURAL
7,CR/LFINF+CDL/HBET:4-10,596.0816,URBAN
7,CR/LWAL+CDL/HBET:4-10,50.3302,RURAL
7,CR/LWAL+CDL/HBET:4-10,83.5943,URBAN
7,MUR+CB/LWAL+CDN/HBET:1-2,23.9668,RURAL
7,MUR+CB/LWAL+CDN/HBET:1-2,39.8068,URBAN
7,MUR+CL/LWAL+CDN/HBET:1-4,285.1431,RURAL
7,MUR+CL/LWAL+CDN/HBET:1-4,473.5991,URBAN
7,MUR+CL/LWAL+CDN/HBET:1-4,319.5569,RURAL
7,MUR+CL/LWAL+CDN/HBET:1-4,530.7576,URBAN
7,MUR+ST/LWAL+CDN/HBET:1-4,159.7784,RURAL
7,MUR+ST/LWAL+CDN/HBET:1-4,265.3788,URBAN
7,W/LPB+CDL/HBET:1-3,83.0233,RURAL
7,W/LPB+CDL/HBET:1-3,137.8949,URBAN
8,CR/LFINF+CDL/HBET:4-10,221.3899,RURAL
8,CR/LFINF+CDL/HBET:4-10,3045.7685,URBAN
8,CR/LWAL+CDL/HBET:4-10,31.0477,RURAL
8,CR/LWAL+CDL/HBET:4-10,427.1377,URBAN
8,MUR+CB/LWAL+CDN/HBET:1-2,14.7846,RURAL
8,MUR+CB/LWAL+CDN/HBET:1-2,203.3989,URBAN
8,MUR+CL/LWAL+CDN/HBET:1-4,175.8988,RURAL
8,MUR+CL/LWAL+CDN/HBET:1-4,2419.9256,URBAN
8,MUR+CL/LWAL+CDN/HBET:1-4,197.128,RURAL
8,MUR+CL/LWAL+CDN/HBET:1-4,2711.9856,URBAN
8,MUR+ST/LWAL+CDN/HBET:1-4,98.564,RURAL
8,MUR+ST/LWAL+CDN/HBET:1-4,1355.9928,URBAN
8,W/LPB+CDL/HBET:1-3,51.2154,RURAL
8,W/LPB+CDL/HBET:1-3,704.5947,URBAN
9,CR/LFINF+CDL/HBET:4-10,55.3961,RURAL
9,CR/LFINF+CDL/HBET:4-10,3075.2271,URBAN
9,CR/LWAL+CDL/HBET:4-10,7.7687,RURAL
9,CR/LWAL+CDL/HBET:4-10,431.269,URBAN
9,MUR+CB/LWAL+CDN/HBET:1-2,3.6994,RURAL
9,MUR+CB/LWAL+CDN/HBET:1-2,205.3662,URBAN
9,MUR+CL/LWAL+CDN/HBET:1-4,44.0134,RURAL
9,MUR+CL/LWAL+CDN/HBET:1-4,2443.3311,URBAN
9,MUR+CL/LWAL+CDN/HBET:1-4,49.3253,RURAL
9,MUR+CL/LWAL+CDN/HBET:1-4,2738.2159,URBAN
9,MUR+ST/LWAL+CDN/HBET:1-4,24.6627,RURAL
9,MUR+ST/LWAL+CDN/HBET:1-4,1369.108,URBAN
9,W/LPB+CDL/HBET:1-3,12.8151,RURAL
9,W/LPB+CDL/HBET:1-3,711.4096,URBAN
10,CR/LFINF+CDL/HBET:4-10,6898.9956,URBAN
10,CR/LWAL+CDL/HBET:4-10,967.5133,URBAN
10,MUR+CB/LWAL+CDN/HBET:1-2,460.7206,URBAN
10,MUR+CL/LWAL+CDN/HBET:1-4,5481.3938,URBAN
10,MUR+CL/LWAL+CDN/HBET:1-4,6142.9413,URBAN
