ID_2,TAXONOMY,BUILDINGS,SETTLEMENT_TYPE,POPULATION
55,MUR/LWAL+CDN/H:1,215.517,RURAL,1320.8988
55,MUR/LWAL+CDN/H:1,170.9561,URBAN,1047.7862
55,W/LFM+CDL/H:1,1293.1017,RURAL,7925.3927
55,W/LFM+CDL/H:1,1025.7366,URBAN,6286.7174
56,CR/LWAL+CDL/HBET:3-5,2881.0268,RURAL,17657.751
56,CR/LWAL+CDL/HBET:3-5,9707.665,URBAN,59498.0689
56,MUR+CB/LWAL+CDN/H:1,450.1604,RURAL,2759.0236
56,MUR+CB/LWAL+CDN/H:1,1516.8226,URBAN,9296.5733
56,MUR/LWAL+CDN/H:1,3151.1231,RURAL,19313.1652
56,MUR/LWAL+CDN/H:1,10617.7585,URBAN,65076.0129
56,MUR/LWAL+CDN/H:1,360.1283,RURAL,2207.2189
56,MUR/LWAL+CDN/H:1,1213.4581,URBAN,7437.2586
56,W/LFM+CDL/H:1,2160.7701,RURAL,13243.3133
56,W/LFM+CDL/H:1,7280.7487,URBAN,44623.5517
57,CR/LWAL+CDL/HBET:3-5,1423.0868,RURAL,8722.0682
57,MUR+CB/LWAL+CDN/H:1,222.3573,RURAL,1362.8232
57,MUR/LWAL+CDN/H:1,1556.5012,RURAL,9539.7621
57,MUR/LWAL+CDN/H:1,177.8858,RURAL,1090.2585
57,W/LFM+CDL/H:1,1067.3151,RURAL,6541.5512
58,CR/LWAL+CDL/HBET:3-5,2289.1287,RURAL,14030.0202
58,MUR+CB/LWAL+CDN/H:1,357.6764,RURAL,2192.1907
58,MUR/LWAL+CDN/H:1,2503.7345,RURAL,15345.3346
58,MUR/LWAL+CDN/H:1,286.1411,RURAL,1753.7525
58,W/LFM+CDL/H:1,1716.8465,RURAL,10522.5152
59,CR/LWAL+CDL/HBET:3-5,1384.3064,RURAL,8484.384
59,MUR+CB/LWAL+CDN/H:1,216.2979,RURAL,1325.685
59,MUR/LWAL+CDN/H:1,1514.0851,RURAL,9279.795
59,MUR/LWAL+CDN/H:1,173.0383,RURAL,1060.548
59,W/LFM+CDL/H:1,1038.2298,RURAL,6363.288
60,CR/LWAL+CDL/HBET:3-5,927.2236,RURAL,5682.9333
60,MUR+CB/LWAL+CDN/H:1,144.8787,RURAL,887.9583
60,MUR/LWAL+CDN/H:1,1014.1508,RURAL,6215.7082
60,MUR/LWAL+CDN/H:1,115.9029,RURAL,710.3667
60,W/LFM+CDL/H:1,695.4177,RURAL,4262.1999
61,CR/LWAL+CDL/HBET:3-5,621.8194,RURAL,3811.1179
61,MUR+CB/LWAL+CDN/H:1,97.1593,RURAL,595.4872
61,MUR/LWAL+CDN/H:1,680.115,RURAL,4168.4102
61,MUR/LWAL+CDN/H:1,77.7274,RURAL,476.3897
61,W/LFM+CDL/H:1,466.3646,RURAL,2858.3384
62,CR/LWAL+CDL/HBET:3-5,1162.3355,RURAL,7123.929
62,MUR+CB/LWAL+CDN/H:1,181.6149,RURAL,1113.1139
62,MUR/LWAL+CDN/H:1,1271.3044,RURAL,7791.7973
62,MUR/LWAL+CDN/H:1,145.2919,RURAL,890.4911
62,W/LFM+CDL/H:1,871.7516,RURAL,5342.9467
63,CR/LWAL+CDL/HBET:3-5,1227.273,RURAL,7521.9296
63,CR/LWAL+CDL/HBET:3-5,1830.7809,URBAN,11220.8166
63,MUR+CB/LWAL+CDN/H:1,191.7614,RURAL,1175.3015
63,MUR+CB/LWAL+CDN/H:1,286.0595,URBAN,1753.2526
63,MUR/LWAL+CDN/H:1,1342.3298,RURAL,8227.1105
63,MUR/LWAL+CDN/H:1,2002.4166,URBAN,12272.7682
63,MUR/LWAL+CDN/H:1,153.4091,RURAL,940.2412
63,MUR/LWAL+CDN/H:1,228.8476,URBAN,1402.6021
63,W/LFM+CDL/H:1,920.4547,RURAL,5641.4472
63,W/LFM+CDL/H:1,1373.0857,URBAN,8415.6125
64,CR/LWAL+CDL/HBET:3-5,1689.5946,RURAL,10355.489
64,MUR+CB/LWAL+CDN/H:1,263.9992,RURAL,1618.0452
64,MUR/LWAL+CDN/H:1,1847.9941,RURAL,11326.3161
64,MUR/LWAL+CDN/H:1,211.1993,RURAL,1294.4361
64,W/LFM+CDL/H:1,1267.196,RURAL,7766.6168
65,CR/LWAL+CDL/HBET:3-5,923.0292,RURAL,5657.2258
65,MUR+CB/LWAL+CDN/H:1,144.2233,RURAL,883.9415
65,MUR/LWAL+CDN/H:1,1009.5631,RURAL,6187.5907
65,MUR/LWAL+CDN/H:1,115.3786,RURAL,707.1532
65,W/LFM+CDL/H:1,692.2719,RURAL,4242.9193
66,CR/LWAL+CDL/HBET:3-5,1142.8798,RURAL,7004.6857
66,CR/LWAL+CDL/HBET:3-5,520.1796,URBAN,3188.1694
66,MUR+CB/LWAL+CDN/H:1,178.575,RURAL,1094.4821
66,MUR+CB/LWAL+CDN/H:1,81.2781,URBAN,498.1515
66,MUR/LWAL+CDN/H:1,1250.0248,RURAL,7661.375
66,MUR/LWAL+CDN/H:1,568.9464,URBAN,3487.0603
66,MUR/LWAL+CDN/H:1,142.86,RURAL,875.5857
66,MUR/LWAL+CDN/H:1,65.0224,URBAN,398.5212
66,W/LFM+CDL/H:1,857.1599,RURAL,5253.5143
66,W/LFM+CDL/H:1,390.1347,URBAN,2391.127
67,CR/LWAL+CDL/HBET:3-5,1171.3203,RURAL,7178.9969
67,MUR+CB/LWAL+CDN/H:1,183.0188,RURAL,1121.7183
67,MUR/LWAL+CDN/H:1,1281.1316,RURAL,7852.0278
67,MUR/LWAL+CDN/H:1,146.415,RURAL,897.3746
67,W/LFM+CDL/H:1,878.4902,RURAL,5384.2476
68,CR/LWAL+CDL/HBET:3-5,1742.2541,RURAL,10678.238
68,MUR+CB/LWAL+CDN/H:1,272.2272,RURAL,1668.4747
68,MUR/LWAL+CDN/H:1,1905.5905,RURAL,11679.3228
68,MUR/LWAL+CDN/H:1,217.7818,RURAL,1334.7798
68,W/LFM+CDL/H:1,1306.6906,RURAL,8008.6785
69,CR/LWAL+CDL/HBET:3-5,715.9783,RURAL,4388.2157
69,MUR+CB/LWAL+CDN/H:1,111.8716,RURAL,685.6587
69,MUR/LWAL+CDN/H:1,783.1013,RURAL,4799.6109
69,MUR/LWAL+CDN/H:1,89.4973,RURAL,548.527
69,W/LFM+CDL/H:1,536.9837,RURAL,3291.1618
70,CR/LWAL+CDL/HBET:3-5,981.3982,RURAL,6014.9682
70,MUR+CB/LWAL+CDN/H:1,153.3435,RURAL,939.8388
70,MUR/LWAL+CDN/H:1,1073.4043,RURAL,6578.8715
70,MUR/LWAL+CDN/H:1,122.6748,RURAL,751.871
70,W/LFM+CDL/H:1,736.0486,RURAL,4511.2262
71,CR/LWAL+CDL/HBET:3-5,555.4866,RURAL,3404.5654
71,CR/LWAL+CDL/HBET:3-5,1496.1218,URBAN,9169.6984
71,MUR+CB/LWAL+CDN/H:1,86.7948,RURAL,531.9633
71,MUR+CB/LWAL+CDN/H:1,233.769,URBAN,1432.7654
71,MUR/LWAL+CDN/H:1,607.5635,RURAL,3723.7434
71,MUR/LWAL+CDN/H:1,1636.3832,URBAN,10029.3576
71,MUR/LWAL+CDN/H:1,69.4358,RURAL,425.5707
71,MUR/LWAL+CDN/H:1,187.0152,URBAN,1146.2123
71,W/LFM+CDL/H:1,416.615,RURAL,2553.4241
71,W/LFM+CDL/H:1,1122.0914,URBAN,6877.2738
72,CR/LWAL+CDL/HBET:3-5,2382.5927,RURAL,14602.8594
72,CR/LWAL+CDL/HBET:3-5,18530.46,URBAN,113572.7894
72,MUR+CB/LWAL+CDN/H:1,372.2801,RURAL,2281.6968
72,MUR+CB/LWAL+CDN/H:1,2895.3844,URBAN,17745.7484
72,MUR/LWAL+CDN/H:1,2605.9608,RURAL,15971.8775
72,MUR/LWAL+CDN/H:1,20267.6907,URBAN,124220.2385
72,MUR/LWAL+CDN/H:1,297.8241,RURAL,1825.3574
72,MUR/LWAL+CDN/H:1,2316.3075,URBAN,14196.5987
72,W/LFM+CDL/H:1,1786.9445,RURAL,10952.1446
72,W/LFM+CDL/H:1,13897.845,URBAN,85179.5921
73,CR/LWAL+CDL/HBET:3-5,1605.6772,RURAL,9841.1611
73,MUR+CB/LWAL+CDN/H:1,250.8871,RURAL,1537.6814
73,MUR/LWAL+CDN/H:1,1756.2095,RURAL,10763.7699
73,MUR/LWAL+CDN/H:1,200.7097,RURAL,1230.1451
73,W/LFM+CDL/H:1,1204.2579,RURAL,7380.8708
74,CR/LWAL+CDL/HBET:3-5,2010.8759,RURAL,12324.6152
74,MUR+CB/LWAL+CDN/H:1,314.1994,RURAL,1925.7211
74,MUR/LWAL+CDN/H:1,2199.3956,RURAL,13480.0478
74,MUR/LWAL+CDN/H:1,251.3595,RURAL,1540.5769
74,W/LFM+CDL/H:1,1508.1569,RURAL,9243.4614
75,CR/LWAL+CDL/HBET:3-5,866.3122,RURAL,5309.6089
75,MUR+CB/LWAL+CDN/H:1,135.3613,RURAL,829.6264
75,MUR/LWAL+CDN/H:1,947.529,RURAL,5807.3848
75,MUR/LWAL+CDN/H:1,108.289,RURAL,663.7011
75,W/LFM+CDL/H:1,649.7342,RURAL,3982.2067
76,CR/LWAL+CDL/HBET:3-5,2423.798,RURAL,14855.4054
76,CR/LWAL+CDL/HBET:3-5,8005.1934,URBAN,49063.6573
76,MUR+CB/LWAL+CDN/H:1,378.7184,RURAL,2321.1571
76,MUR+CB/LWAL+CDN/H:1,1250.8115,URBAN,7666.1965
76,MUR/LWAL+CDN/H:1,2651.029,RURAL,16248.0996
76,MUR/LWAL+CDN/H:1,8755.6802,URBAN,53663.3751
76,MUR/LWAL+CDN/H:1,302.9747,RURAL,1856.9257
76,MUR/LWAL+CDN/H:1,1000.6492,URBAN,6132.9572
76,W/LFM+CDL/H:1,1817.8485,RURAL,11141.554
76,W/LFM+CDL/H:1,6003.895,URBAN,36797.743
77,CR/LWAL+CDL/HBET:3-5,1722.0592,RURAL,10554.4635
77,MUR+CB/LWAL+CDN/H:1,269.0717,RURAL,1649.1349
77,MUR/LWAL+CDN/H:1,1883.5022,RURAL,11543.9445
77,MUR/LWAL+CDN/H:1,215.2574,RURAL,1319.3079
77,W/LFM+CDL/H:1,1291.5444,RURAL,7915.8476
78,CR/LWAL+CDL/HBET:3-5,2039.9696,RURAL,12502.9298
78,MUR+CB/LWAL+CDN/H:1,318.7453,RURAL,1953.5828
78,MUR/LWAL+CDN/H:1,2231.2168,RURAL,13675.0795
78,MUR/LWAL+CDN/H:1,254.9962,RURAL,1562.8662
78,W/LFM+CDL/H:1,1529.9772,RURAL,9377.1973
79,CR/LWAL+CDL/HBET:3-5,1089.3551,RURAL,6676.6336
79,CR/LWAL+CDL/HBET:3-5,2147.2317,URBAN,13160.337
79,MUR+CB/LWAL+CDN/H:1,170.2117,RURAL,1043.224
79,MUR+CB/LWAL+CDN/H:1,335.505,URBAN,2056.3027
79,MUR/LWAL+CDN/H:1,1191.4821,RURAL,7302.568
79,MUR/LWAL+CDN/H:1,2348.5347,URBAN,14394.1185
79,MUR/LWAL+CDN/H:1,136.1694,RURAL,834.5792
79,MUR/LWAL+CDN/H:1,268.404,URBAN,1645.0421
79,W/LFM+CDL/H:1,817.0163,RURAL,5007.4752
79,W/LFM+CDL/H:1,1610.4238,URBAN,9870.2527
80,CR/LWAL+CDL/HBET:3-5,2195.0238,RURAL,13453.2532
80,MUR+CB/LWAL+CDN/H:1,342.9725,RURAL,2102.0708
80,MUR/LWAL+CDN/H:1,2400.8072,RURAL,14714.4957
80,MUR/LWAL+CDN/H:1,274.378,RURAL,1681.6566
80,W/LFM+CDL/H:1,1646.2678,RURAL,10089.9399
81,CR/LWAL+CDL/HBET:3-5,2067.1056,RURAL,12669.2453
81,MUR+CB/LWAL+CDN/H:1,322.9852,RURAL,1979.5696
81,MUR/LWAL+CDN/H:1,2260.8967,RURAL,13856.987
81,MUR/LWAL+CDN/H:1,258.3882,RURAL,1583.6557
81,W/LFM+CDL/H:1,1550.3292,RURAL,9501.934
82,CR/LWAL+CDL/HBET:3-5,1783.0532,RURAL,10928.2945
82,MUR+CB/LWAL+CDN/H:1,278.6021,RURAL,1707.546
82,MUR/LWAL+CDN/H:1,1950.2144,RURAL,11952.8221
82,MUR/LWAL+CDN/H:1,222.8816,RURAL,1366.0368
82,W/LFM+CDL/H:1,1337.2899,RURAL,8196.2208
83,CR/LWAL+CDL/HBET:3-5,2237.2797,RURAL,13712.2392
83,MUR+CB/LWAL+CDN/H:1,349.575,RURAL,2142.5374
83,MUR/LWAL+CDN/H:1,2447.0247,RURAL,14997.7616
83,MUR/LWAL+CDN/H:1,279.66,RURAL,1714.0299
83,W/LFM+CDL/H:1,1677.9598,RURAL,10284.1794
84,CR/LWAL+CDL/HBET:3-5,2235.6242,RURAL,13702.0922
84,MUR+CB/LWAL+CDN/H:1,349.3163,RURAL,2140.9519
84,MUR/LWAL+CDN/H:1,2445.2139,RURAL,14986.6633
84,MUR/LWAL+CDN/H:1,279.453,RURAL,1712.7615
84,W/LFM+CDL/H:1,1676.7181,RURAL,10276.5691
85,CR/LWAL+CDL/HBET:3-5,1681.9484,RURAL,10308.6257
85,CR/LWAL+CDL/HBET:3-5,5877.4527,URBAN,36022.7805
85,MUR+CB/LWAL+CDN/H:1,262.8044,RURAL,1610.7228
85,MUR+CB/LWAL+CDN/H:1,918.352,URBAN,5628.5595
85,MUR/LWAL+CDN/H:1,1839.6311,RURAL,11275.0594
85,MUR/LWAL+CDN/H:1,6428.4639,URBAN,39399.9161
85,MUR/LWAL+CDN/H:1,210.2436,RURAL,1288.5782
85,MUR/LWAL+CDN/H:1,734.6816,URBAN,4502.8476
85,W/LFM+CDL/H:1,1261.4613,RURAL,7731.4693
85,W/LFM+CDL/H:1,4408.0895,URBAN,27017.0854
86,CR/LWAL+CDL/HBET:3-5,1132.5552,RURAL,6941.4066
86,CR/LWAL+CDL/HBET:3-5,93767.6101,URBAN,574699.6574
86,MUR+CB/LWAL+CDN/H:1,176.9618,RURAL,1084.5948
86,MUR+CB/LWAL+CDN/H:1,14651.1891,URBAN,89796.8215
86,MUR/LWAL+CDN/H:1,1238.7323,RURAL,7592.1635
86,MUR/LWAL+CDN/H:1,102558.3236,URBAN,628577.7503
86,MUR/LWAL+CDN/H:1,141.5694,RURAL,867.6758
86,MUR/LWAL+CDN/H:1,11720.9513,URBAN,71837.4572
86,W/LFM+CDL/H:1,849.4164,RURAL,5206.0549
86,W/LFM+CDL/H:1,70325.7076,URBAN,431024.743
87,CR/LWAL+CDL/HBET:3-5,1950.348,RURAL,11953.6406
87,MUR+CB/LWAL+CDN/H:1,304.7419,RURAL,1867.7563
87,MUR/LWAL+CDN/H:1,2133.1931,RURAL,13074.2944
87,MUR/LWAL+CDN/H:1,243.7935,RURAL,1494.2051
87,W/LFM+CDL/H:1,1462.761,RURAL,8965.2304
88,CR/LWAL+CDL/HBET:3-5,2299.0319,RURAL,14090.7166
88,MUR+CB/LWAL+CDN/H:1,359.2237,RURAL,2201.6745
88,MUR/LWAL+CDN/H:1,2514.5661,RURAL,15411.7213
88,MUR/LWAL+CDN/H:1,287.379,RURAL,1761.3396
88,W/LFM+CDL/H:1,1724.2739,RURAL,10568.0375
89,CR/LWAL+CDL/HBET:3-5,2839.923,RURAL,17405.8265
89,CR/LWAL+CDL/HBET:3-5,1207.052,URBAN,7397.9958
89,MUR+CB/LWAL+CDN/H:1,443.738,RURAL,2719.6604
89,MUR+CB/LWAL+CDN/H:1,188.6019,URBAN,1155.9369
89,MUR/LWAL+CDN/H:1,3106.1657,RURAL,19037.6228
89,MUR/LWAL+CDN/H:1,1320.2132,URBAN,8091.5579
89,MUR/LWAL+CDN/H:1,354.9904,RURAL,2175.7283
89,MUR/LWAL+CDN/H:1,150.8815,URBAN,924.7495
89,W/LFM+CDL/H:1,2129.9422,RURAL,13054.3699
89,W/LFM+CDL/H:1,905.289,URBAN,5548.4969
90,CR/LWAL+CDL/HBET:3-5,2856.5283,RURAL,17507.6005
90,CR/LWAL+CDL/HBET:3-5,4839.6952,URBAN,29662.3872
90,MUR+CB/LWAL+CDN/H:1,446.3326,RURAL,2735.5626
90,MUR+CB/LWAL+CDN/H:1,756.2024,URBAN,4634.748
90,MUR/LWAL+CDN/H:1,3124.3279,RURAL,19148.9381
90,MUR/LWAL+CDN/H:1,5293.4166,URBAN,32443.236
90,MUR/LWAL+CDN/H:1,357.066,RURAL,2188.4501
90,MUR/LWAL+CDN/H:1,604.9619,URBAN,3707.7984
90,W/LFM+CDL/H:1,2142.3963,RURAL,13130.7004
90,W/LFM+CDL/H:1,3629.7714,URBAN,22246.7904
91,CR/LWAL+CDL/HBET:3-5,1630.7875,RURAL,9995.0614
91,CR/LWAL+CDL/HBET:3-5,3683.6829,URBAN,22577.2131
91,MUR+CB/LWAL+CDN/H:1,254.8105,RURAL,1561.7283
91,MUR+CB/LWAL+CDN/H:1,575.5755,URBAN,3527.6895
91,MUR/LWAL+CDN/H:1,1783.6738,RURAL,10932.0984
91,MUR/LWAL+CDN/H:1,4029.0282,URBAN,24693.8268
91,MUR/LWAL+CDN/H:1,203.8484,RURAL,1249.3827
91,MUR/LWAL+CDN/H:1,460.4604,URBAN,2822.1516
91,W/LFM+CDL/H:1,1223.0906,RURAL,7496.2961
91,W/LFM+CDL/H:1,2762.7622,URBAN,16932.9098
92,CR/LWAL+CDL/HBET:3-5,1051.6483,RURAL,6445.5299
92,CR/LWAL+CDL/HBET:3-5,5240.5263,URBAN,32119.0724
92,MUR+CB/LWAL+CDN/H:1,164.3201,RURAL,1007.114
92,MUR+CB/LWAL+CDN/H:1,818.8322,URBAN,5018.6051
92,MUR/LWAL+CDN/H:1,1150.2404,RURAL,7049.7983
92,MUR/LWAL+CDN/H:1,5731.8256,URBAN,35130.2354
92,MUR/LWAL+CDN/H:1,131.456,RURAL,805.6912
92,MUR/LWAL+CDN/H:1,655.0658,URBAN,4014.884
92,W/LFM+CDL/H:1,788.7362,RURAL,4834.1474
92,W/LFM+CDL/H:1,3930.3947,URBAN,24089.3043
93,CR/LWAL+CDL/HBET:3-5,1365.7162,RURAL,8370.4453
93,MUR+CB/LWAL+CDN/H:1,213.3932,RURAL,1307.8821
93,MUR/LWAL+CDN/H:1,1493.7521,RURAL,9155.1745
93,MUR/LWAL+CDN/H:1,170.7145,RURAL,1046.3057
93,W/LFM+CDL/H:1,1024.2872,RURAL,6277.834
94,CR/LWAL+CDL/HBET:3-5,2445.9629,RURAL,14991.2539
94,MUR+CB/LWAL+CDN/H:1,382.1817,RURAL,2342.3834
94,MUR/LWAL+CDN/H:1,2675.2719,RURAL,16396.684
94,MUR/LWAL+CDN/H:1,305.7454,RURAL,1873.9067
94,W/LFM+CDL/H:1,1834.4722,RURAL,11243.4404
95,CR/LWAL+CDL/HBET:3-5,1429.643,RURAL,8762.2513
95,MUR+CB/LWAL+CDN/H:1,223.3817,RURAL,1369.1018
95,MUR/LWAL+CDN/H:1,1563.6721,RURAL,9583.7123
95,MUR/LWAL+CDN/H:1,178.7054,RURAL,1095.2814
95,W/LFM+CDL/H:1,1072.2323,RURAL,6571.6884
96,CR/LWAL+CDL/HBET:3-5,1986.092,RURAL,12172.7151
96,CR/LWAL+CDL/HBET:3-5,491.0949,URBAN,3009.9101
96,MUR+CB/LWAL+CDN/H:1,310.3269,RURAL,1901.9867
96,MUR+CB/LWAL+CDN/H:1,76.7336,URBAN,470.2984
96,MUR/LWAL+CDN/H:1,2172.2881,RURAL,13313.9072
96,MUR/LWAL+CDN/H:1,537.1351,URBAN,3292.0891
96,MUR/LWAL+CDN/H:1,248.2615,RURAL,1521.5894
96,MUR/LWAL+CDN/H:1,61.3869,URBAN,376.2388
96,W/LFM+CDL/H:1,1489.569,RURAL,9129.5363
96,W/LFM+CDL/H:1,368.3212,URBAN,2257.4326
97,CR/LWAL+CDL/HBET:3-5,3307.1467,RURAL,20269.4305
97,MUR+CB/LWAL+CDN/H:1,516.7417,RURAL,3167.0985
97,MUR/LWAL+CDN/H:1,3617.1917,RURAL,22169.6896
97,MUR/LWAL+CDN/H:1,413.3933,RURAL,2533.6788
97,W/LFM+CDL/H:1,2480.36,RURAL,15202.0729
98,CR/LWAL+CDL/HBET:3-5,2373.1569,RURAL,14545.0275
98,CR/LWAL+CDL/HBET:3-5,7085.3441,URBAN,43425.921
98,MUR+CB/LWAL+CDN/H:1,370.8058,RURAL,2272.6605
98,MUR+CB/LWAL+CDN/H:1,1107.085,URBAN,6785.3002
98,MUR/LWAL+CDN/H:1,2595.6404,RURAL,15908.6239
98,MUR/LWAL+CDN/H:1,7749.5951,URBAN,47497.1011
98,MUR/LWAL+CDN/H:1,296.6446,RURAL,1818.1284
98,MUR/LWAL+CDN/H:1,885.668,URBAN,5428.2401
98,W/LFM+CDL/H:1,1779.8677,RURAL,10908.7706
98,W/LFM+CDL/H:1,5314.0081,URBAN,32569.4407
99,CR/LWAL+CDL/HBET:3-5,1860.5426,RURAL,11403.2251
99,CR/LWAL+CDL/HBET:3-5,5.187,URBAN,31.7909
99,MUR+CB/LWAL+CDN/H:1,290.7098,RURAL,1781.7539
99,MUR/LWAL+CDN/H:1,2034.9684,RURAL,12472.2775
99,MUR/LWAL+CDN/H:1,5.6733,URBAN,34.7713
99,MUR/LWAL+CDN/H:1,232.5678,RURAL,1425.4031
99,W/LFM+CDL/H:1,1395.4069,RURAL,8552.4189
99,W/LFM+CDL/H:1,3.8902,URBAN,23.8432
100,CR/LWAL+CDL/HBET:3-5,1238.4104,RURAL,7590.1903
100,MUR+CB/LWAL+CDN/H:1,193.5016,RURAL,1185.9672
100,MUR/LWAL+CDN/H:1,1354.5113,RURAL,8301.7707
100,MUR/LWAL+CDN/H:1,154.8013,RURAL,948.7738
100,W/LFM+CDL/H:1,928.8078,RURAL,5692.6427
101,CR/LWAL+CDL/HBET:3-5,2139.3297,RURAL,13111.9053
101,MUR+CB/LWAL+CDN/H:1,334.2703,RURAL,2048.7352
101,MUR/LWAL+CDN/H:1,2339.8918,RURAL,14341.1464
101,MUR/LWAL+CDN/H:1,267.4162,RURAL,1638.9882
101,W/LFM+CDL/H:1,1604.4972,RURAL,9833.929
102,CR/LWAL+CDL/HBET:3-5,1804.5024,RURAL,11059.7563
102,MUR+CB/LWAL+CDN/H:1,281.9535,RURAL,1728.0869
102,MUR/LWAL+CDN/H:1,1973.6745,RURAL,12096.6085
102,MUR/LWAL+CDN/H:1,225.5628,RURAL,1382.4695
102,W/LFM+CDL/H:1,1353.3768,RURAL,8294.8172
103,CR/LWAL+CDL/HBET:3-5,1164.1237,RURAL,7134.8888
103,MUR+CB/LWAL+CDN/H:1,181.8943,RURAL,1114.8264
103,MUR/LWAL+CDN/H:1,1273.2603,RURAL,7803.7847
103,MUR/LWAL+CDN/H:1,145.5155,RURAL,891.8611
103,W/LFM+CDL/H:1,873.0928,RURAL,5351.1666
104,CR/LWAL+CDL/HBET:3-5,1800.8685,RURAL,11037.484
104,MUR+CB/LWAL+CDN/H:1,281.3857,RURAL,1724.6069
104,MUR/LWAL+CDN/H:1,1969.6999,RURAL,12072.2481
104,MUR/LWAL+CDN/H:1,225.1086,RURAL,1379.6855
104,W/LFM+CDL/H:1,1350.6514,RURAL,8278.113
105,CR/LWAL+CDL/HBET:3-5,2581.3467,RURAL,15821.0183
105,MUR+CB/LWAL+CDN/H:1,403.3354,RURAL,2472.0341
105,MUR/LWAL+CDN/H:1,2823.348,RURAL,17304.2387
105,MUR/LWAL+CDN/H:1,322.6683,RURAL,1977.6273
105,W/LFM+CDL/H:1,1936.01,RURAL,11865.7637
106,CR/LWAL+CDL/HBET:3-5,2232.526,RURAL,13683.1038
106,MUR+CB/LWAL+CDN/H:1,348.8322,RURAL,2137.985
106,MUR/LWAL+CDN/H:1,2441.8253,RURAL,14965.8948
106,MUR/LWAL+CDN/H:1,279.0658,RURAL,1710.388
106,W/LFM+CDL/H:1,1674.3945,RURAL,10262.3278
107,CR/LWAL+CDL/HBET:3-5,1178.2516,RURAL,7221.4788
107,MUR+CB/LWAL+CDN/H:1,184.1018,RURAL,1128.3561
107,MUR/LWAL+CDN/H:1,1288.7127,RURAL,7898.4925
107,MUR/LWAL+CDN/H:1,147.2815,RURAL,902.6849
107,W/LFM+CDL/H:1,883.6887,RURAL,5416.1091
108,CR/LWAL+CDL/HBET:3-5,1691.5043,RURAL,10367.1931
108,MUR+CB/LWAL+CDN/H:1,264.2975,RURAL,1619.8739
108,MUR/LWAL+CDN/H:1,1850.0828,RURAL,11339.1174
108,MUR/LWAL+CDN/H:1,211.438,RURAL,1295.8991
108,W/LFM+CDL/H:1,1268.6282,RURAL,7775.3948
109,CR/LWAL+CDL/HBET:3-5,1846.6463,RURAL,11318.0555
109,CR/LWAL+CDL/HBET:3-5,650.1984,URBAN,3985.0523
109,MUR+CB/LWAL+CDN/H:1,288.5385,RURAL,1768.4462
109,MUR+CB/LWAL+CDN/H:1,101.5935,URBAN,622.6644
109,MUR/LWAL+CDN/H:1,2019.7694,RURAL,12379.1232
109,MUR/LWAL+CDN/H:1,711.1546,URBAN,4358.6509
109,MUR/LWAL+CDN/H:1,230.8308,RURAL,1414.7569
109,MUR/LWAL+CDN/H:1,81.2748,URBAN,498.1315
109,W/LFM+CDL/H:1,1384.9847,RURAL,8488.5416
109,W/LFM+CDL/H:1,487.6488,URBAN,2988.7892
110,CR/LWAL+CDL/HBET:3-5,2470.2896,RURAL,15140.3517
110,CR/LWAL+CDL/HBET:3-5,9273.5177,URBAN,56837.1898
110,MUR+CB/LWAL+CDN/H:1,385.9828,RURAL,2365.68
110,MUR+CB/LWAL+CDN/H:1,1448.9871,URBAN,8880.8109
110,MUR/LWAL+CDN/H:1,2701.8793,RURAL,16559.7597
110,MUR/LWAL+CDN/H:1,10142.91,URBAN,62165.6763
110,MUR/LWAL+CDN/H:1,308.7862,RURAL,1892.544
110,MUR/LWAL+CDN/H:1,1159.1897,URBAN,7104.6487
110,W/LFM+CDL/H:1,1852.7172,RURAL,11355.2638
110,W/LFM+CDL/H:1,6955.1383,URBAN,42627.8923
111,CR/LWAL+CDL/HBET:3-5,820.1329,RURAL,5026.5768
111,MUR+CB/LWAL+CDN/H:1,128.1458,RURAL,785.4026
111,MUR/LWAL+CDN/H:1,897.0204,RURAL,5497.8184
111,MUR/LWAL+CDN/H:1,102.5166,RURAL,628.3221
111,W/LFM+CDL/H:1,615.0997,RURAL,3769.9326
112,CR/LWAL+CDL/HBET:3-5,1237.3962,RURAL,7583.9744
112,MUR+CB/LWAL+CDN/H:1,193.3432,RURAL,1184.996
112,MUR/LWAL+CDN/H:1,1353.4021,RURAL,8294.972
112,MUR/LWAL+CDN/H:1,154.6745,RURAL,947.9968
112,W/LFM+CDL/H:1,928.0471,RURAL,5687.9808
113,CR/LWAL+CDL/HBET:3-5,1389.9022,RURAL,8518.6803
113,MUR+CB/LWAL+CDN/H:1,217.1722,RURAL,1331.0438
113,MUR/LWAL+CDN/H:1,1520.2055,RURAL,9317.3065
113,MUR/LWAL+CDN/H:1,173.7378,RURAL,1064.835
113,W/LFM+CDL/H:1,1042.4266,RURAL,6389.0102
114,CR/LWAL+CDL/HBET:3-5,1786.73,RURAL,10950.8297
114,MUR+CB/LWAL+CDN/H:1,279.1766,RURAL,1711.0671
114,MUR/LWAL+CDN/H:1,1954.236,RURAL,11977.47
114,MUR/LWAL+CDN/H:1,223.3413,RURAL,1368.8537
114,W/LFM+CDL/H:1,1340.0475,RURAL,8213.1223
115,CR/LWAL+CDL/HBET:3-5,1872.6442,RURAL,11477.3957
115,MUR+CB/LWAL+CDN/H:1,292.6007,RURAL,1793.3431
115,MUR/LWAL+CDN/H:1,2048.2046,RURAL,12553.4015
