TAXONOMY,AREA_PER_BUILDING
CR/LFM+CDL/H:2/Offices,346
CR/LFM+CDL/HBET:3-5/Offices,864
CR/LFM+CDL/HBET:6-/Offices,1037
CR/LWAL+CDL/H:2/Offices,346
CR/LWAL+CDL/HBET:3-5/Offices,864
CR/LWAL+CDL/HBET:6-/Offices,1037
MR/LWAL+CDL/H:1/Offices,173
MR/LWAL+CDL/H:2/Offices,346
MR/LWAL+CDL/HBET:3-5/Offices,864
S/LFM+CDL/HBET:3-5/Offices,864
S/LFM+CDL/HBET:6-/Offices,1037
CR/LFM+CDL/H:2/Trade,555
MR/LWAL+CDL/H:1/Trade,278
MR/LWAL+CDL/H:2/Trade,555
CR/LFM+CDL/H:1/Trade,278
W/LFM+CDL/H:1/Trade,278
W/LFM+CDL/H:2/Trade,555
CR/LFM+CDL/H:2/Hotels,218
CR/LFM+CDL/HBET:3-5/Hotels,545
CR/LFM+CDL/HBET:6-/Hotels,653
CR/LWAL+CDL/H:2/Hotels,218
CR/LWAL+CDL/HBET:3-5/Hotels,545
CR/LWAL+CDL/HBET:6-/Hotels,653
MR/LWAL+CDL/H:1/Hotels,109
MR/LWAL+CDL/H:2/Hotels,218
MR/LWAL+CDL/HBET:3-5/Hotels,545
S/LFM+CDL/HBET:3-5/Hotels,545
S/LFM+CDL/HBET:6-/Hotels,653
CR/LFM+CDL/H:1/Hotels,109
W/LFM+CDL/H:1/Hotels,109
W/LFM+CDL/H:2/Hotels,218
