TAXONOMY,AREA_PER_BUILDING
CR/LFINF+CDL/H:1/Offices,248
CR/LFINF+CDM/H:2/Offices,495
CR/LFINF+CDM/HBET:3-5/Offices,1238
CR/LFINF+CDM/HBET:6-/Offices,1734
CR/LFM+CDL/H:1/Offices,248
CR/LFM+CDM/H:2/Offices,495
CR/LFM+CDM/HBET:3-5/Offices,1238
CR/LFM+CDM/HBET:6-/Offices,1486
MUR+CL/LWAL+CDN/H:1/Offices,248
MUR+CL/LWAL+CDN/H:2/Offices,495
CR/LFINF+CDL/H:1/Trade,307
CR/LFINF+CDM/H:2/Trade,613
CR/LFM+CDL/H:1/Trade,307
CR/LFM+CDM/H:2/Trade,613
MUR+CL/LWAL+CDN/H:1/Trade,245
MUR+CL/LWAL+CDN/H:2/Trade,613
CR/LFINF+CDL/H:1/Hotels,660
CR/LFINF+CDM/H:2/Hotels,1321
CR/LFINF+CDM/HBET:3-5/Hotels,3302
CR/LFINF+CDM/HBET:6-/Hotels,3962
CR/LFM+CDL/H:1/Hotels,660
CR/LFM+CDM/H:2/Hotels,1321
CR/LFM+CDM/HBET:3-5/Hotels,3302
CR/LFM+CDM/HBET:6-/Hotels,3962
MUR+CL/LWAL+CDN/H:1/Hotels,660
MUR+CL/LWAL+CDN/H:2/Hotels,1321
