TAXONOMY,AREA_PER_BUILDING
MUR/LWAL+CDN/H:2/Offices,236.
CR/LWAL+CDN/HBET:3-5/Offices,473.
CR/LWAL+CDH/HBET:3-5/Offices,473.
CR/LWAL+CDM/HBET:3-5/Offices,473.
CR/LFINF+CDH/H:2/Offices,236.
CR/LFINF+CDN/H:1/Offices,118.
CR/LFINF+CDN/HBET:3-5/Offices,473.
CR/LWAL+CDH/HBET:6-/Offices,709.
CR/LWAL+CDN/HBET:6-/Offices,709.
CR/LWAL+CDM/HBET:6-/Offices,709.
CR/LFINF+CDN/H:2/Offices,236.
CR/LFINF+CDM/H:2/Offices,236.
CR/LFM+CDH/HBET:3-5/Offices,473.
CR/LFINF+CDH/H:1/Offices,118.
CR/LFINF+CDM/H:1/Offices,118.
MUR/LWAL+CDN/H:1/Offices,118.
SRC/LFM+CDH/HBET:6-/Offices,709.
S/LFBR+CDM/HBET:3-5/Offices,591.
S/LFM+CDM/HBET:3-5/Offices,591.
CR/LFM+CDM/HBET:3-5/Offices,473.
CR/LFINF+CDM/HBET:3-5/Offices,473.
CR/LFINF+CDH/HBET:3-5/Offices,473.
CR/LFM+CDN/HBET:3-5/Offices,473.
CR/LWAL+CDN/H:1/Trade,217.
CR/LFINF+CDH/H:2/Trade,434.
CR/LFINF+CDN/H:1/Trade,217.
CR/LFINF+CDN/H:2/Trade,434.
CR/LFINF+CDM/H:2/Trade,434.
CR/LWAL+CDM/H:1/Trade,217.
CR/LWAL+CDM/H:2/Trade,434.
CR/LWAL+CDH/H:2/Trade,434.
CR/LWAL+CDN/H:2/Trade,434.
CR/LFINF+CDH/H:1/Trade,217.
CR/LWAL+CDH/H:1/Trade,217.
SRC/LFM+CDH/H:2/Trade,434.
SRC/LFM+CDM/H:2/Trade,434.
CR/LFINF+CDM/H:1/Trade,217.
SRC/LFM+CDM/H:1/Trade,217.
SRC/LFM+CDH/H:1/Trade,217.
MUR/LWAL+CDN/H:2/Hotels,162.
CR/LWAL+CDN/HBET:3-5/Hotels,486.1
CR/LWAL+CDH/HBET:3-5/Hotels,486.1
CR/LWAL+CDM/HBET:3-5/Hotels,486.1
CR/LWAL+CDN/H:1/Hotels,64.8
CR/LFINF+CDH/H:2/Hotels,162.
CR/LFINF+CDN/H:1/Hotels,64.8
CR/LFINF+CDN/HBET:3-5/Hotels,405.1
CR/LWAL+CDH/HBET:6-/Hotels,648.1
CR/LWAL+CDN/HBET:6-/Hotels,648.1
CR/LWAL+CDM/HBET:6-/Hotels,648.1
CR/LFINF+CDN/H:2/Hotels,162.
CR/LFINF+CDM/H:2/Hotels,162.
CR/LWAL+CDM/H:1/Hotels,64.8
CR/LWAL+CDM/H:2/Hotels,162.
CR/LWAL+CDH/H:2/Hotels,162.
CR/LWAL+CDN/H:2/Hotels,162.
CR/LFINF+CDH/H:1/Hotels,64.8
CR/LWAL+CDH/H:1/Hotels,64.8
CR/LFINF+CDM/H:1/Hotels,64.8
MUR/LWAL+CDN/H:1/Hotels,64.8
CR/LFINF+CDM/HBET:3-5/Hotels,405.1
CR/LFINF+CDH/HBET:3-5/Hotels,405.1
