TAXONOMY,AREA_PER_BUILDING
CR/LFINF+CDH/H:2/Offices,877
MUR+CL/LWAL+CDN/H:2/Offices,877
CR/LFINF+CDM/H:2/Offices,877
CR/LFINF+CDL/H:2/Offices,877
S/LFINF+CDH/HBET:6-/Offices,3069
S/LFINF+CDH/HBET:3-5/Offices,2192
CR/LWAL+CDM/HBET:6-/Offices,2631
CR/LWAL+CDM/HBET:3-5/Offices,2192
CR/LWAL+CDL/HBET:6-/Offices,2631
CR/LWAL+CDL/HBET:3-5/Offices,2192
CR/LWAL+CDH/HBET:6-/Offices,2631
CR/LWAL+CDH/HBET:3-5/Offices,2192
CR/LFINF+CDN/HBET:3-5/Offices,2192
CR/LFINF+CDM/HBET:3-5/Offices,2192
CR/LFINF+CDL/HBET:3-5/Offices,2192
CR/LFINF+CDH/HBET:3-5/Offices,2192
CR/LFINF+CDM/HBET:6-/Offices,2631
CR/LFINF+CDL/HBET:6-/Offices,2631
CR/LFINF+CDH/H:2/Trade,2293
W/LWAL+CDM/H:2/Trade,2293
W/LWAL+CDM/H:1/Trade,1146
W/LWAL+CDL/H:2/Trade,2293
W/LWAL+CDL/H:1/Trade,1146
W/LWAL+CDH/H:2/Trade,2293
W/LWAL+CDH/H:1/Trade,1146
MUR+ST/LWAL+CDN/H:1/Trade,1146
MUR+CL/LWAL+CDN/H:2/Trade,2293
MUR+CL/LWAL+CDN/H:1/Trade,1146
CR/LFINF+CDN/H:2/Trade,2293
CR/LFINF+CDN/H:1/Trade,1146
CR/LFINF+CDM/H:2/Trade,2293
CR/LFINF+CDM/H:1/Trade,1146
CR/LFINF+CDL/H:2/Trade,2293
CR/LFINF+CDH/H:1/Trade,1146
CR/LFINF+CDL/H:1/Trade,1146
CR/LFINF+CDH/H:2/Hotels,946
W/LWAL+CDM/H:2/Hotels,946
W/LWAL+CDM/H:1/Hotels,473
W/LWAL+CDL/H:2/Hotels,946
W/LWAL+CDL/H:1/Hotels,473
W/LWAL+CDH/H:2/Hotels,946
W/LWAL+CDH/H:1/Hotels,473
MUR+ST/LWAL+CDN/H:1/Hotels,473
MUR+CL/LWAL+CDN/H:2/Hotels,946
MUR+CL/LWAL+CDN/H:1/Hotels,473
CR/LFINF+CDM/H:2/Hotels,946
CR/LFINF+CDL/H:2/Hotels,946
S/LFINF+CDH/HBET:6-/Hotels,2838
S/LFINF+CDH/HBET:3-5/Hotels,2365
CR/LWAL+CDM/HBET:6-/Hotels,2838
CR/LWAL+CDM/HBET:3-5/Hotels,2365
CR/LWAL+CDL/HBET:6-/Hotels,2838
CR/LWAL+CDL/HBET:3-5/Hotels,2365
CR/LWAL+CDH/HBET:6-/Hotels,2838
CR/LWAL+CDH/HBET:3-5/Hotels,2365
CR/LFINF+CDN/HBET:3-5/Hotels,2365
CR/LFINF+CDM/HBET:3-5/Hotels,2365
CR/LFINF+CDL/HBET:3-5/Hotels,2365
CR/LFINF+CDH/HBET:3-5/Hotels,2365
CR/LFINF+CDM/HBET:6-/Hotels,2838
CR/LFINF+CDL/HBET:6-/Hotels,2838
W/LWAL+CDN/H:2/Hotels,946
W/LWAL+CDM/HBET:3-5/Hotels,2365
W/LWAL+CDH/HBET:3-5/Hotels,2365
MUR+ST/LWAL+CDN/H:2/Hotels,946
