TAXONOMY,AREA_PER_BUILDING
CR+PC/LWAL+CDL/H:1/Offices,35
CR/LFINF+CDN/HBET:3-5/Offices,174
CR/LFINF+CDN/HBET:6-/Offices,209
CR+PC/LWAL+CDH/H:1/Offices,35
CR+PC/LWAL+CDH/H:2/Offices,70
CR+PC/LWAL+CDH/HBET:3-5/Offices,174
CR+PC/LWAL+CDH/HBET:6-/Offices,209
CR+PC/LWAL+CDL/H:2/Offices,70
CR+PC/LWAL+CDL/HBET:3-5/Offices,174
CR+PC/LWAL+CDL/HBET:6-/Offices,209
CR+PC/LWAL+CDN/H:1/Offices,35
CR+PC/LWAL+CDN/H:2/Offices,70
CR+PC/LWAL+CDN/HBET:3-5/Offices,174
MCF/LWAL+CDL/H:1/Offices,35
MCF/LWAL+CDL/H:2/Offices,70
MCF/LWAL+CDN/H:1/Offices,35
MCF/LWAL+CDN/H:2/Offices,70
CR/LDUAL+CDN/HBET:3-5/Offices,174
CR/LFINF+CDH/H:1/Offices,35
CR/LFINF+CDH/H:2/Offices,70
CR/LFINF+CDH/HBET:3-5/Offices,174
CR/LFINF+CDH/HBET:6-/Offices,209
CR/LFINF+CDL/H:1/Offices,35
CR/LFINF+CDL/H:2/Offices,70
CR/LFINF+CDL/HBET:3-5/Offices,174
CR/LFINF+CDL/HBET:6-/Offices,209
CR/LFINF+CDN/H:1/Offices,35
CR/LFINF+CDN/H:2/Offices,70
MUR+CL/LWAL+CDN/H:1/Offices,35
MUR+CL/LWAL+CDN/H:2/Offices,70
MUR+ST/LWAL+CDN/H:1/Offices,35
MUR+ST/LWAL+CDN/H:2/Offices,70
W/LFM+CDH/H:1/Offices,35
W/LFM+CDH/H:2/Offices,70
W/LFM+CDL/H:1/Offices,35
W/LFM+CDL/H:2/Offices,70
W/LFM+CDN/H:1/Offices,35
W/LFM+CDN/H:2/Offices,70
CR/LDUAL+CDH/H:1/Offices,35
CR/LDUAL+CDH/HBET:3-5/Offices,174
CR/LDUAL+CDH/HBET:6-/Offices,209
CR/LDUAL+CDL/H:1/Offices,35
CR/LDUAL+CDL/HBET:3-5/Offices,174
CR/LDUAL+CDL/HBET:6-/Offices,209
CR/LDUAL+CDN/H:1/Offices,35
W/LFM+CDL/HBET:3-5/Offices,139
W/LFM+CDH/HBET:3-5/Offices,139
CR+PC/LWAL+CDL/H:1/Trade,733
CR+PC/LWAL+CDH/H:1/Trade,733
CR+PC/LWAL+CDH/H:2/Trade,1466
CR+PC/LWAL+CDL/H:2/Trade,1466
CR+PC/LWAL+CDN/H:1/Trade,733
CR+PC/LWAL+CDN/H:2/Trade,1466
MCF/LWAL+CDL/H:1/Trade,733
MCF/LWAL+CDL/H:2/Trade,1466
MCF/LWAL+CDN/H:1/Trade,733
MCF/LWAL+CDN/H:2/Trade,1466
CR/LFINF+CDH/H:1/Trade,733
CR/LFINF+CDH/H:2/Trade,1466
CR/LFINF+CDL/H:1/Trade,733
CR/LFINF+CDL/H:2/Trade,1466
CR/LFINF+CDN/H:1/Trade,733
CR/LFINF+CDN/H:2/Trade,1466
MUR+CL/LWAL+CDN/H:1/Trade,733
MUR+CL/LWAL+CDN/H:2/Trade,1466
MUR+ST/LWAL+CDN/H:1/Trade,733
MUR+ST/LWAL+CDN/H:2/Trade,1466
W/LFM+CDH/H:1/Trade,733
W/LFM+CDH/H:2/Trade,1466
W/LFM+CDL/H:1/Trade,733
W/LFM+CDL/H:2/Trade,1466
W/LFM+CDN/H:1/Trade,733
W/LFM+CDN/H:2/Trade,1466
CR/LDUAL+CDH/H:1/Trade,733
CR/LDUAL+CDL/H:1/Trade,733
CR/LDUAL+CDN/H:1/Trade,733
CR/LDUAL+CDN/H:2/Trade,1466
CR/LDUAL+CDL/H:2/Trade,1466
CR/LDUAL+CDH/H:2/Trade,1466
CR+PC/LWAL+CDL/H:1/Hotels,1035
CR/LFINF+CDN/HBET:3-5/Hotels,5175
CR/LFINF+CDN/HBET:6-/Hotels,6209
CR+PC/LWAL+CDH/H:1/Hotels,1035
CR+PC/LWAL+CDH/H:2/Hotels,2070
CR+PC/LWAL+CDH/HBET:3-5/Hotels,5175
CR+PC/LWAL+CDH/HBET:6-/Hotels,6209
CR+PC/LWAL+CDL/H:2/Hotels,2070
CR+PC/LWAL+CDL/HBET:3-5/Hotels,5175
CR+PC/LWAL+CDL/HBET:6-/Hotels,6209
CR+PC/LWAL+CDN/H:1/Hotels,1035
CR+PC/LWAL+CDN/H:2/Hotels,2070
CR+PC/LWAL+CDN/HBET:3-5/Hotels,5175
MCF/LWAL+CDL/H:1/Hotels,1035
MCF/LWAL+CDL/H:2/Hotels,2070
MCF/LWAL+CDN/H:1/Hotels,1035
MCF/LWAL+CDN/H:2/Hotels,2070
CR/LDUAL+CDN/HBET:3-5/Hotels,5175
CR/LFINF+CDH/H:1/Hotels,1035
CR/LFINF+CDH/H:2/Hotels,2070
CR/LFINF+CDH/HBET:3-5/Hotels,5175
CR/LFINF+CDH/HBET:6-/Hotels,6209
CR/LFINF+CDL/H:1/Hotels,1035
CR/LFINF+CDL/H:2/Hotels,2070
CR/LFINF+CDL/HBET:3-5/Hotels,5175
CR/LFINF+CDL/HBET:6-/Hotels,6209
CR/LFINF+CDN/H:1/Hotels,1035
CR/LFINF+CDN/H:2/Hotels,2070
MUR+CL/LWAL+CDN/H:1/Hotels,1035
MUR+CL/LWAL+CDN/H:2/Hotels,2070
MUR+ST/LWAL+CDN/H:1/Hotels,1035
MUR+ST/LWAL+CDN/H:2/Hotels,2070
W/LFM+CDH/H:1/Hotels,1035
