TAXONOMY,AREA_PER_BUILDING
CR/LFINF+CDM/HBET:3-5/Offices,472
CR/LFINF+CDM/HBET:6-/Offices,566
CR/LFINF+CDM/H:2/Offices,189
CR/LWAL+CDM/HBET:3-5/Offices,472
CR/LWAL+CDM/HBET:6-/Offices,566
MUR+CB/LWAL+CDN/H:1/Offices,94
MUR+CB/LWAL+CDN/H:2/Offices,189
MUR+CL/LWAL+CDN/H:1/Offices,94
MUR+CL/LWAL+CDN/H:2/Offices,189
W/LPB+CDM/H:1/Offices,94
W/LPB+CDM/H:2/Offices,189
W/LWAL+CDM/H:1/Offices,94
W/LWAL+CDM/H:2/Offices,189
CR/LFINF+CDM/H:2/Trade,1111
MUR+CB/LWAL+CDN/H:1/Trade,556
MUR+CB/LWAL+CDN/H:2/Trade,1111
MUR+CL/LWAL+CDN/H:1/Trade,556
MUR+CL/LWAL+CDN/H:2/Trade,1111
W/LPB+CDM/H:1/Trade,556
W/LPB+CDM/H:2/Trade,1111
W/LWAL+CDM/H:1/Trade,556
W/LWAL+CDM/H:2/Trade,1111
CR/LFINF+CDL/H:1/Trade,556
CR/LFINF+CDM/HBET:3-5/Hotels,1190
CR/LFINF+CDM/HBET:6-/Hotels,1428
CR/LFINF+CDM/H:2/Hotels,476
CR/LWAL+CDM/HBET:3-5/Hotels,1190
CR/LWAL+CDM/HBET:6-/Hotels,1428
MUR+CB/LWAL+CDN/H:1/Hotels,238
MUR+CB/LWAL+CDN/H:2/Hotels,476
MUR+CL/LWAL+CDN/H:1/Hotels,238
MUR+CL/LWAL+CDN/H:2/Hotels,476
W/LPB+CDM/H:1/Hotels,238
W/LPB+CDM/H:2/Hotels,476
W/LWAL+CDM/H:1/Hotels,238
W/LWAL+CDM/H:2/Hotels,476
CR/LFINF+CDL/H:1/Hotels,238
