TAXONOMY,AREA_PER_BUILDING
CR/LFINF+CDN/H:2/Offices,196.26
CR/LFINF+CDN/HBET:3-5/Offices,490.66
CR+PC/LWAL+CDN/H:2/Offices,196.26
CR+PC/LWAL+CDN/HBET:3-5/Offices,490.66
MUR+CL/LWAL+CDN/H:1/Offices,98.13
MUR+CL/LWAL+CDN/H:2/Offices,196.26
MUR+ST/LWAL+CDN/H:1/Offices,98.13
MUR+ST/LWAL+CDN/H:2/Offices,196.26
CR/LFINF+CDN/H:2/Trade,125.46
CR+PC/LWAL+CDN/H:2/Trade,125.46
MUR+CL/LWAL+CDN/H:1/Trade,62.73
MUR+CL/LWAL+CDN/H:2/Trade,125.46
MUR+ST/LWAL+CDN/H:2/Trade,125.46
CR/LFINF+CDN/H:1/Trade,62.73
CR+PC/LWAL+CDN/H:1/Trade,62.73
CR/LFINF+CDN/H:2/Hotels,333.76
CR/LFINF+CDN/HBET:3-5/Hotels,834.4
CR+PC/LWAL+CDN/H:2/Hotels,333.76
CR+PC/LWAL+CDN/HBET:3-5/Hotels,834.4
MUR+CL/LWAL+CDN/H:1/Hotels,166.88
MUR+CL/LWAL+CDN/H:2/Hotels,333.76
MUR+ST/LWAL+CDN/H:1/Hotels,166.88
MUR+ST/LWAL+CDN/H:2/Hotels,333.76
