TAXONOMY,AREA_PER_BUILDING
CR/LFINF+CDM/H:2/Offices,409.58
CR/LFINF+CDN/H:2/Offices,409.58
CR/LFINF+CDM/H:1/Offices,204.79
CR/LFINF+CDN/H:1/Offices,204.79
S/LFINF+CDM/HBET:6-/Offices,1023.95
S/LFINF+CDM/HBET:3-5/Offices,614.37
CR/LFINF+CDM/HBET:6-/Offices,1023.95
CR/LFINF+CDM/HBET:3-5/Offices,614.37
CR/LFINF+CDN/HBET:3-5/Offices,614.37
CR/LFINF+CDM/H:2/Trade,440.45
CR/LFINF+CDN/H:2/Trade,440.45
CR/LFINF+CDM/H:1/Trade,220.22
CR/LFINF+CDN/H:1/Trade,220.22
CR/LFM+CDM/H:1/Trade,220.22
MUR/LWAL+CDN/H:1/Trade,220.22
MUR/LWAL+CDN/H:2/Trade,440.45
S/LFBR+CDM/H:2/Trade,440.45
CR/LFM+CDM/H:2/Trade,440.45
CR/LFINF+CDM/H:2/Hotels,440.45
CR/LFINF+CDN/H:2/Hotels,440.45
CR/LFINF+CDM/H:1/Hotels,220.22
CR/LFINF+CDN/H:1/Hotels,220.22
S/LFINF+CDM/HBET:3-5/Hotels,1101.12
CR/LFINF+CDM/HBET:6-/Hotels,1541.57
CR/LFINF+CDM/HBET:3-5/Hotels,1101.12
CR/LFINF+CDN/HBET:3-5/Hotels,1101.12
MUR/LWAL+CDN/H:1/Hotels,220.22
MUR/LWAL+CDN/H:2/Hotels,440.45
