TAXONOMY,AREA_PER_BUILDING
CR/LDUAL+CDH/HBET:3-5/Offices,616
CR/LDUAL+CDH/HBET:6-/Offices,739
CR/LDUAL+CDL/HBET:3-5/Offices,616
CR/LDUAL+CDL/HBET:6-/Offices,739
CR/LDUAL+CDM/HBET:3-5/Offices,616
CR/LDUAL+CDM/HBET:6-/Offices,739
CR/LFINF+CDL/HBET:3-5/Offices,616
CR/LFINF+CDM/HBET:3-5/Offices,616
CR/LFINF+CDN/HBET:6-/Offices,739
CR+PC/LWAL+CDL/HBET:3-5/Offices,616
CR+PC/LWAL+CDL/HBET:6-/Offices,739
CR+PC/LWAL+CDM/H:2/Offices,246
CR+PC/LWAL+CDM/HBET:3-5/Offices,616
CR+PC/LWAL+CDM/HBET:6-/Offices,739
MCF/LWAL+CDL/H:1/Offices,123
MCF/LWAL+CDL/H:2/Offices,246
MUR+CL/LWAL+CDN/H:1/Offices,123
MUR+CL/LWAL+CDN/H:2/Offices,246
MUR+CL/LWAL+CDN/HBET:3-5/Offices,493
MUR+ST/LWAL+CDN/H:1/Offices,123
MUR+ST/LWAL+CDN/H:2/Offices,246
MUR+ST/LWAL+CDN/HBET:3-5/Offices,493
CR+PC/LWAL+CDM/H:2/Trade,400
MCF/LWAL+CDL/H:1/Trade,200
MCF/LWAL+CDL/H:2/Trade,400
MUR+CL/LWAL+CDN/H:1/Trade,200
MUR+CL/LWAL+CDN/H:2/Trade,400
MUR+ST/LWAL+CDN/H:1/Trade,200
MUR+ST/LWAL+CDN/H:2/Trade,400
CR/LFINF+CDM/H:1/Trade,200
CR/LFINF+CDM/H:2/Trade,400
CR+PC/LWAL+CDM/H:1/Trade,200
CR/LDUAL+CDH/HBET:3-5/Hotels,433
CR/LDUAL+CDH/HBET:6-/Hotels,520
CR/LDUAL+CDL/HBET:3-5/Hotels,433
CR/LDUAL+CDL/HBET:6-/Hotels,520
CR/LDUAL+CDM/HBET:3-5/Hotels,433
CR/LDUAL+CDM/HBET:6-/Hotels,520
CR/LFINF+CDL/HBET:3-5/Hotels,433
CR/LFINF+CDM/HBET:3-5/Hotels,520
CR/LFINF+CDN/HBET:6-/Hotels,520
CR+PC/LWAL+CDL/HBET:3-5/Hotels,433
CR+PC/LWAL+CDL/HBET:6-/Hotels,520
CR+PC/LWAL+CDM/H:2/Hotels,173
CR+PC/LWAL+CDM/HBET:3-5/Hotels,433
CR+PC/LWAL+CDM/HBET:6-/Hotels,520
MCF/LWAL+CDL/H:1/Hotels,87
MCF/LWAL+CDL/H:2/Hotels,173
MUR+CL/LWAL+CDN/H:1/Hotels,87
MUR+CL/LWAL+CDN/H:2/Hotels,173
MUR+CL/LWAL+CDN/HBET:3-5/Hotels,347
MUR+ST/LWAL+CDN/H:1/Hotels,87
MUR+ST/LWAL+CDN/H:2/Hotels,173
MUR+ST/LWAL+CDN/HBET:3-5/Hotels,347
MCF/LWAL+CDL/HBET:3-5/Hotels,347
