TAXONOMY,AREA_PER_BUILDING
CR/LFINF+CDM/H:1/Offices,132.982
CR/LFINF+CDM/H:2/Offices,531.928
MCF/LWAL+CDL/H:1/Offices,132.982
MCF/LWAL+CDL/H:2/Offices,265.964
MUR/LWAL+CDN/H:1/Offices,132.982
MUR/LWAL+CDN/H:2/Offices,265.964
CR/LDUAL+CDM/HBET:3-5/Offices,1329.82
CR/LDUAL+CDM/HBET:6-/Offices,1595.7839
CR/LFINF+CDM/HBET:3-5/Offices,1329.82
CR/LFINF+CDM/HBET:6-/Offices,1595.7839
MCF/LWAL+CDL/HBET:3-5/Offices,797.892
CR/LFINF+CDM/H:1/Trade,430.8324
CR/LFINF+CDM/H:2/Trade,861.6648
MCF/LWAL+CDL/H:1/Trade,430.8324
MCF/LWAL+CDL/H:2/Trade,861.6648
MUR/LWAL+CDN/H:1/Trade,430.8324
MUR/LWAL+CDN/H:2/Trade,861.6648
CR/LFINF+CDM/H:1/Hotels,255.8208
CR/LFINF+CDM/H:2/Hotels,511.6415
MCF/LWAL+CDL/H:1/Hotels,127.9104
MCF/LWAL+CDL/H:2/Hotels,511.6415
MUR/LWAL+CDN/H:1/Hotels,127.9104
MUR/LWAL+CDN/H:2/Hotels,255.8208
CR/LDUAL+CDM/HBET:3-5/Hotels,1534.9245
CR/LDUAL+CDM/HBET:6-/Hotels,1790.7453
CR/LFINF+CDM/HBET:3-5/Hotels,1534.9245
CR/LFINF+CDM/HBET:6-/Hotels,1790.7453
MCF/LWAL+CDL/HBET:3-5/Hotels,1534.9245
