TAXONOMY,AREA_PER_BUILDING
MCF/LWAL+CDN/H:2/Offices,850.
CR/LFINF+CDL/HBET:3-5/Offices,850.
CR/LDUAL+CDM/HBET:3-5/Offices,850.
CR/LDUAL+CDM/HBET:6-/Offices,850.
CR/LFINF+CDL/H:2/Offices,850.
CR/LFINF+CDL/HBET:6-/Offices,850.
MUR/LWAL+CDN/H:2/Offices,850.
CR/LFINF+CDM/H:2/Offices,850.
CR/LFINF+CDM/HBET:3-5/Offices,850.
CR/LFINF+CDN/HBET:3-5/Offices,850.
MUR/LWAL+CDN/HBET:3-5/Offices,850.
MCF/LWAL+CDL/H:2/Offices,850.
MCF/LWAL+CDN/H:2/Trade,559.0756616
CR/LFINF+CDL/HBET:3-5/Trade,559.0756616
MUR+ADO/LWAL+CDN/H:1/Trade,559.0756616
CR/LFINF+CDL/H:2/Trade,559.0756616
MUR+ADO/LWAL+CDN/H:2/Trade,559.0756616
MUR/LWAL+CDN/H:2/Trade,559.0756616
CR/LFINF+CDM/H:2/Trade,559.0756616
MUR/LWAL+CDN/H:1/Trade,559.0756616
MCF/LWAL+CDN/H:1/Trade,559.0756616
MCF/LWAL+CDL/H:2/Trade,559.0756616
MCF/LWAL+CDL/H:1/Trade,559.0756616
MCF/LWAL+CDN/H:2/Hotels,548.9227391
CR/LFINF+CDL/HBET:3-5/Hotels,548.9227391
CR/LDUAL+CDM/HBET:3-5/Hotels,548.9227391
CR/LDUAL+CDM/HBET:6-/Hotels,548.9227391
CR/LFINF+CDL/H:2/Hotels,548.9227391
CR/LFINF+CDL/HBET:6-/Hotels,548.9227391
MUR/LWAL+CDN/H:2/Hotels,548.9227391
CR/LFINF+CDM/H:2/Hotels,548.9227391
MUR/LWAL+CDN/H:1/Hotels,548.9227391
MCF/LWAL+CDN/H:1/Hotels,548.9227391
CR/LFINF+CDM/HBET:3-5/Hotels,548.9227391
CR/LFINF+CDN/HBET:3-5/Hotels,548.9227391
MCF/LWAL+CDL/H:2/Hotels,548.9227391
MCF/LWAL+CDL/H:1/Hotels,548.9227391
