TAXONOMY,AREA_PER_BUILDING
CR/LDUAL+CDH/H:2/Offices,203
CR/LDUAL+CDH/HBET:3-5/Offices,507
CR/LDUAL+CDH/HBET:6-/Offices,710
CR/LDUAL+CDL/H:1/Offices,101
CR/LDUAL+CDL/H:2/Offices,203
CR/LDUAL+CDM/H:1/Offices,101
CR/LDUAL+CDM/H:2/Offices,203
CR/LDUAL+CDM/HBET:3-5/Offices,507
CR/LDUAL+CDM/HBET:6-/Offices,710
MCF/LWAL+CDN/H:1/Offices,101
MCF/LWAL+CDN/H:2/Offices,203
MCF/LWAL+CDL/H:2/Offices,203
MCF/LWAL+CDL/HBET:3-5/Offices,507
MCF/LWAL+CDL/H:1/Offices,101
CR/LFINF+CDH/H:1/Offices,101
MUR+ST/LWAL+CDN/H:2/Offices,203
MUR+CB/LWAL+CDN/H:1/Offices,101
MUR+CB/LWAL+CDN/H:2/Offices,203
CR/LDUAL+CDH/H:1/Offices,101
CR/LDUAL+CDN/H:2/Offices,203
CR/LDUAL+CDN/H:1/Offices,101
CR/LFINF+CDM/HBET:3-5/Offices,507
CR/LFINF+CDM/H:2/Offices,203
CR/LFINF+CDM/H:1/Offices,101
CR/LFINF+CDL/H:2/Offices,203
CR/LFINF+CDL/H:1/Offices,101
CR/LFINF+CDH/HBET:3-5/Offices,507
CR/LFINF+CDH/H:2/Offices,203
CR/LFINF+CDN/H:2/Offices,203
CR/LFINF+CDN/H:1/Offices,101
MUR+ST/LWAL+CDN/H:1/Offices,101
MUR+CL/LWAL+CDN/H:2/Offices,203
MUR+CL/LWAL+CDN/H:1/Offices,101
CR/LFINF+CDM/HBET:6-/Offices,710
CR/LFINF+CDH/HBET:6-/Offices,710
CR/LDUAL+CDH/H:2/Trade,214
CR/LDUAL+CDH/HBET:3-5/Trade,321
CR/LDUAL+CDL/H:1/Trade,128
CR/LDUAL+CDL/H:2/Trade,214
CR/LDUAL+CDM/H:1/Trade,128
CR/LDUAL+CDM/H:2/Trade,214
CR/LDUAL+CDM/HBET:3-5/Trade,321
MCF/LWAL+CDN/H:1/Trade,107
MCF/LWAL+CDN/H:2/Trade,214
MCF/LWAL+CDL/H:2/Trade,214
MCF/LWAL+CDL/HBET:3-5/Trade,321
MCF/LWAL+CDL/H:1/Trade,107
CR/LFINF+CDH/H:1/Trade,128
MUR+ST/LWAL+CDN/H:2/Trade,214
S/LFM+CDH/H:2/Trade,214
MUR+CB/LWAL+CDN/H:1/Trade,107
MUR+CB/LWAL+CDN/H:2/Trade,214
CR/LDUAL+CDH/H:1/Trade,128
CR/LDUAL+CDN/H:2/Trade,214
CR/LDUAL+CDN/H:1/Trade,128
CR/LFINF+CDM/HBET:3-5/Trade,321
CR/LFINF+CDM/H:2/Trade,214
CR/LFINF+CDM/H:1/Trade,128
CR/LFINF+CDL/H:2/Trade,214
CR/LFINF+CDL/H:1/Trade,128
CR/LFINF+CDH/HBET:3-5/Trade,321
