ID,Region,industrial
1,Denmark,200.3837550306373
2,Denmark,125.7534065220611
3,Denmark,98.4563794543558
4,Denmark,109.1134850376191
5,Denmark,134.343437853222
6,Denmark,145.8064490821235
7,Denmark,120.1141277197274
8,Denmark,120.7577616114152
9,Denmark,103.4945703975309
10,Denmark,96.07633864768616
11,Denmark,88.38400235790782
12,Denmark,41.89833552536947
13,Denmark,70.68747732402146
14,Denmark,89.32630414895365
15,Denmark,74.13240343012738
16,Denmark,37.4781847558905
17,Denmark,34.12645749828568
18,Denmark,133.6393724595389
19,Denmark,51.47306887464771
20,Denmark,52.93482690932099
21,Denmark,60.25134477194049
22,Denmark,61.44099094126745
23,Denmark,0.0
24,Denmark,0.0
25,Denmark,0.0
26,Denmark,94.36089855750782
27,Denmark,92.42860687041549
28,Denmark,76.30808330741786
29,Denmark,74.25363580794404
30,Denmark,68.68680287731236
31,Denmark,61.31831994960244
32,Denmark,54.58032898166811
33,Denmark,99.19325107600002
34,Denmark,85.68275212813433
35,Denmark,0.0
36,Denmark,0.0
37,Denmark,242.2978861472473
38,Denmark,0.0
39,Denmark,146.5836602137051
40,Denmark,64.83420471174281
41,Denmark,97.66542372830398
42,Denmark,63.81566610709725
43,Denmark,59.49431311569142
44,Denmark,52.76687846288769
45,Denmark,48.17069190426027
46,Denmark,72.03047195329353
47,Denmark,55.66708509974514
48,Denmark,56.18240046837662
49,Denmark,65.3465359286753
50,Denmark,48.08513326173765
51,Denmark,58.27427136863572
52,Denmark,59.75251514038222
53,Denmark,62.64193217337689
54,Denmark,45.80183923637085
55,Denmark,56.52009562855367
56,Denmark,25.6582709278634
57,Denmark,26.98590738226776
58,Denmark,74.06196967374031
59,Denmark,58.34738794544272
60,Denmark,68.09815708386941
61,Denmark,60.31985389628716
62,Denmark,46.20713952705741
63,Denmark,42.25541309104414
64,Denmark,49.19328390062726
65,Denmark,31.87267449753813
66,Denmark,70.82472886144697
67,Denmark,61.90027813272324
68,Denmark,54.23397297730933
69,Denmark,20.00686111145698
70,Denmark,35.12768413493161
71,Denmark,52.70755508237013
72,Denmark,123.1484364961262
73,Denmark,83.18027361853184
74,Denmark,134.443703406235
75,Denmark,122.8089916704578
76,Denmark,4.360467735499324
77,Denmark,2.082753198976871
78,Denmark,6.431089920403458
79,Denmark,2.216728973788197
80,Denmark,0.600232467140632
81,Denmark,22.38414133479598
82,Denmark,4.764222488335283
83,Denmark,3.266644912910365
84,Denmark,6.799520871043643
85,Denmark,2.492476255210795
86,Denmark,5.361266676136285
87,Denmark,0.3841001771508028
88,Denmark,2.14176552785154
89,Denmark,24.90602169062378
90,Denmark,40.85221052814502
91,Denmark,48.54153350513286
92,Denmark,48.8026613593396
93,Denmark,24.74684101237447
94,Denmark,28.65959850975185
95,Denmark,9.764387368166995
96,Denmark,0.6123829219410497
97,Denmark,11.78336525998743
98,Denmark,48.6275781658475
99,Denmark,53.49262026793473
100,Denmark,30.23722328140191
101,Denmark,13.95985192747665
102,Denmark,3.376971042498158
103,Denmark,6.009809351563377
104,Denmark,185.5316223044372
105,Denmark,171.5527573452889
106,Denmark,3.453421704102386
107,Denmark,19.42150080099206
108,Denmark,22.3650116587582
109,Denmark,7.366120879296719
110,Denmark,0.6459959401009251
111,Denmark,3.625549906987023
112,Denmark,0.27433782866575
113,Denmark,110.9722810537147
114,Denmark,22.68516156220345
115,Denmark,1.418521856311479
116,Denmark,7.534467860647466
117,Denmark,169.2607149924657
118,Denmark,0.4388744273910856
119,Denmark,5.138252368547499
120,Denmark,1.318256303298433
121,Denmark,10.26159369896392
122,Denmark,20.364648263692
123,Denmark,9.846534162981657
124,Denmark,1.17621262649963
125,Denmark,3.835801376853449
126,Denmark,125.5941772419926
127,Denmark,1.423372317867806
128,Denmark,4.170405461329271
129,Denmark,27.44595276210309
130,Denmark,18.07407368580879
131,Denmark,5.579284716711139
132,Denmark,18.67471440823071
133,Denmark,1.153233686381081
134,Denmark,14.22596632833347
135,Denmark,3.904320221563965
136,Denmark,3.084252005810336
137,Denmark,21.23142282769843
138,Denmark,0.2509020314467044
139,Denmark,0.617777723872435
140,Denmark,7.933556838840063
141,Denmark,3.35289370126565
142,Denmark,13.01326345597723
143,Denmark,1.670804179423511
144,Denmark,3.249362106002252
145,Denmark,33.90235450994678
146,Denmark,0.8026687644794305
147,Denmark,7.502128210150674
148,Denmark,6.220294110161972
149,Denmark,3.522134956089708
150,Denmark,2.566351020397334
151,Denmark,2.568159008071636
152,Denmark,29.0510375616021
153,Denmark,2.380536545225507
154,Denmark,6.571286728072597
155,Denmark,14.54186843278049
156,Denmark,4.879603207120048
157,Denmark,4.880915456238494
158,Denmark,0.2445157524036048
159,Denmark,49.21859572806748
160,Denmark,69.41202950307586
161,Denmark,21.40762386303217
162,Denmark,27.69180992471667
163,Denmark,6.531870652700043
164,Denmark,2.2401064488242
165,Denmark,0.4232829637911897
166,Denmark,103.84042094297
167,Denmark,6.505470144509695
168,Denmark,3.250752118031419
169,Denmark,10.08725897348753
170,Denmark,0.6162710674771833
171,Denmark,1.090770628343094
172,Denmark,2.291488292084206
173,Denmark,1.354027242230863
174,Denmark,0.3768779468174346
175,Denmark,29.54738850038109
176,Denmark,8.920572303551433
177,Denmark,0.2435145549280504
178,Denmark,3.463258712308804
179,Denmark,1.67370084784793
180,Denmark,36.0391043300567
181,Denmark,9.091145248221613
182,Denmark,10.61406381217828
183,Denmark,0.8102992500940928
184,Denmark,1.9986526110303
185,Denmark,9.264401013311728
186,Denmark,0.570847807251302
187,Denmark,5.062511293503616
