TAXONOMY,AREA_DWELLING_URBAN,AREA_DWELLING_RURAL
CR/LFINF+CDL/H:3,57,57
CR/LWAL+CDL/HBET:4-10,57,57
MUR+CB/LWAL+CDN/HBET:1-2,60,73
MUR+CB/LWAL+CDN/HBET:1-4,57,60
MUR+CL/LWAL+CDN/HBET:1-4,57,60
W/LPB+CDL/HBET:1-3,60,73
W/LWAL+CDL/HBET:1-3,57,60
