TAXONOMY,AREA_DWELLING_URBAN,AREA_DWELLING_RURAL
CR/LFINF+CDL/H:2,74,74
CR/LFINF+CDL/HBET:3-5,71.4,71.4
CR/LFINF+CDM/H:2,74,74
CR/LFINF+CDM/HBET:3-5,71.4,71.4
MCF/LWAL+CDL/H:1,80,80
MCF/LWAL+CDL/H:2,74,74
MUR+ADO/LWAL+CDN/H:1,80,80
MUR/LWAL+CDN/H:1,80,80
MUR/LWAL+CDN/H:2,74,74
MUR/LWAL+CDN/HBET:3-5,71.4,71.4
CR/LDUAL+CDM/HBET:6-,70,70
CR/LFINF+CDL/HBET:6-,70,70
CR/LFINF+CDM/HBET:6-,70,70
CR/LFINF+CDN/HBET:3-5,71.4,71.4
MUR+ADO/LWAL+CDN/H:2,74,74
