TAXONOMY,AREA_DWELLING_URBAN,AREA_DWELLING_RURAL
CR/LFINF+CDL/HBET:4-10,115,115
CR/LWAL+CDL/HBET:4-10,115,115
MUR+CB/LWAL+CDN/HBET:1-2,125,155
MUR+CL/LWAL+CDN/HBET:1-4,115,125
MUR+ST/LWAL+CDN/HBET:1-4,125,125
W/LPB+CDL/HBET:1-3,125,155
