TAXONOMY,AREA_DWELLING_URBAN,AREA_DWELLING_RURAL
CR/LWAL+CDN/HBET:3-5,60,60
MUR/LWAL+CDN/H:1,78,90
MUR+CB/LWAL+CDN/H:1,78,78
W/LFM+CDL/H:1,90,90
