TAXONOMY,AREA_DWELLING_URBAN,AREA_DWELLING_RURAL
CR/LFINF+CDL/H:3,80,80
CR/LWAL+CDL/HBET:4-10,80,80
MUR+CB/LWAL+CDN/HBET:1-2,95,105
MUR+CB/LWAL+CDN/HBET:1-4,80,95
MUR+CL/LWAL+CDN/HBET:1-4,80,95
W/LPB+CDL/HBET:1-3,95,105
W/LWAL+CDL/HBET:1-3,80,95
