TAXONOMY,AREA_DWELLING_URBAN,AREA_DWELLING_RURAL
CR/LFINF+CDN/HBET:4-10,95,95
CR/LWAL+CDN/HBET:4-10,95,95
MUR+CB/LWAL+CDN/HBET:1-2,120,130
MUR+CL/LWAL+CDN/HBET:1-4,95,120
MUR+ST/LWAL+CDN/HBET:1-4,95,120
W/LPB+CDL/HBET:1-3,120,130
