TAXONOMY,AREA_DWELLING_URBAN,AREA_DWELLING_RURAL
CR/LFM+CDL/HBET:3-5,90,90
MR/LWAL+CDL/H:2,90,120
S/LFM+CDL/H:1,120,220
S/LWAL+CDL/H:1,90,90
W/LFM+CDL/H:1,120,220
