TAXONOMY,AREA_DWELLING_URBAN,AREA_DWELLING_RURAL
CR+PC/LWAL+CDN/H:2,106.5,106.5
CR+PC/LWAL+CDN/HBET:3-5,100,100
CR/LFINF+CDL/H:2,106.5,106.5
CR/LFINF+CDL/HBET:3-5,100,100
CR/LFINF+CDN/H:2,106.5,106.5
CR/LFINF+CDN/HBET:3-5,100,100
MUR+CL/LWAL+CDN/H:1,110,110
MUR+CL/LWAL+CDN/H:2,106.5,106.5
MUR+CL/LWAL+CDN/H:3,108,108
MUR+ST/LWAL+CDN/H:1,110,110
MUR+ST/LWAL+CDN/H:2,106.5,106.5
MUR+ST/LWAL+CDN/H:3,108,108
