TAXONOMY,AREA_DWELLING_URBAN,AREA_DWELLING_RURAL
CR/LFINF+CDN/HBET:1-3,140,190
CR/LFINF+CDN/HBET:4-7,70,70
CR/LFM+CDL/HBET:1-3,140,140
CR/LFM+CDL/HBET:4-7,70,70
MUR+CL/LWAL+CDN/H:1,110,140
