TAXONOMY,AREA_DWELLING_URBAN,AREA_DWELLING_RURAL
CR/LFINF+CDN/H:3,56,56
CR/LWAL+CDN/HBET:4-10,56,56
MUR+CB/LWAL+CDN/HBET:1-2,58,70
MUR+CB/LWAL+CDN/HBET:1-4,56,58
MUR+CL/LWAL+CDN/HBET:1-4,56,58
W/LPB+CDL/HBET:1-3,58,70
W/LWAL+CDL/HBET:1-3,53,58
